CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	228	2142	9.62	2370
2	0	20	0.00	20
3	2	17	10.53	19
4	11	180	5.76	191
5	10	217	4.41	227
6	13	241	5.12	254
7	16	250	6.02	266
8	19	255	6.93	274
9	7	245	2.78	252
10	11	227	4.62	238
11	13	251	4.92	264
12	13	252	4.91	265
13	17	284	5.65	301
14	15	247	5.73	262
15	13	217	5.65	230
16	12	262	4.38	274
17	8	235	3.29	243
18	6	250	2.34	256
19	17	293	5.48	310
20	7	220	3.08	227
21	13	183	6.63	196
22	8	269	2.89	277
23	10	242	3.97	252
24	14	252	5.26	266
25	12	312	3.70	324
26	18	299	5.68	317
27	10	253	3.80	263
28	23	254	8.30	277
29	17	248	6.42	265
30	14	265	5.02	279
31	14	274	4.86	288
32	9	284	3.07	293
33	10	244	3.94	254
34	13	252	4.91	265
35	16	278	5.44	294
36	6	207	2.82	213
37	19	273	6.51	292
38	12	253	4.53	265
39	12	213	5.33	225
40	9	270	3.23	279
41	17	211	7.46	228
42	9	306	2.86	315
43	15	223	6.30	238
44	20	254	7.30	274
45	15	276	5.15	291
46	16	214	6.96	230
47	31	277	10.06	308
48	15	237	5.95	252
49	20	233	7.91	253
50	13	251	4.92	264
51	13	232	5.31	245
52	16	245	6.13	261
53	11	224	4.68	235
54	13	266	4.66	279
55	16	265	5.69	281
56	10	226	4.24	236
57	19	218	8.02	237
58	15	255	5.56	270
59	7	247	2.76	254
60	9	222	3.90	231
61	15	246	5.75	261
62	12	233	4.90	245
63	12	237	4.82	249
64	7	229	2.97	236
65	10	250	3.85	260
66	17	239	6.64	256
67	18	220	7.56	238
68	13	208	5.88	221
69	9	205	4.21	214
70	15	231	6.10	246
71	10	220	4.35	230
72	9	248	3.50	257
73	16	211	7.05	227
74	10	214	4.46	224
75	7	176	3.83	183
76	8	183	4.19	191
77	10	216	4.42	226
78	12	173	6.49	185
79	9	203	4.25	212
80	10	175	5.41	185
81	8	149	5.10	157
82	8	189	4.06	197
83	10	117	7.87	127
84	2	160	1.23	162
85	7	181	3.72	188
86	12	168	6.67	180
87	13	168	7.18	181
88	4	124	3.12	128
89	8	139	5.44	147
90	4	128	3.03	132
91	9	139	6.08	148
92	7	142	4.70	149
93	11	126	8.03	137
94	6	137	4.20	143
95	4	107	3.60	111
96	7	106	6.19	113
97	3	136	2.16	139
98	3	104	2.80	107
99	4	41	8.89	45
100	0	12	0.00	12
101	0	5	0.00	5
102	1	4	20.00	5
103	0	8	0.00	8
104	2	5	28.57	7
105	0	4	0.00	4
106	1	6	14.29	7
107	0	3	0.00	3
108	0	7	0.00	7
109	0	6	0.00	6
110	1	6	14.29	7
111	0	8	0.00	8
112	0	4	0.00	4
113	1	4	20.00	5
114	1	5	16.67	6
115	0	3	0.00	3
116	1	2	33.33	3
117	0	5	0.00	5
118	0	4	0.00	4
119	0	1	0.00	1
120	0	2	0.00	2
121	0	3	0.00	3
122	0	3	0.00	3
123	1	4	20.00	5
124	0	4	0.00	4
125	0	2	0.00	2
126	0	1	0.00	1
127	0	1	0.00	1
128	1	2	33.33	3
129	1	3	25.00	4
130	2	3	40.00	5
131	0	4	0.00	4
132	0	2	0.00	2
133	1	3	25.00	4
134	0	0		0
135	0	1	0.00	1
136	1	0	100.00	1
137	0	4	0.00	4
138	0	1	0.00	1
139	1	2	33.33	3
140	0	2	0.00	2
141	0	1	0.00	1
142	0	1	0.00	1
143	0	0		0
144	0	0		0
145	0	2	0.00	2
146	0	1	0.00	1
147	0	1	0.00	1
148	0	2	0.00	2
149	0	0		0

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	18	0.00	18
2	0	25	0.00	25
3	0	9	0.00	9
4	0	138	0.00	138
5	0	174	0.00	174
6	3	248	1.20	251
7	0	236	0.00	236
8	1	226	0.44	227
9	0	233	0.00	233
10	1	209	0.48	210
11	1	218	0.46	219
12	3	209	1.42	212
13	3	211	1.40	214
14	0	205	0.00	205
15	0	220	0.00	220
16	1	246	0.40	247
17	3	240	1.23	243
18	0	261	0.00	261
19	1	188	0.53	189
20	2	162	1.22	164
21	3	208	1.42	211
22	1	237	0.42	238
23	0	207	0.00	207
24	0	199	0.00	199
25	2	234	0.85	236
26	0	187	0.00	187
27	0	222	0.00	222
28	0	249	0.00	249
29	0	197	0.00	197
30	0	183	0.00	183
31	0	222	0.00	222
32	2	184	1.08	186
33	1	244	0.41	245
34	0	239	0.00	239
35	1	218	0.46	219
36	2	196	1.01	198
37	0	227	0.00	227
38	1	183	0.54	184
39	0	229	0.00	229
40	1	203	0.49	204
41	0	283	0.00	283
42	2	216	0.92	218
43	1	180	0.55	181
44	0	247	0.00	247
45	2	199	1.00	201
46	2	267	0.74	269
47	1	186	0.53	187
48	1	186	0.53	187
49	0	240	0.00	240
50	2	219	0.90	221
51	0	229	0.00	229
52	0	216	0.00	216
53	3	216	1.37	219
54	1	184	0.54	185
55	2	170	1.16	172
56	1	201	0.50	202
57	1	206	0.48	207
58	1	209	0.48	210
59	1	199	0.50	200
60	0	155	0.00	155
61	2	177	1.12	179
62	2	199	1.00	201
63	1	170	0.58	171
64	2	199	1.00	201
65	1	203	0.49	204
66	0	176	0.00	176
67	0	185	0.00	185
68	1	202	0.49	203
69	0	186	0.00	186
70	1	164	0.61	165
71	1	150	0.66	151
72	0	167	0.00	167
73	1	189	0.53	190
74	0	143	0.00	143
75	1	149	0.67	150
76	0	191	0.00	191
77	2	164	1.20	166
78	1	160	0.62	161
79	0	157	0.00	157
80	0	129	0.00	129
81	1	183	0.54	184
82	0	123	0.00	123
83	0	129	0.00	129
84	0	129	0.00	129
85	1	121	0.82	122
86	0	161	0.00	161
87	1	108	0.92	109
88	0	140	0.00	140
89	0	126	0.00	126
90	0	96	0.00	96
91	0	139	0.00	139
92	0	94	0.00	94
93	1	97	1.02	98
94	1	103	0.96	104
95	0	95	0.00	95
96	0	115	0.00	115
97	0	137	0.00	137
98	0	114	0.00	114
99	0	45	0.00	45
100	0	5	0.00	5
101	0	3	0.00	3
102	0	8	0.00	8
103	0	6	0.00	6
104	0	1	0.00	1
105	0	5	0.00	5
106	0	4	0.00	4
107	0	2	0.00	2
108	0	3	0.00	3
109	0	5	0.00	5
110	0	5	0.00	5
111	0	3	0.00	3
112	0	2	0.00	2
113	0	5	0.00	5
114	0	1	0.00	1
115	0	3	0.00	3
116	0	3	0.00	3
117	0	1	0.00	1
118	0	3	0.00	3
119	0	4	0.00	4
120	0	5	0.00	5
121	0	1	0.00	1
122	0	2	0.00	2
123	0	3	0.00	3
124	0	3	0.00	3
125	0	2	0.00	2
126	0	0		0
127	0	5	0.00	5
128	0	1	0.00	1
129	0	0		0
130	0	2	0.00	2
131	0	0		0
132	0	4	0.00	4
133	0	1	0.00	1
134	0	2	0.00	2
135	0	2	0.00	2
136	0	2	0.00	2
137	0	0		0
138	0	1	0.00	1
139	0	1	0.00	1
140	0	2	0.00	2
141	0	0		0
142	0	1	0.00	1
143	0	1	0.00	1
144	0	0		0
145	0	1	0.00	1
146	0	1	0.00	1
147	0	2	0.00	2
148	0	0		0
149	0	2	0.00	2

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1	31	3.12	32
2	0	29	0.00	29
3	0	20	0.00	20
4	2	327	0.61	329
5	0	434	0.00	434
6	3	448	0.67	451
7	0	400	0.00	400
8	1	357	0.28	358
9	1	328	0.30	329
10	3	329	0.90	332
11	2	323	0.62	325
12	0	364	0.00	364
13	1	397	0.25	398
14	1	358	0.28	359
15	3	400	0.74	403
16	1	351	0.28	352
17	0	316	0.00	316
18	1	302	0.33	303
19	0	296	0.00	296
20	0	347	0.00	347
21	0	387	0.00	387
22	0	374	0.00	374
23	0	357	0.00	357
24	1	357	0.28	358
25	4	327	1.21	331
26	1	338	0.29	339
27	1	432	0.23	433
28	1	376	0.27	377
29	0	341	0.00	341
30	0	368	0.00	368
31	2	329	0.60	331
32	1	367	0.27	368
33	1	335	0.30	336
34	0	323	0.00	323
35	0	307	0.00	307
36	1	381	0.26	382
37	2	361	0.55	363
38	0	358	0.00	358
39	0	336	0.00	336
40	3	343	0.87	346
41	0	292	0.00	292
42	0	354	0.00	354
43	0	317	0.00	317
44	2	326	0.61	328
45	2	308	0.65	310
46	0	301	0.00	301
47	2	317	0.63	319
48	2	340	0.58	342
49	1	374	0.27	375
50	0	383	0.00	383
51	1	388	0.26	389
52	0	364	0.00	364
53	1	318	0.31	319
54	1	289	0.34	290
55	2	336	0.59	338
56	0	284	0.00	284
57	0	283	0.00	283
58	1	301	0.33	302
59	0	325	0.00	325
60	3	308	0.96	311
61	0	326	0.00	326
62	1	313	0.32	314
63	2	321	0.62	323
64	2	343	0.58	345
65	0	340	0.00	340
66	1	302	0.33	303
67	2	311	0.64	313
68	0	307	0.00	307
69	1	273	0.36	274
70	0	258	0.00	258
71	1	305	0.33	306
72	2	301	0.66	303
73	0	285	0.00	285
