CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	206	2173	8.66	2379
2	0	19	0.00	19
3	1	14	6.67	15
4	8	190	4.04	198
5	9	196	4.39	205
6	12	276	4.17	288
7	9	230	3.77	239
8	19	274	6.48	293
9	8	216	3.57	224
10	7	241	2.82	248
11	8	263	2.95	271
12	13	279	4.45	292
13	13	308	4.05	321
14	11	248	4.25	259
15	12	234	4.88	246
16	19	279	6.38	298
17	11	200	5.21	211
18	8	264	2.94	272
19	12	292	3.95	304
20	12	223	5.11	235
21	15	221	6.36	236
22	13	275	4.51	288
23	9	240	3.61	249
24	19	236	7.45	255
25	14	283	4.71	297
26	10	290	3.33	300
27	18	282	6.00	300
28	27	262	9.34	289
29	5	275	1.79	280
30	13	280	4.44	293
31	7	270	2.53	277
32	13	290	4.29	303
33	8	265	2.93	273
34	8	273	2.85	281
35	13	260	4.76	273
36	8	215	3.59	223
37	17	270	5.92	287
38	6	241	2.43	247
39	14	236	5.60	250
40	9	259	3.36	268
41	8	233	3.32	241
42	13	266	4.66	279
43	15	241	5.86	256
44	15	251	5.64	266
45	10	298	3.25	308
46	17	245	6.49	262
47	15	269	5.28	284
48	10	267	3.61	277
49	8	238	3.25	246
50	15	235	6.00	250
51	11	217	4.82	228
52	14	237	5.58	251
53	9	247	3.52	256
54	12	232	4.92	244
55	15	303	4.72	318
56	13	232	5.31	245
57	12	217	5.24	229
58	14	257	5.17	271
59	9	255	3.41	264
60	12	232	4.92	244
61	12	223	5.11	235
62	8	213	3.62	221
63	12	225	5.06	237
64	16	253	5.95	269
65	8	266	2.92	274
66	13	248	4.98	261
67	12	249	4.60	261
68	9	194	4.43	203
69	4	202	1.94	206
70	13	191	6.37	204
71	16	267	5.65	283
72	11	222	4.72	233
73	8	240	3.23	248
74	4	195	2.01	199
75	7	184	3.66	191
76	12	176	6.38	188
77	4	208	1.89	212
78	9	207	4.17	216
79	7	221	3.07	228
80	6	175	3.31	181
81	7	175	3.85	182
82	7	164	4.09	171
83	6	156	3.70	162
84	11	174	5.95	185
85	9	195	4.41	204
86	15	156	8.77	171
87	3	156	1.89	159
88	8	110	6.78	118
89	5	146	3.31	151
90	6	110	5.17	116
91	6	146	3.95	152
92	6	126	4.55	132
93	3	111	2.63	114
94	4	121	3.20	125
95	7	109	6.03	116
96	8	96	7.69	104
97	5	114	4.20	119
98	4	100	3.85	104
99	0	41	0.00	41
100	0	11	0.00	11
101	0	4	0.00	4
102	1	4	20.00	5
103	0	6	0.00	6
104	0	4	0.00	4
105	0	5	0.00	5
106	1	2	33.33	3
107	2	6	25.00	8
108	0	3	0.00	3
109	0	5	0.00	5
110	0	5	0.00	5
111	0	3	0.00	3
112	0	8	0.00	8
113	0	5	0.00	5
114	0	3	0.00	3
115	0	7	0.00	7
116	0	4	0.00	4
117	0	6	0.00	6
118	1	3	25.00	4
119	0	2	0.00	2
120	1	1	50.00	2
121	0	2	0.00	2
122	0	1	0.00	1
123	1	3	25.00	4
124	0	2	0.00	2
125	1	1	50.00	2
126	1	1	50.00	2
127	0	0		0
128	1	2	33.33	3
129	0	1	0.00	1
