CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	184	2190	7.75	2374
2	0	18	0.00	18
3	2	18	10.00	20
4	11	175	5.91	186
5	11	192	5.42	203
6	9	257	3.38	266
7	10	253	3.80	263
8	22	299	6.85	321
9	12	269	4.27	281
10	14	258	5.15	272
11	9	231	3.75	240
12	14	262	5.07	276
13	14	310	4.32	324
14	15	249	5.68	264
15	9	238	3.64	247
16	12	285	4.04	297
17	16	220	6.78	236
18	10	259	3.72	269
19	17	266	6.01	283
20	12	238	4.80	250
21	14	210	6.25	224
22	19	283	6.29	302
23	13	268	4.63	281
24	14	239	5.53	253
25	17	299	5.38	316
26	16	307	4.95	323
27	8	259	3.00	267
28	21	251	7.72	272
29	15	284	5.02	299
30	7	258	2.64	265
31	10	269	3.58	279
32	11	277	3.82	288
33	7	206	3.29	213
34	17	249	6.39	266
35	7	253	2.69	260
36	12	222	5.13	234
37	18	244	6.87	262
38	8	231	3.35	239
39	14	219	6.01	233
40	13	244	5.06	257
41	13	261	4.74	274
42	17	268	5.96	285
43	20	284	6.58	304
44	10	241	3.98	251
45	14	271	4.91	285
46	16	236	6.35	252
47	6	243	2.41	249
48	17	268	5.96	285
49	18	236	7.09	254
50	11	247	4.26	258
51	17	255	6.25	272
52	9	209	4.13	218
53	8	219	3.52	227
54	17	279	5.74	296
55	15	257	5.51	272
56	9	236	3.67	245
57	8	247	3.14	255
58	13	232	5.31	245
59	13	260	4.76	273
60	10	231	4.15	241
61	8	228	3.39	236
62	9	228	3.80	237
63	14	225	5.86	239
64	10	237	4.05	247
65	12	243	4.71	255
66	18	238	7.03	256
67	12	210	5.41	222
68	6	217	2.69	223
69	10	188	5.05	198
70	8	216	3.57	224
71	11	256	4.12	267
72	8	220	3.51	228
73	14	211	6.22	225
74	14	214	6.14	228
75	10	188	5.05	198
76	8	180	4.26	188
77	9	195	4.41	204
78	8	193	3.98	201
79	6	207	2.82	213
80	5	192	2.54	197
81	6	164	3.53	170
82	3	200	1.48	203
83	5	130	3.70	135
84	8	173	4.42	181
85	3	190	1.55	193
86	11	145	7.05	156
87	2	178	1.11	180
88	2	125	1.57	127
89	10	160	5.88	170
90	8	116	6.45	124
