CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	203	2161	8.59	2364
2	1	11	8.33	12
3	3	18	14.29	21
4	7	153	4.38	160
5	9	197	4.37	206
6	5	253	1.94	258
7	9	194	4.43	203
8	10	308	3.14	318
9	7	238	2.86	245
10	19	255	6.93	274
11	8	244	3.17	252
12	12	276	4.17	288
13	11	298	3.56	309
14	14	258	5.15	272
15	6	236	2.48	242
16	17	273	5.86	290
17	14	235	5.62	249
18	7	224	3.03	231
19	16	316	4.82	332
20	10	195	4.88	205
21	10	236	4.07	246
22	10	290	3.33	300
23	16	253	5.95	269
24	8	236	3.28	244
25	10	285	3.39	295
26	10	275	3.51	285
27	6	252	2.33	258
28	23	245	8.58	268
29	7	273	2.50	280
30	19	242	7.28	261
31	20	239	7.72	259
32	16	269	5.61	285
33	14	214	6.14	228
34	13	254	4.87	267
35	16	281	5.39	297
36	12	220	5.17	232
37	15	287	4.97	302
38	19	242	7.28	261
39	7	236	2.88	243
40	13	252	4.91	265
41	8	218	3.54	226
42	13	261	4.74	274
43	10	248	3.88	258
44	14	247	5.36	261
45	13	273	4.55	286
46	18	252	6.67	270
47	16	276	5.48	292
48	14	271	4.91	285
49	16	232	6.45	248
50	11	211	4.95	222
51	16	244	6.15	260
52	6	250	2.34	256
53	13	240	5.14	253
54	10	250	3.85	260
55	10	269	3.58	279
56	16	225	6.64	241
57	12	228	5.00	240
58	10	242	3.97	252
59	9	256	3.40	265
60	17	204	7.69	221
61	14	281	4.75	295
62	15	223	6.30	238
63	18	207	8.00	225
64	10	238	4.03	248
65	9	256	3.40	265
66	14	258	5.15	272
67	20	225	8.16	245
68	13	216	5.68	229
69	10	190	5.00	200
70	11	221	4.74	232
71	12	260	4.41	272
72	9	224	3.86	233
73	14	238	5.56	252
74	10	183	5.18	193
75	13	177	6.84	190
76	9	196	4.39	205
77	13	202	6.05	215
78	5	207	2.36	212
79	15	204	6.85	219
80	8	165	4.62	173
81	5	165	2.94	170
82	8	190	4.04	198
83	3	129	2.27	132
84	6	170	3.41	176
85	9	181	4.74	190
86	14	169	7.65	183
87	5	149	3.25	154
88	5	118	4.07	123
89	9	158	5.39	167
90	7	99	6.60	106
91	8	143	5.30	151
92	4	145	2.68	149
93	4	117	3.31	121
94	3	136	2.16	139
95	7	85	7.61	92
96	6	109	5.22	115
97	3	129	2.27	132
98	7	107	6.14	114
99	2	49	3.92	51
100	1	6	14.29	7
101	2	3	40.00	5
102	0	1	0.00	1
103	0	5	0.00	5
104	0	5	0.00	5
105	0	5	0.00	5
106	1	5	16.67	6
107	0	5	0.00	5
108	1	7	12.50	8
109	1	4	20.00	5
110	0	4	0.00	4
111	0	2	0.00	2
112	0	5	0.00	5
113	1	2	33.33	3
114	0	4	0.00	4
115	1	4	20.00	5
116	0	2	0.00	2
117	0	2	0.00	2
118	0	1	0.00	1
119	0	2	0.00	2
120	0	2	0.00	2
121	1	4	20.00	5
122	0	1	0.00	1
123	0	2	0.00	2
124	0	1	0.00	1
125	0	2	0.00	2
126	0	5	0.00	5
127	0	0		0
128	0	2	0.00	2
129	0	1	0.00	1
130	0	0		0
131	1	2	33.33	3
132	0	2	0.00	2
133	0	0		0
134	0	1	0.00	1
135	0	1	0.00	1
136	0	1	0.00	1
137	0	1	0.00	1
138	0	1	0.00	1
139	0	2	0.00	2
140	0	0		0
141	1	0	100.00	1
142	0	0		0
143	0	1	0.00	1
144	0	0		0
145	0	1	0.00	1
146	0	0		0
147	0	1	0.00	1
148	0	1	0.00	1
149	0	1	0.00	1

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1	9	10.00	10
2	0	19	0.00	19
3	0	13	0.00	13
4	0	143	0.00	143
5	0	208	0.00	208
6	0	227	0.00	227
7	2	248	0.80	250
8	1	236	0.42	237
9	0	250	0.00	250
10	0	218	0.00	218
11	2	246	0.81	248
12	0	207	0.00	207
13	0	204	0.00	204
14	0	182	0.00	182
15	5	250	1.96	255
16	0	207	0.00	207
17	3	248	1.20	251
18	1	254	0.39	255
19	0	206	0.00	206
20	1	169	0.59	170
21	4	208	1.89	212
22	2	220	0.90	222
23	1	198	0.50	199
24	1	201	0.50	202
25	0	226	0.00	226
26	2	226	0.88	228
27	0	230	0.00	230
28	1	225	0.44	226
29	0	183	0.00	183
30	0	173	0.00	173
31	1	246	0.40	247
32	1	179	0.56	180
33	1	233	0.43	234
34	0	238	0.00	238
35	0	210	0.00	210
36	0	215	0.00	215
37	1	220	0.45	221
38	1	170	0.58	171
39	2	234	0.85	236
40	0	187	0.00	187
41	4	287	1.37	291
42	1	241	0.41	242
43	1	207	0.48	208
44	0	256	0.00	256
45	0	216	0.00	216
46	0	190	0.00	190
47	1	206	0.48	207
48	0	223	0.00	223
49	0	198	0.00	198
50	2	219	0.90	221
51	1	212	0.47	213
52	0	222	0.00	222
53	0	203	0.00	203
54	0	215	0.00	215
55	0	153	0.00	153
56	0	225	0.00	225
57	0	208	0.00	208
58	0	216	0.00	216
59	0	154	0.00	154
60	1	170	0.58	171
61	0	172	0.00	172
62	0	160	0.00	160
63	1	174	0.57	175
64	1	187	0.53	188
65	1	203	0.49	204
66	1	167	0.60	168
67	1	176	0.56	177
68	0	162	0.00	162
69	0	203	0.00	203
70	3	209	1.42	212
71	1	176	0.56	177
72	1	139	0.71	140
73	1	162	0.61	163
74	1	163	0.61	164
75	0	152	0.00	152
76	0	194	0.00	194
77	0	165	0.00	165
78	1	137	0.72	138
79	0	147	0.00	147
80	1	142	0.70	143
81	0	189	0.00	189
82	0	108	0.00	108
83	0	144	0.00	144
84	0	121	0.00	121
85	0	114	0.00	114
86	0	173	0.00	173
87	1	108	0.92	109
88	0	135	0.00	135
89	0	116	0.00	116
90	0	95	0.00	95
91	0	167	0.00	167
92	0	85	0.00	85
93	0	83	0.00	83
94	0	83	0.00	83
95	0	87	0.00	87
96	0	112	0.00	112
97	0	112	0.00	112
98	0	79	0.00	79
99	0	50	0.00	50
100	0	7	0.00	7
101	0	7	0.00	7
102	0	6	0.00	6
103	0	6	0.00	6
104	0	7	0.00	7
105	0	7	0.00	7
106	0	4	0.00	4
107	0	6	0.00	6
108	0	3	0.00	3
109	0	2	0.00	2
110	0	1	0.00	1
111	0	3	0.00	3
112	0	3	0.00	3
113	0	0		0
114	0	3	0.00	3
115	0	1	0.00	1
116	0	2	0.00	2
117	0	0		0
118	0	1	0.00	1
119	0	0		0
120	0	2	0.00	2
121	0	2	0.00	2
122	0	0		0
123	0	4	0.00	4
124	0	0		0
125	0	2	0.00	2
126	0	0		0
127	0	2	0.00	2
128	0	0		0
129	0	1	0.00	1
130	0	3	0.00	3
131	0	2	0.00	2
132	0	1	0.00	1
133	0	0		0
134	0	2	0.00	2
135	0	1	0.00	1
136	0	0		0
137	0	0		0
138	0	1	0.00	1
139	0	0		0
140	0	1	0.00	1
141	0	0		0
142	0	1	0.00	1
143	0	1	0.00	1
144	0	2	0.00	2
145	0	0		0
146	0	0		0
147	0	1	0.00	1
148	0	1	0.00	1
149	0	0		0

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	34	0.00	34
2	0	40	0.00	40
3	0	18	0.00	18
4	1	351	0.28	352
5	0	417	0.00	417
6	4	450	0.88	454
7	5	398	1.24	403
8	0	347	0.00	347
9	0	323	0.00	323
10	1	323	0.31	324
11	0	323	0.00	323
12	2	333	0.60	335
13	1	402	0.25	403
14	2	393	0.51	395
15	1	382	0.26	383
16	1	393	0.25	394
17	0	342	0.00	342
18	0	324	0.00	324
19	2	344	0.58	346
20	0	356	0.00	356
21	1	344	0.29	345
22	0	344	0.00	344
23	1	375	0.27	376
24	0	339	0.00	339
25	1	397	0.25	398
26	4	367	1.08	371
27	2	415	0.48	417
28	1	353	0.28	354
29	1	330	0.30	331
30	0	378	0.00	378
31	1	371	0.27	372
32	1	361	0.28	362
33	0	314	0.00	314
34	1	335	0.30	336
35	1	332	0.30	333
36	1	364	0.27	365
37	2	313	0.63	315
38	1	326	0.31	327
39	1	326	0.31	327
40	0	343	0.00	343
41	3	330	0.90	333
42	0	368	0.00	368
43	0	342	0.00	342
44	2	322	0.62	324
45	1	292	0.34	293
46	1	332	0.30	333
47	2	322	0.62	324
48	1	328	0.30	329
49	0	368	0.00	368
50	0	379	0.00	379
51	2	396	0.50	398
52	1	352	0.28	353
53	1	348	0.29	349
54	0	302	0.00	302
55	0	383	0.00	383
56	2	302	0.66	304
57	2	270	0.74	272
58	0	259	0.00	259
59	0	329	0.00	329
60	0	306	0.00	306
61	1	304	0.33	305
62	0	337	0.00	337
63	0	327	0.00	327
64	0	373	0.00	373
65	2	290	0.68	292
66	1	286	0.35	287
67	1	311	0.32	312
68	1	330	0.30	331
69	1	287	0.35	288
70	4	278	1.42	282
71	0	285	0.00	285
72	2	259	0.77	261
73	3	289	1.03	292
74	0	258	0.00	258
75	1	322	0.31	323
76	0	298	0.00	298
77	1	279	0.36	280
78	0	247	0.00	247
79	1	263	0.38	264
80	3	282	1.05	285
81	2	224	0.88	226
82	0	263	0.00	263
83	0	215	0.00	215
84	2	240	0.83	242
85	1	232	0.43	233
86	1	256	0.39	257
87	0	230	0.00	230
88	0	233	0.00	233
89	2	221	0.90	223
90	0	187	0.00	187
91	1	176	0.56	177
92	1	184	0.54	185
93	1	153	0.65	154
94	0	151	0.00	151
95	0	188	0.00	188
96	0	152	0.00	152
97	0	156	0.00	156
98	1	158	0.63	159
99	0	61	0.00	61
100	0	13	0.00	13
101	0	9	0.00	9
102	0	7	0.00	7
103	0	3	0.00	3
104	0	7	0.00	7
105	0	6	0.00	6
106	0	8	0.00	8
107	0	3	0.00	3
108	0	1	0.00	1
109	0	2	0.00	2
110	0	8	0.00	8
111	0	6	0.00	6
112	0	2	0.00	2
113	0	3	0.00	3
114	0	5	0.00	5
115	0	2	0.00	2
116	0	2	0.00	2
117	0	2	0.00	2
118	0	6	0.00	6
119	0	3	0.00	3
120	0	3	0.00	3
121	0	3	0.00	3
122	0	4	0.00	4
123	0	5	0.00	5
124	0	3	0.00	3
125	0	2	0.00	2
126	0	1	0.00	1
127	0	3	0.00	3
128	0	2	0.00	2
129	0	4	0.00	4
130	0	2	0.00	2
131	0	2	0.00	2
132	0	1	0.00	1
133	0	1	0.00	1
134	0	2	0.00	2
135	0	0		0
136	0	1	0.00	1
137	0	0		0
138	0	0		0
139	0	0		0
140	0	0		0
141	0	1	0.00	1
142	0	1	0.00	1
143	0	2	0.00	2
144	0	0		0
145	0	0		0
146	0	1	0.00	1
147	0	0		0
148	0	0		0
149	0	0		0

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	33	0.00	33
2	0	20	0.00	20
3	4	89	4.30	93
4	4	72	5.26	76
5	5	102	4.67	107
6	3	80	3.61	83
7	5	123	3.91	128
8	1	69	1.43	70
9	3	84	3.45	87
10	1	91	1.09	92
11	7	78	8.24	85
12	5	63	7.35	68
13	9	85	9.57	94
14	5	44	10.20	49
15	3	60	4.76	63
16	0	55	0.00	55
17	1	37	2.63	38
18	2	50	3.85	52
19	2	37	5.13	39
20	2	48	4.00	50
21	2	32	5.88	34
22	2	43	4.44	45
23	2	33	5.71	35
24	2	56	3.45	58
25	0	34	0.00	34
26	1	30	3.23	31
27	0	30	0.00	30
28	0	13	0.00	13
29	1	47	2.08	48
30	2	23	8.00	25
31	1	31	3.12	32
32	1	19	5.00	20
33	0	18	0.00	18
34	0	21	0.00	21
35	0	11	0.00	11
36	1	7	12.50	8
37	0	24	0.00	24
38	2	21	8.70	23
39	0	14	0.00	14
40	1	10	9.09	11
41	0	5	0.00	5
42	0	12	0.00	12
43	1	10	9.09	11
44	0	14	0.00	14
45	0	4	0.00	4
46	3	17	15.00	20
47	0	5	0.00	5
48	1	7	12.50	8
49	0	3	0.00	3
50	1	3	25.00	4
51	0	2	0.00	2
52	2	9	18.18	11
53	0	1	0.00	1
54	0	9	0.00	9
55	1	2	33.33	3
56	0	2	0.00	2
57	0	2	0.00	2
58	0	8	0.00	8
59	0	4	0.00	4
60	0	2	0.00	2
61	0	3	0.00	3
62	0	1	0.00	1
63	0	0		0
64	0	1	0.00	1
65	0	0		0
66	0	1	0.00	1
67	0	2	0.00	2
68	0	1	0.00	1
69	0	0		0
70	0	0		0
71	0	0		0
72	1	1	50.00	2
73	0	1	0.00	1
74	0	1	0.00	1
75	0	0		0
76	0	0		0
77	0	0		0
78	0	0		0
79	1	1	50.00	2
80	0	0		0
81	0	1	0.00	1
82	1	1	50.00	2
83	0	1	0.00	1
84	0	0		0
85	0	1	0.00	1
86	0	0		0
87	0	1	0.00	1
88	0	0		0
89	0	0		0
90	0	1	0.00	1
91	0	1	0.00	1
92	0	0		0
93	0	0		0
94	0	0		0
95	0	0		0
96	0	0		0
97	0	1	0.00	1
98	0	1	0.00	1

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	14	2132	0.65	2146
2	0	33	0.00	33
3	0	7	0.00	7
4	0	41	0.00	41
5	0	64	0.00	64
6	0	78	0.00	78
7	0	80	0.00	80
8	1	103	0.96	104
9	0	74	0.00	74
10	0	59	0.00	59
11	0	72	0.00	72
12	0	37	0.00	37
13	0	41	0.00	41
14	0	52	0.00	52
15	0	40	0.00	40
16	0	48	0.00	48
17	0	72	0.00	72
18	0	50	0.00	50
19	0	43	0.00	43
20	0	45	0.00	45
21	2	38	5.00	40
22	0	40	0.00	40
23	0	25	0.00	25
24	0	14	0.00	14
25	0	36	0.00	36
26	0	20	0.00	20
27	0	17	0.00	17
28	0	17	0.00	17
29	0	17	0.00	17
30	0	29	0.00	29
31	0	29	0.00	29
32	0	19	0.00	19
33	0	20	0.00	20
34	0	25	0.00	25
35	0	21	0.00	21
36	0	16	0.00	16
37	0	7	0.00	7
38	0	11	0.00	11
39	0	10	0.00	10
40	0	16	0.00	16
41	0	13	0.00	13
42	0	6	0.00	6
43	0	8	0.00	8
44	0	3	0.00	3
45	0	8	0.00	8
46	0	4	0.00	4
47	0	14	0.00	14
48	0	8	0.00	8
49	0	12	0.00	12
50	0	10	0.00	10
51	0	1	0.00	1
52	0	6	0.00	6
53	0	4	0.00	4
54	0	0		0
55	0	7	0.00	7
56	0	2	0.00	2
57	0	1	0.00	1
58	0	0		0
59	0	0		0
60	0	4	0.00	4
61	0	1	0.00	1
62	0	3	0.00	3
63	0	2	0.00	2
64	0	0		0
65	0	2	0.00	2
66	0	0		0
67	0	1	0.00	1
68	0	2	0.00	2
69	0	0		0
70	0	0		0
71	0	0		0
72	0	0		0
73	0	0		0
74	0	2	0.00	2
75	0	0		0
76	0	1	0.00	1
77	0	0		0
78	0	0		0
79	0	0		0
80	0	1	0.00	1
81	0	0		0
82	0	0		0
83	0	1	0.00	1
84	0	0		0
85	0	0		0
86	0	1	0.00	1
87	0	1	0.00	1
88	0	0		0
89	0	0		0
90	0	0		0
91	0	0		0
92	0	0		0
93	0	1	0.00	1
94	0	0		0
95	0	1	0.00	1
96	0	0		0
97	0	0		0
98	0	0		0

CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	9	0.00	9
2	8	921	0.86	929
3	2	237	0.84	239
4	0	189	0.00	189
5	0	142	0.00	142
6	0	95	0.00	95
7	0	103	0.00	103
8	0	142	0.00	142
9	1	124	0.80	125
10	0	122	0.00	122
11	1	81	1.22	82
12	1	77	1.28	78
13	1	66	1.49	67
14	0	81	0.00	81
15	0	86	0.00	86
16	0	70	0.00	70
17	1	63	1.56	64
18	1	84	1.18	85
19	0	66	0.00	66
20	0	64	0.00	64
21	1	52	1.89	53
22	0	39	0.00	39
23	0	39	0.00	39
24	1	43	2.27	44
25	0	42	0.00	42
26	0	36	0.00	36
27	0	33	0.00	33
28	0	26	0.00	26
29	0	30	0.00	30
30	0	18	0.00	18
31	0	23	0.00	23
32	0	22	0.00	22
33	0	22	0.00	22
34	0	22	0.00	22
35	0	26	0.00	26
36	0	25	0.00	25
37	0	16	0.00	16
38	0	13	0.00	13
39	0	6	0.00	6
40	0	15	0.00	15
41	0	14	0.00	14
42	0	14	0.00	14
43	0	18	0.00	18
44	0	23	0.00	23
45	0	13	0.00	13
46	0	14	0.00	14
47	0	10	0.00	10
48	0	9	0.00	9
49	0	6	0.00	6
50	0	6	0.00	6
51	0	19	0.00	19
52	0	12	0.00	12
53	0	11	0.00	11
54	0	5	0.00	5
55	0	11	0.00	11
56	0	10	0.00	10
57	0	4	0.00	4
58	0	2	0.00	2
59	0	2	0.00	2
60	0	0		0
61	0	1	0.00	1
62	0	2	0.00	2
63	0	2	0.00	2
64	0	1	0.00	1
65	0	0		0
66	0	2	0.00	2
67	0	0		0
68	0	2	0.00	2
69	0	2	0.00	2
70	0	1	0.00	1
71	0	1	0.00	1
72	0	0		0
73	0	0		0
74	0	1	0.00	1
75	0	0		0
76	0	0		0
77	0	0		0
78	0	0		0
79	0	0		0
80	0	0		0
81	0	0		0
82	0	0		0
83	0	0		0
84	0	2	0.00	2
85	0	1	0.00	1
86	0	0		0
87	0	1	0.00	1
88	0	1	0.00	1
89	0	0		0
90	0	0		0
91	0	0		0
92	0	0		0
93	0	0		0
94	0	0		0
95	0	0		0
96	0	0		0
97	0	0		0
98	0	0		0

