CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	194	2167	8.22	2361
2	0	22	0.00	22
3	0	12	0.00	12
4	13	184	6.60	197
5	12	209	5.43	221
6	10	244	3.94	254
7	10	225	4.26	235
8	12	286	4.03	298
9	10	255	3.77	265
10	9	217	3.98	226
11	13	274	4.53	287
12	13	264	4.69	277
13	7	287	2.38	294
14	10	258	3.73	268
15	11	243	4.33	254
16	14	309	4.33	323
17	10	236	4.07	246
18	10	238	4.03	248
19	17	292	5.50	309
20	8	234	3.31	242
21	13	234	5.26	247
22	10	302	3.21	312
23	20	282	6.62	302
24	17	248	6.42	265
25	13	287	4.33	300
26	14	273	4.88	287
27	7	271	2.52	278
28	22	243	8.30	265
29	10	263	3.66	273
30	6	240	2.44	246
31	9	265	3.28	274
32	10	273	3.53	283
33	9	225	3.85	234
34	15	272	5.23	287
35	14	264	5.04	278
36	9	235	3.69	244
37	11	250	4.21	261
38	15	230	6.12	245
39	8	249	3.11	257
40	8	251	3.09	259
41	12	261	4.40	273
42	15	279	5.10	294
43	9	260	3.35	269
44	9	269	3.24	278
45	17	256	6.23	273
46	22	244	8.27	266
47	21	262	7.42	283
48	13	240	5.14	253
49	15	277	5.14	292
50	11	247	4.26	258
51	13	238	5.18	251
52	10	225	4.26	235
53	17	266	6.01	283
54	12	221	5.15	233
55	17	303	5.31	320
56	17	220	7.17	237
57	18	230	7.26	248
58	12	240	4.76	252
59	15	263	5.40	278
60	10	235	4.08	245
61	7	216	3.14	223
62	12	231	4.94	243
63	13	208	5.88	221
64	13	265	4.68	278
65	9	262	3.32	271
66	9	268	3.25	277
67	14	258	5.15	272
68	9	185	4.64	194
69	8	200	3.85	208
70	9	221	3.91	230
71	11	240	4.38	251
72	8	234	3.31	242
73	9	253	3.44	262
74	11	187	5.56	198
75	12	175	6.42	187
76	14	219	6.01	233
77	7	202	3.35	209
78	9	200	4.31	209
79	10	232	4.13	242
80	7	171	3.93	178
81	5	142	3.40	147
82	5	190	2.56	195
83	6	150	3.85	156
84	10	177	5.35	187
85	3	169	1.74	172
86	12	169	6.63	181
87	6	157	3.68	163
88	2	111	1.77	113
89	12	146	7.59	158
90	7	98	6.67	105
91	4	148	2.63	152
92	4	141	2.76	145
93	6	146	3.95	152
94	3	141	2.08	144
95	8	106	7.02	114
96	5	112	4.27	117
97	3	130	2.26	133
98	3	80	3.61	83
99	1	45	2.17	46
100	0	9	0.00	9
101	0	3	0.00	3
102	0	4	0.00	4
103	0	7	0.00	7
104	0	4	0.00	4
105	0	4	0.00	4
106	1	7	12.50	8
107	1	4	20.00	5
108	0	6	0.00	6
109	0	4	0.00	4
110	0	3	0.00	3
111	0	3	0.00	3
112	0	2	0.00	2
113	0	2	0.00	2
114	0	2	0.00	2
115	2	6	25.00	8
116	0	1	0.00	1
117	0	5	0.00	5
118	0	3	0.00	3
119	0	2	0.00	2
120	0	1	0.00	1
121	0	3	0.00	3
122	0	4	0.00	4
123	0	1	0.00	1
124	0	1	0.00	1
125	0	0		0
126	0	1	0.00	1
127	0	2	0.00	2
128	1	3	25.00	4
129	0	0		0
130	1	3	25.00	4
131	0	2	0.00	2
132	0	0		0
133	0	1	0.00	1
134	0	1	0.00	1
135	0	1	0.00	1
136	0	1	0.00	1
137	0	2	0.00	2
138	0	1	0.00	1
139	0	2	0.00	2
140	0	0		0
141	0	4	0.00	4
142	0	0		0
143	0	2	0.00	2
144	0	0		0
145	0	1	0.00	1
146	0	1	0.00	1
147	0	0		0
148	0	0		0
149	0	1	0.00	1

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	17	0.00	17
2	0	20	0.00	20
3	0	19	0.00	19
4	2	145	1.36	147
5	0	210	0.00	210
6	3	251	1.18	254
7	0	265	0.00	265
8	0	202	0.00	202
9	1	219	0.45	220
10	0	188	0.00	188
11	2	259	0.77	261
12	1	203	0.49	204
13	0	202	0.00	202
14	0	203	0.00	203
15	0	239	0.00	239
16	0	217	0.00	217
17	0	244	0.00	244
18	0	256	0.00	256
19	2	205	0.97	207
20	1	172	0.58	173
21	1	236	0.42	237
22	0	241	0.00	241
23	0	215	0.00	215
24	1	181	0.55	182
25	0	215	0.00	215
26	0	191	0.00	191
27	0	224	0.00	224
28	1	235	0.42	236
29	0	186	0.00	186
30	0	183	0.00	183
31	0	234	0.00	234
32	0	186	0.00	186
33	0	243	0.00	243
34	4	235	1.67	239
35	2	196	1.01	198
36	0	200	0.00	200
37	1	192	0.52	193
38	0	226	0.00	226
39	2	212	0.93	214
40	4	209	1.88	213
41	1	280	0.36	281
42	0	212	0.00	212
43	0	219	0.00	219
44	0	218	0.00	218
45	0	206	0.00	206
46	0	229	0.00	229
47	2	183	1.08	185
48	1	264	0.38	265
49	0	227	0.00	227
50	0	196	0.00	196
51	0	193	0.00	193
