CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	226	2129	9.60	2355
2	0	18	0.00	18
3	4	23	14.81	27
4	12	169	6.63	181
5	11	203	5.14	214
6	14	285	4.68	299
7	9	209	4.13	218
8	11	291	3.64	302
9	11	241	4.37	252
10	14	251	5.28	265
11	6	245	2.39	251
12	12	256	4.48	268
13	20	259	7.17	279
14	14	235	5.62	249
15	7	260	2.62	267
16	13	282	4.41	295
17	8	257	3.02	265
18	9	240	3.61	249
19	7	311	2.20	318
20	10	241	3.98	251
21	16	233	6.43	249
22	10	286	3.38	296
23	12	251	4.56	263
24	22	250	8.09	272
25	14	278	4.79	292
26	10	304	3.18	314
27	15	248	5.70	263
28	22	265	7.67	287
29	8	302	2.58	310
30	19	247	7.14	266
31	19	262	6.76	281
32	6	283	2.08	289
33	16	220	6.78	236
34	14	281	4.75	295
35	14	267	4.98	281
36	11	242	4.35	253
37	21	261	7.45	282
38	10	243	3.95	253
39	16	225	6.64	241
40	17	253	6.30	270
41	14	234	5.65	248
42	10	284	3.40	294
43	17	252	6.32	269
44	18	258	6.52	276
45	10	251	3.83	261
46	22	233	8.63	255
47	9	244	3.56	253
48	16	265	5.69	281
49	13	230	5.35	243
50	9	234	3.70	243
51	12	234	4.88	246
52	15	246	5.75	261
53	10	237	4.05	247
54	11	227	4.62	238
55	10	259	3.72	269
56	13	228	5.39	241
57	6	234	2.50	240
58	9	257	3.38	266
59	14	265	5.02	279
60	15	255	5.56	270
61	11	231	4.55	242
62	16	248	6.06	264
63	12	219	5.19	231
64	16	245	6.13	261
65	15	254	5.58	269
66	12	251	4.56	263
67	11	232	4.53	243
68	8	183	4.19	191
69	12	186	6.06	198
70	17	227	6.97	244
71	11	197	5.29	208
72	14	232	5.69	246
73	8	218	3.54	226
74	9	206	4.19	215
75	9	153	5.56	162
76	14	200	6.54	214
77	11	234	4.49	245
78	11	201	5.19	212
79	10	213	4.48	223
80	15	192	7.25	207
81	4	155	2.52	159
82	7	213	3.18	220
83	6	152	3.80	158
84	4	148	2.63	152
85	7	175	3.85	182
86	10	184	5.15	194
87	9	168	5.08	177
88	7	127	5.22	134
89	14	159	8.09	173
90	6	113	5.04	119
91	9	147	5.77	156
92	6	142	4.05	148
93	9	132	6.38	141
94	6	120	4.76	126
95	7	115	5.74	122
96	6	103	5.50	109
97	7	113	5.83	120
98	7	124	5.34	131
99	1	48	2.04	49
100	2	12	14.29	14
101	0	4	0.00	4
102	0	2	0.00	2
103	0	5	0.00	5
104	0	5	0.00	5
105	0	2	0.00	2
106	0	6	0.00	6
107	0	2	0.00	2
108	1	5	16.67	6
109	0	5	0.00	5
110	0	1	0.00	1
111	0	0		0
112	0	7	0.00	7
113	0	0		0
114	0	2	0.00	2
115	0	4	0.00	4
116	0	2	0.00	2
117	0	2	0.00	2
118	1	3	25.00	4
119	0	0		0
120	0	1	0.00	1
121	0	4	0.00	4
122	0	2	0.00	2
123	0	3	0.00	3
124	0	1	0.00	1
125	0	2	0.00	2
126	1	3	25.00	4
127	0	0		0
128	0	1	0.00	1
129	0	1	0.00	1
130	0	2	0.00	2
131	0	3	0.00	3
132	1	0	100.00	1
133	0	0		0
134	0	0		0
135	0	0		0
136	0	0		0
137	0	1	0.00	1
138	0	0		0
139	0	1	0.00	1
140	0	1	0.00	1
141	0	0		0
142	0	1	0.00	1
143	0	1	0.00	1
144	0	0		0
145	0	0		0
146	0	0		0
147	0	0		0
148	0	0		0
149	0	0		0
150	0	0		0
151	0	0		0
152	0	0		0
153	0	0		0
154	0	0		0
155	0	0		0
156	0	0		0
157	0	0		0
158	0	1	0.00	1
159	0	0		0
160	0	1	0.00	1
161	0	0		0
162	0	0		0
163	0	0		0
164	1	0	100.00	1
165	0	0		0
