CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	195	2186	8.19	2381
2	0	16	0.00	16
3	2	23	8.00	25
4	9	171	5.00	180
5	6	192	3.03	198
6	5	238	2.06	243
7	20	210	8.70	230
8	13	275	4.51	288
9	14	240	5.51	254
10	9	241	3.60	250
11	7	254	2.68	261
12	18	294	5.77	312
13	12	291	3.96	303
14	14	254	5.22	268
15	12	245	4.67	257
16	12	298	3.87	310
17	8	220	3.51	228
18	13	225	5.46	238
19	15	306	4.67	321
20	14	223	5.91	237
21	13	199	6.13	212
22	11	279	3.79	290
23	16	248	6.06	264
24	13	243	5.08	256
25	19	300	5.96	319
26	10	260	3.70	270
27	7	296	2.31	303
28	13	230	5.35	243
29	10	233	4.12	243
30	15	301	4.75	316
31	15	277	5.14	292
32	15	276	5.15	291
33	5	242	2.02	247
34	15	267	5.32	282
35	15	233	6.05	248
36	11	230	4.56	241
37	13	290	4.29	303
38	18	209	7.93	227
39	6	256	2.29	262
40	5	280	1.75	285
41	15	246	5.75	261
42	15	309	4.63	324
43	14	250	5.30	264
44	13	244	5.06	257
45	12	318	3.64	330
46	19	247	7.14	266
47	15	261	5.43	276
48	8	258	3.01	266
49	11	264	4.00	275
50	15	226	6.22	241
51	11	251	4.20	262
52	11	231	4.55	242
53	14	223	5.91	237
54	10	251	3.83	261
55	7	288	2.37	295
56	17	234	6.77	251
57	14	229	5.76	243
58	11	256	4.12	267
59	15	258	5.49	273
60	17	199	7.87	216
61	10	219	4.37	229
62	13	232	5.31	245
63	11	187	5.56	198
64	12	245	4.67	257
65	15	237	5.95	252
66	12	254	4.51	266
67	8	216	3.57	224
68	7	197	3.43	204
69	13	192	6.34	205
70	9	212	4.07	221
71	16	236	6.35	252
72	6	245	2.39	251
73	6	219	2.67	225
74	9	199	4.33	208
75	6	175	3.31	181
76	7	223	3.04	230
77	6	228	2.56	234
78	7	202	3.35	209
79	10	223	4.29	233
80	3	156	1.89	159
81	5	159	3.05	164
82	6	194	3.00	200
83	3	121	2.42	124
84	6	183	3.17	189
85	7	198	3.41	205
86	11	173	5.98	184
87	5	161	3.01	166
88	2	122	1.61	124
89	8	141	5.37	149
90	4	114	3.39	118
91	4	138	2.82	142
92	4	132	2.94	136
93	7	135	4.93	142
94	3	142	2.07	145
95	5	126	3.82	131
96	2	91	2.15	93
97	4	114	3.39	118
98	7	102	6.42	109
99	0	49	0.00	49
100	1	9	10.00	10
101	0	12	0.00	12
102	1	7	12.50	8
103	0	8	0.00	8
104	0	5	0.00	5
105	0	3	0.00	3
106	1	4	20.00	5
107	0	1	0.00	1
108	0	7	0.00	7
109	0	6	0.00	6
110	0	5	0.00	5
111	0	1	0.00	1
112	0	3	0.00	3
113	1	0	100.00	1
114	0	4	0.00	4
115	0	1	0.00	1
116	0	4	0.00	4
117	0	4	0.00	4
118	0	2	0.00	2
119	0	1	0.00	1
120	0	3	0.00	3
121	0	1	0.00	1
122	0	2	0.00	2
123	1	3	25.00	4
124	0	3	0.00	3
125	0	1	0.00	1
126	0	0		0
127	0	0		0
128	0	0		0
129	0	1	0.00	1
130	0	1	0.00	1
131	0	2	0.00	2
132	1	1	50.00	2
133	0	1	0.00	1
134	0	1	0.00	1
135	0	0		0
136	0	1	0.00	1
137	1	0	100.00	1
138	0	1	0.00	1
139	0	0		0
140	1	1	50.00	2
141	0	0		0
142	0	0		0
143	0	0		0
144	1	1	50.00	2
145	0	0		0
146	0	0		0
147	0	0		0
148	0	1	0.00	1
149	0	0		0

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1	13	7.14	14
2	0	26	0.00	26
3	0	8	0.00	8
