CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	185	2198	7.76	2383
2	1	15	6.25	16
3	0	13	0.00	13
4	17	184	8.46	201
5	17	194	8.06	211
6	7	294	2.33	301
7	14	222	5.93	236
8	9	275	3.17	284
9	15	242	5.84	257
10	20	238	7.75	258
11	11	236	4.45	247
12	19	291	6.13	310
13	8	289	2.69	297
14	10	230	4.17	240
15	9	279	3.12	288
16	17	294	5.47	311
17	11	218	4.80	229
18	10	253	3.80	263
19	14	315	4.26	329
20	10	232	4.13	242
21	9	226	3.83	235
22	18	297	5.71	315
23	12	260	4.41	272
24	10	263	3.66	273
25	19	275	6.46	294
26	15	269	5.28	284
27	14	243	5.45	257
28	22	271	7.51	293
29	9	271	3.21	280
30	17	279	5.74	296
31	9	271	3.21	280
32	19	307	5.83	326
33	9	210	4.11	219
34	17	268	5.96	285
35	14	257	5.17	271
36	7	240	2.83	247
37	16	262	5.76	278
38	18	239	7.00	257
39	15	261	5.43	276
40	10	252	3.82	262
41	6	229	2.55	235
42	12	294	3.92	306
43	17	257	6.20	274
44	13	266	4.66	279
45	22	287	7.12	309
46	20	223	8.23	243
47	17	257	6.20	274
48	15	251	5.64	266
49	11	245	4.30	256
50	10	204	4.67	214
51	15	236	5.98	251
52	13	240	5.14	253
53	6	236	2.48	242
54	7	252	2.70	259
55	11	280	3.78	291
56	13	220	5.58	233
57	9	231	3.75	240
58	7	270	2.53	277
59	9	251	3.46	260
60	13	239	5.16	252
61	14	250	5.30	264
62	6	235	2.49	241
63	15	196	7.11	211
64	14	254	5.22	268
65	13	217	5.65	230
66	6	253	2.32	259
67	16	224	6.67	240
68	5	188	2.59	193
69	14	217	6.06	231
70	6	234	2.50	240
71	6	243	2.41	249
72	9	264	3.30	273
73	7	219	3.10	226
74	9	205	4.21	214
75	8	190	4.04	198
76	11	187	5.56	198
77	9	223	3.88	232
78	13	184	6.60	197
79	7	199	3.40	206
80	9	183	4.69	192
81	6	184	3.16	190
82	15	182	7.61	197
83	5	144	3.36	149
84	4	167	2.34	171
85	6	203	2.87	209
86	8	160	4.76	168
87	5	182	2.67	187
88	7	136	4.90	143
89	7	158	4.24	165
90	9	114	7.32	123
91	9	142	5.96	151
92	5	132	3.65	137
93	8	128	5.88	136
94	9	112	7.44	121
95	3	119	2.46	122
96	7	115	5.74	122
97	3	116	2.52	119
98	5	116	4.13	121
99	1	51	1.92	52
100	1	9	10.00	10
101	2	2	50.00	4
102	1	5	16.67	6
103	0	5	0.00	5
104	0	7	0.00	7
105	0	3	0.00	3
106	1	4	20.00	5
107	2	6	25.00	8
108	0	6	0.00	6
109	1	7	12.50	8
110	0	1	0.00	1
111	1	7	12.50	8
112	0	5	0.00	5
113	0	3	0.00	3
114	2	3	40.00	5
115	0	4	0.00	4
116	0	3	0.00	3
117	1	5	16.67	6
