CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	175	2196	7.38	2371
2	0	15	0.00	15
3	0	15	0.00	15
4	14	162	7.95	176
5	9	201	4.29	210
6	14	267	4.98	281
7	9	217	3.98	226
8	13	288	4.32	301
9	10	224	4.27	234
10	13	241	5.12	254
11	8	234	3.31	242
12	17	269	5.94	286
13	16	274	5.52	290
14	10	276	3.50	286
15	13	248	4.98	261
16	8	289	2.69	297
17	9	218	3.96	227
18	13	242	5.10	255
19	15	300	4.76	315
20	10	235	4.08	245
21	14	213	6.17	227
22	10	283	3.41	293
23	13	262	4.73	275
24	16	222	6.72	238
25	16	283	5.35	299
26	15	306	4.67	321
27	14	276	4.83	290
28	24	271	8.14	295
29	13	272	4.56	285
30	11	269	3.93	280
31	19	279	6.38	298
32	10	301	3.22	311
33	9	213	4.05	222
34	16	244	6.15	260
35	10	276	3.50	286
36	11	188	5.53	199
37	9	279	3.12	288
38	13	229	5.37	242
39	16	267	5.65	283
40	14	280	4.76	294
41	12	254	4.51	266
42	14	287	4.65	301
43	15	229	6.15	244
44	11	245	4.30	256
45	14	291	4.59	305
46	22	217	9.21	239
47	21	313	6.29	334
48	6	247	2.37	253
49	24	244	8.96	268
50	12	226	5.04	238
51	14	233	5.67	247
52	10	208	4.59	218
53	13	196	6.22	209
54	16	271	5.57	287
55	12	239	4.78	251
56	9	221	3.91	230
57	12	243	4.71	255
58	13	235	5.24	248
59	14	253	5.24	267
60	8	221	3.49	229
61	21	241	8.02	262
62	9	234	3.70	243
63	5	210	2.33	215
64	14	234	5.65	248
65	10	251	3.83	261
66	20	268	6.94	288
67	10	211	4.52	221
68	7	196	3.45	203
69	14	207	6.33	221
70	12	197	5.74	209
71	8	246	3.15	254
72	10	235	4.08	245
73	10	193	4.93	203
74	7	183	3.68	190
75	8	170	4.49	178
76	11	193	5.39	204
77	8	198	3.88	206
78	10	207	4.61	217
79	6	219	2.67	225
80	8	173	4.42	181
81	11	165	6.25	176
82	9	203	4.25	212
83	12	141	7.84	153
84	6	160	3.61	166
85	9	188	4.57	197
86	11	184	5.64	195
87	8	179	4.28	187
88	3	120	2.44	123
89	9	141	6.00	150
90	3	120	2.44	123
91	2	155	1.27	157
92	5	132	3.65	137
93	10	128	7.25	138
94	8	114	6.56	122
95	3	111	2.63	114
96	8	93	7.92	101
97	1	128	0.78	129
98	5	95	5.00	100
99	0	49	0.00	49
100	1	10	9.09	11
101	1	5	16.67	6
102	0	3	0.00	3
103	0	5	0.00	5
104	0	3	0.00	3
105	1	6	14.29	7
106	0	7	0.00	7
107	4	4	50.00	8
108	1	4	20.00	5
109	1	3	25.00	4
110	0	4	0.00	4
111	1	3	25.00	4
112	0	6	0.00	6
113	3	5	37.50	8
114	0	2	0.00	2
115	1	4	20.00	5
116	0	1	0.00	1
117	2	6	25.00	8
118	0	2	0.00	2
119	1	2	33.33	3
120	0	2	0.00	2
121	0	4	0.00	4
122	0	1	0.00	1
123	0	4	0.00	4
124	0	1	0.00	1
125	1	1	50.00	2
126	0	2	0.00	2
127	0	1	0.00	1
128	1	1	50.00	2
129	0	4	0.00	4
130	0	1	0.00	1
131	0	0		0
132	0	1	0.00	1
133	1	2	33.33	3
134	0	2	0.00	2
135	1	1	50.00	2
136	2	1	66.67	3
137	0	1	0.00	1
138	1	1	50.00	2
139	0	1	0.00	1
140	0	0		0
141	1	2	33.33	3
142	1	1	50.00	2
143	0	0		0
144	1	1	50.00	2
145	0	0		0
146	0	0		0
147	0	1	0.00	1
148	0	0		0
149	0	1	0.00	1

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	11	0.00	11
2	0	23	0.00	23
3	0	19	0.00	19
4	3	142	2.07	145
5	0	194	0.00	194
6	1	227	0.44	228
7	2	257	0.77	259
8	0	212	0.00	212
9	2	242	0.82	244
10	1	205	0.49	206
11	0	233	0.00	233
12	0	206	0.00	206
13	0	197	0.00	197
14	0	204	0.00	204
15	2	247	0.80	249
16	0	209	0.00	209
17	0	225	0.00	225
18	0	257	0.00	257
19	1	193	0.52	194
20	0	174	0.00	174
21	1	218	0.46	219
22	0	249	0.00	249
23	1	218	0.46	219
24	1	173	0.57	174
25	0	265	0.00	265
26	0	195	0.00	195
27	1	248	0.40	249
28	0	239	0.00	239
29	1	169	0.59	170
30	1	180	0.55	181
31	0	239	0.00	239
32	1	198	0.50	199
33	1	226	0.44	227
34	0	214	0.00	214
35	1	232	0.43	233
36	0	249	0.00	249
37	1	199	0.50	200
38	2	204	0.97	206
39	0	230	0.00	230
40	0	201	0.00	201
41	2	250	0.79	252
42	1	196	0.51	197
43	1	217	0.46	218
44	1	283	0.35	284
45	0	191	0.00	191
46	1	241	0.41	242
47	1	192	0.52	193
48	1	202	0.49	203
49	0	204	0.00	204
50	2	211	0.94	213
51	1	226	0.44	227
52	0	190	0.00	190
53	1	225	0.44	226
54	1	211	0.47	212
55	0	165	0.00	165
56	0	221	0.00	221
57	1	190	0.52	191
58	1	210	0.47	211
59	0	155	0.00	155
60	1	134	0.74	135
61	1	215	0.46	216
62	1	164	0.61	165
63	0	190	0.00	190
64	1	203	0.49	204
65	1	186	0.53	187
66	0	174	0.00	174
67	0	161	0.00	161
68	0	194	0.00	194
69	0	210	0.00	210
70	1	190	0.52	191
71	0	189	0.00	189
72	1	155	0.64	156
73	1	167	0.60	168
74	1	150	0.66	151
75	0	159	0.00	159
76	2	167	1.18	169
77	1	182	0.55	183
78	0	169	0.00	169
79	0	156	0.00	156
80	2	129	1.53	131
81	0	186	0.00	186
82	1	116	0.85	117
83	1	139	0.71	140
84	0	123	0.00	123
85	0	129	0.00	129
86	1	168	0.59	169
87	0	120	0.00	120
88	0	140	0.00	140
89	0	115	0.00	115
90	0	107	0.00	107
91	0	136	0.00	136
92	0	96	0.00	96
93	0	79	0.00	79
94	0	107	0.00	107
95	1	80	1.23	81
96	0	102	0.00	102
97	0	104	0.00	104
98	0	90	0.00	90
99	0	51	0.00	51
100	0	7	0.00	7
101	0	2	0.00	2
102	0	7	0.00	7
103	0	8	0.00	8
104	0	6	0.00	6
105	0	3	0.00	3
106	0	2	0.00	2
107	0	0		0
108	0	6	0.00	6
109	0	7	0.00	7
110	0	2	0.00	2
111	0	1	0.00	1
112	0	8	0.00	8
113	0	2	0.00	2
114	0	2	0.00	2
115	0	3	0.00	3
116	0	4	0.00	4
117	0	1	0.00	1
118	0	4	0.00	4
119	0	2	0.00	2
120	0	4	0.00	4
121	0	2	0.00	2
122	0	0		0
123	0	2	0.00	2
124	0	1	0.00	1
125	0	0		0
126	0	1	0.00	1
127	0	0		0
128	0	0		0
129	0	0		0
130	0	0		0
131	0	1	0.00	1
132	0	4	0.00	4
133	0	0		0
134	0	0		0
135	0	0		0
136	0	0		0
137	0	0		0
138	0	0		0
139	0	1	0.00	1
140	0	0		0
141	0	0		0
142	0	0		0
143	0	0		0
144	0	0		0
145	0	0		0
146	0	0		0
147	0	1	0.00	1
148	0	3	0.00	3
149	0	1	0.00	1

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	39	0.00	39
2	0	35	0.00	35
3	0	22	0.00	22
4	0	341	0.00	341
5	4	381	1.04	385
6	5	421	1.17	426
7	3	354	0.84	357
8	0	364	0.00	364
9	3	323	0.92	326
10	4	323	1.22	327
11	3	310	0.96	313
12	0	334	0.00	334
13	4	370	1.07	374
14	5	382	1.29	387
15	0	345	0.00	345
16	2	349	0.57	351
17	1	308	0.32	309
18	2	291	0.68	293
19	0	297	0.00	297
20	1	332	0.30	333
21	2	348	0.57	350
22	0	317	0.00	317
23	0	317	0.00	317
24	1	390	0.26	391
25	4	354	1.12	358
26	0	365	0.00	365
27	2	403	0.49	405
28	0	355	0.00	355
29	1	339	0.29	340
30	2	398	0.50	400
31	0	333	0.00	333
32	1	365	0.27	366
33	1	311	0.32	312
34	2	352	0.56	354
35	0	326	0.00	326
36	2	352	0.56	354
37	1	358	0.28	359
38	2	356	0.56	358
39	2	342	0.58	344
40	0	319	0.00	319
41	0	304	0.00	304
42	1	343	0.29	344
43	0	339	0.00	339
44	0	353	0.00	353
45	0	311	0.00	311
46	1	354	0.28	355
47	1	322	0.31	323
48	0	302	0.00	302
49	1	374	0.27	375
50	1	388	0.26	389
51	0	398	0.00	398
52	1	395	0.25	396
53	0	361	0.00	361
54	1	303	0.33	304
55	0	346	0.00	346
56	2	294	0.68	296
57	1	291	0.34	292
58	0	277	0.00	277
59	0	333	0.00	333
60	2	343	0.58	345
61	1	310	0.32	311
62	3	354	0.84	357
63	0	305	0.00	305
64	0	338	0.00	338
65	0	320	0.00	320
66	1	290	0.34	291
67	0	314	0.00	314
68	0	316	0.00	316
69	0	303	0.00	303
70	1	279	0.36	280
71	0	297	0.00	297
72	0	285	0.00	285
73	1	342	0.29	343
74	2	263	0.75	265
75	0	325	0.00	325
76	1	316	0.32	317
77	0	301	0.00	301
78	2	273	0.73	275
79	0	261	0.00	261
80	3	278	1.07	281
81	0	266	0.00	266
82	1	293	0.34	294
83	3	268	1.11	271
84	1	242	0.41	243
85	0	256	0.00	256
86	0	232	0.00	232
87	0	207	0.00	207
88	0	245	0.00	245
89	0	214	0.00	214
90	5	175	2.78	180
91	0	190	0.00	190
92	1	188	0.53	189
93	1	165	0.60	166
94	0	156	0.00	156
95	0	195	0.00	195
96	1	161	0.62	162
97	2	164	1.20	166
98	1	167	0.60	168
99	2	64	3.03	66
100	0	8	0.00	8
101	0	7	0.00	7
102	0	10	0.00	10
103	1	4	20.00	5
104	0	5	0.00	5
105	0	5	0.00	5
106	0	5	0.00	5
107	0	12	0.00	12
108	0	3	0.00	3
109	0	3	0.00	3
110	0	6	0.00	6
111	0	3	0.00	3
112	0	5	0.00	5
113	0	4	0.00	4
114	0	2	0.00	2
115	0	5	0.00	5
116	0	2	0.00	2
117	0	7	0.00	7
118	0	6	0.00	6
119	0	6	0.00	6
120	0	4	0.00	4
121	0	3	0.00	3
122	0	5	0.00	5
123	0	2	0.00	2
124	0	1	0.00	1
125	0	1	0.00	1
126	0	3	0.00	3
127	0	1	0.00	1
128	0	1	0.00	1
129	0	0		0
130	0	2	0.00	2
131	0	0		0
132	0	2	0.00	2
133	0	1	0.00	1
134	0	0		0
135	0	1	0.00	1
136	0	1	0.00	1
137	0	0		0
138	0	1	0.00	1
139	0	1	0.00	1
140	0	0		0
141	0	0		0
142	0	0		0
143	0	0		0
144	0	1	0.00	1
145	0	3	0.00	3
146	0	4	0.00	4
147	0	2	0.00	2
148	0	1	0.00	1
149	0	0		0

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	24	0.00	24
2	0	14	0.00	14
3	6	77	7.23	83
4	8	83	8.79	91
5	6	103	5.50	109
6	7	80	8.05	87
7	2	106	1.85	108
8	5	97	4.90	102
9	5	63	7.35	68
10	4	88	4.35	92
11	5	72	6.49	77
12	3	81	3.57	84
13	7	96	6.80	103
14	4	46	8.00	50
15	1	59	1.67	60
16	3	52	5.45	55
17	2	29	6.45	31
18	4	64	5.88	68
19	2	26	7.14	28
20	3	36	7.69	39
21	1	37	2.63	38
22	1	26	3.70	27
23	0	40	0.00	40
24	2	59	3.28	61
25	1	36	2.70	37
26	2	24	7.69	26
27	1	31	3.12	32
28	2	15	11.76	17
29	1	30	3.23	31
30	2	17	10.53	19
31	0	26	0.00	26
32	2	23	8.00	25
33	1	7	12.50	8
