CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	184	2187	7.76	2371
2	0	17	0.00	17
3	0	16	0.00	16
4	11	192	5.42	203
5	9	212	4.07	221
6	12	267	4.30	279
7	12	218	5.22	230
8	14	319	4.20	333
9	9	230	3.77	239
10	10	245	3.92	255
11	12	256	4.48	268
12	12	286	4.03	298
13	12	257	4.46	269
14	11	267	3.96	278
15	6	208	2.80	214
16	15	305	4.69	320
17	7	238	2.86	245
18	12	231	4.94	243
19	18	285	5.94	303
20	7	206	3.29	213
21	11	208	5.02	219
22	14	288	4.64	302
23	9	254	3.42	263
24	11	238	4.42	249
25	14	274	4.86	288
26	9	264	3.30	273
27	15	264	5.38	279
28	23	258	8.19	281
29	12	293	3.93	305
30	10	265	3.64	275
31	22	272	7.48	294
32	13	277	4.48	290
33	8	222	3.48	230
34	16	263	5.73	279
35	17	260	6.14	277
36	16	196	7.55	212
37	13	276	4.50	289
38	14	228	5.79	242
39	9	263	3.31	272
40	13	261	4.74	274
41	16	240	6.25	256
42	10	278	3.47	288
43	10	243	3.95	253
44	12	235	4.86	247
45	14	297	4.50	311
46	7	242	2.81	249
47	11	277	3.82	288
48	13	254	4.87	267
49	15	210	6.67	225
50	7	250	2.72	257
51	16	231	6.48	247
52	13	237	5.20	250
53	11	249	4.23	260
54	8	244	3.17	252
55	16	279	5.42	295
56	16	213	6.99	229
57	10	246	3.91	256
58	9	228	3.80	237
59	20	272	6.85	292
60	10	244	3.94	254
61	6	265	2.21	271
62	13	251	4.92	264
63	13	214	5.73	227
64	9	263	3.31	272
65	14	251	5.28	265
66	14	246	5.38	260
67	16	237	6.32	253
68	11	205	5.09	216
69	14	200	6.54	214
70	12	221	5.15	233
71	14	249	5.32	263
72	12	251	4.56	263
73	10	233	4.12	243
74	13	206	5.94	219
75	10	163	5.78	173
76	10	204	4.67	214
77	6	207	2.82	213
78	12	193	5.85	205
79	6	227	2.58	233
80	10	181	5.24	191
81	9	181	4.74	190
82	4	208	1.89	212
83	10	152	6.17	162
84	2	176	1.12	178
85	6	210	2.78	216
86	5	140	3.45	145
87	10	186	5.10	196
88	2	130	1.52	132
89	5	175	2.78	180
90	2	112	1.75	114
91	7	143	4.67	150
92	4	142	2.74	146
93	5	129	3.73	134
94	7	123	5.38	130
95	7	113	5.83	120
96	6	105	5.41	111
97	5	125	3.85	130
98	4	88	4.35	92
99	1	44	2.22	45
100	1	14	6.67	15
101	0	3	0.00	3
102	0	5	0.00	5
103	1	7	12.50	8
104	0	8	0.00	8
105	1	2	33.33	3
106	0	5	0.00	5
107	0	5	0.00	5
108	0	6	0.00	6
109	0	6	0.00	6
110	0	8	0.00	8
111	0	1	0.00	1
112	0	7	0.00	7
113	0	1	0.00	1
114	0	3	0.00	3
115	0	4	0.00	4
116	1	4	20.00	5
117	2	5	28.57	7
118	1	5	16.67	6
119	0	3	0.00	3
120	0	2	0.00	2
121	0	1	0.00	1
122	0	5	0.00	5
123	0	2	0.00	2
124	0	0		0
125	2	3	40.00	5
126	0	0		0
127	0	0		0
128	0	1	0.00	1
129	0	2	0.00	2
130	0	0		0
131	0	3	0.00	3
132	0	1	0.00	1
133	2	1	66.67	3
134	1	0	100.00	1
135	3	0	100.00	3
136	0	1	0.00	1
137	0	3	0.00	3
138	1	2	33.33	3
139	0	0		0
140	0	1	0.00	1
141	1	1	50.00	2
142	0	2	0.00	2
143	0	1	0.00	1
144	0	2	0.00	2
145	0	1	0.00	1
146	0	1	0.00	1
147	0	2	0.00	2
148	0	0		0
149	0	2	0.00	2

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	15	0.00	15
2	0	22	0.00	22
3	0	14	0.00	14
4	1	148	0.67	149
5	0	196	0.00	196
6	3	240	1.23	243
7	1	277	0.36	278
8	1	215	0.46	216
9	3	210	1.41	213
10	0	234	0.00	234
11	1	250	0.40	251
12	0	167	0.00	167
13	2	197	1.01	199
14	0	161	0.00	161
15	0	259	0.00	259
16	1	222	0.45	223
17	2	225	0.88	227
18	0	242	0.00	242
19	0	192	0.00	192
20	0	189	0.00	189
21	0	231	0.00	231
22	0	213	0.00	213
23	0	193	0.00	193
24	1	163	0.61	164
25	0	237	0.00	237
26	0	225	0.00	225
27	0	231	0.00	231
28	0	264	0.00	264
29	0	162	0.00	162
30	1	160	0.62	161
31	2	230	0.86	232
32	0	204	0.00	204
33	0	220	0.00	220
34	1	231	0.43	232
35	0	214	0.00	214
36	2	218	0.91	220
37	1	180	0.55	181
38	0	195	0.00	195
39	0	238	0.00	238
40	1	229	0.43	230
41	2	250	0.79	252
42	0	209	0.00	209
43	0	205	0.00	205
44	0	251	0.00	251
45	0	201	0.00	201
46	1	224	0.44	225
47	0	208	0.00	208
48	0	222	0.00	222
49	1	218	0.46	219
50	1	202	0.49	203
51	2	215	0.92	217
52	0	212	0.00	212
53	0	222	0.00	222
54	1	212	0.47	213
55	1	178	0.56	179
56	0	199	0.00	199
57	0	210	0.00	210
58	1	228	0.44	229
59	0	170	0.00	170
60	0	141	0.00	141
61	1	176	0.56	177
62	0	164	0.00	164
63	1	192	0.52	193
64	1	228	0.44	229
65	0	192	0.00	192
66	0	168	0.00	168
67	0	171	0.00	171
68	0	196	0.00	196
69	1	187	0.53	188
70	1	196	0.51	197
71	1	180	0.55	181
72	0	157	0.00	157
73	1	167	0.60	168
74	0	148	0.00	148
75	0	147	0.00	147
76	0	202	0.00	202
77	0	157	0.00	157
78	0	155	0.00	155
79	0	144	0.00	144
80	0	146	0.00	146
81	0	178	0.00	178
82	0	111	0.00	111
83	0	140	0.00	140
84	0	122	0.00	122
85	0	122	0.00	122
86	1	172	0.58	173
87	0	124	0.00	124
88	0	142	0.00	142
89	0	110	0.00	110
90	1	120	0.83	121
91	0	147	0.00	147
92	0	97	0.00	97
93	0	88	0.00	88
94	0	118	0.00	118
95	0	98	0.00	98
96	0	101	0.00	101
97	1	120	0.83	121
98	0	102	0.00	102
99	0	35	0.00	35
100	0	10	0.00	10
101	0	6	0.00	6
102	0	2	0.00	2
103	0	4	0.00	4
104	0	6	0.00	6
105	0	5	0.00	5
106	0	8	0.00	8
107	0	3	0.00	3
108	0	4	0.00	4
109	0	5	0.00	5
110	0	2	0.00	2
111	0	2	0.00	2
112	0	5	0.00	5
113	0	2	0.00	2
114	0	2	0.00	2
115	0	1	0.00	1
116	0	2	0.00	2
117	0	6	0.00	6
118	0	1	0.00	1
119	0	0		0
120	0	3	0.00	3
121	0	1	0.00	1
122	0	2	0.00	2
123	0	0		0
124	0	2	0.00	2
125	0	0		0
126	0	4	0.00	4
127	0	2	0.00	2
128	0	3	0.00	3
129	0	0		0
130	0	2	0.00	2
131	0	1	0.00	1
132	0	3	0.00	3
133	0	1	0.00	1
134	0	2	0.00	2
135	0	1	0.00	1
136	0	3	0.00	3
137	0	0		0
138	0	0		0
139	0	0		0
140	0	1	0.00	1
141	0	1	0.00	1
142	0	0		0
143	0	2	0.00	2
144	0	0		0
145	0	0		0
146	0	0		0
147	0	5	0.00	5
148	0	3	0.00	3
149	0	0		0

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1	34	2.86	35
2	1	37	2.63	38
3	0	34	0.00	34
4	1	338	0.29	339
5	0	398	0.00	398
6	2	414	0.48	416
7	1	401	0.25	402
8	1	360	0.28	361
9	0	334	0.00	334
10	0	332	0.00	332
11	0	313	0.00	313
12	0	323	0.00	323
13	2	387	0.51	389
14	2	398	0.50	400
15	0	352	0.00	352
16	2	360	0.55	362
17	0	314	0.00	314
18	1	283	0.35	284
19	1	341	0.29	342
20	2	363	0.55	365
21	2	310	0.64	312
22	1	301	0.33	302
23	0	306	0.00	306
24	2	368	0.54	370
25	1	402	0.25	403
26	2	370	0.54	372
27	1	399	0.25	400
28	1	323	0.31	324
29	1	312	0.32	313
30	0	381	0.00	381
31	0	368	0.00	368
32	3	373	0.80	376
33	1	341	0.29	342
34	1	319	0.31	320
35	0	327	0.00	327
36	1	382	0.26	383
37	1	351	0.28	352
38	0	352	0.00	352
39	0	330	0.00	330
40	0	304	0.00	304
41	2	318	0.62	320
42	1	334	0.30	335
43	0	369	0.00	369
44	0	337	0.00	337
45	3	290	1.02	293
46	2	338	0.59	340
47	0	314	0.00	314
48	2	346	0.57	348
49	3	368	0.81	371
50	2	376	0.53	378
51	1	423	0.24	424
52	1	405	0.25	406
53	0	330	0.00	330
54	1	292	0.34	293
55	0	307	0.00	307
56	0	299	0.00	299
57	1	301	0.33	302
58	0	295	0.00	295
59	1	313	0.32	314
60	1	318	0.31	319
61	2	336	0.59	338
62	1	343	0.29	344
63	3	311	0.96	314
64	2	351	0.57	353
65	1	289	0.34	290
66	1	286	0.35	287
67	0	326	0.00	326
68	1	352	0.28	353
69	1	319	0.31	320
70	1	283	0.35	284
71	2	293	0.68	295
72	1	310	0.32	311
73	0	310	0.00	310
74	1	278	0.36	279
75	0	304	0.00	304
76	1	266	0.37	267
77	0	268	0.00	268
78	1	262	0.38	263
79	1	264	0.38	265
80	1	287	0.35	288
81	0	245	0.00	245
82	1	258	0.39	259
83	0	229	0.00	229
84	1	239	0.42	240
85	1	288	0.35	289
86	0	255	0.00	255
87	0	211	0.00	211
88	0	225	0.00	225
89	0	191	0.00	191
90	0	181	0.00	181
91	1	198	0.50	199
92	1	180	0.55	181
93	1	179	0.56	180
94	0	150	0.00	150
95	0	175	0.00	175
96	0	154	0.00	154
97	1	161	0.62	162
98	1	171	0.58	172
99	0	79	0.00	79
100	0	5	0.00	5
101	0	7	0.00	7
102	0	3	0.00	3
103	0	6	0.00	6
104	0	11	0.00	11
105	0	7	0.00	7
106	0	7	0.00	7
107	0	6	0.00	6
108	0	2	0.00	2
109	0	2	0.00	2
110	0	9	0.00	9
111	0	4	0.00	4
112	0	5	0.00	5
113	0	3	0.00	3
114	0	4	0.00	4
115	0	3	0.00	3
116	0	3	0.00	3
117	0	1	0.00	1
118	0	2	0.00	2
119	0	4	0.00	4
120	0	4	0.00	4
121	0	5	0.00	5
122	0	2	0.00	2
123	0	1	0.00	1
124	0	2	0.00	2
125	0	1	0.00	1
126	0	3	0.00	3
127	0	2	0.00	2
128	0	1	0.00	1
129	0	2	0.00	2
130	0	2	0.00	2
131	0	2	0.00	2
132	0	2	0.00	2
133	0	3	0.00	3
134	0	1	0.00	1
135	0	4	0.00	4
136	0	0		0
137	0	0		0
138	0	0		0
139	0	0		0
140	0	0		0
141	0	0		0
142	0	0		0
143	0	0		0
144	0	2	0.00	2
145	0	2	0.00	2
146	0	4	0.00	4
147	0	1	0.00	1
148	0	0		0
149	0	0		0

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1	22	4.35	23
2	0	18	0.00	18
3	6	69	8.00	75
4	1	81	1.22	82
5	5	103	4.63	108
6	4	85	4.49	89
7	1	138	0.72	139
8	3	87	3.33	90
9	2	83	2.35	85
10	2	87	2.25	89
11	1	79	1.25	80
12	2	55	3.51	57
13	3	95	3.06	98
14	2	46	4.17	48
15	2	73	2.67	75
16	0	41	0.00	41
17	1	45	2.17	46
18	3	38	7.32	41
19	1	34	2.86	35
20	1	48	2.04	49
21	3	32	8.57	35
22	0	52	0.00	52
23	1	39	2.50	40
24	3	50	5.66	53
25	0	37	0.00	37
26	3	29	9.38	32
27	1	39	2.50	40
28	2	19	9.52	21
29	3	41	6.82	44
30	2	29	6.45	31
31	3	29	9.38	32
32	3	32	8.57	35
33	2	12	14.29	14
34	3	19	13.64	22
35	0	11	0.00	11
36	2	15	11.76	17
37	1	30	3.23	31
38	1	21	4.55	22
39	0	8	0.00	8
40	0	6	0.00	6
41	0	6	0.00	6
42	1	13	7.14	14
43	1	10	9.09	11
44	0	18	0.00	18
45	0	4	0.00	4
46	2	11	15.38	13
47	1	6	14.29	7
48	1	8	11.11	9
49	0	3	0.00	3
50	1	5	16.67	6
51	1	3	25.00	4
52	1	6	14.29	7
53	0	5	0.00	5
54	0	4	0.00	4
55	0	2	0.00	2
56	0	1	0.00	1
57	0	2	0.00	2
58	0	3	0.00	3
59	0	0		0
60	0	1	0.00	1
61	0	0		0
62	0	0		0
63	0	0		0
64	1	1	50.00	2
65	0	0		0
66	0	1	0.00	1
67	0	0		0
68	0	0		0
69	0	0		0
70	0	0		0
71	0	1	0.00	1
72	0	0		0
73	0	0		0
74	0	0		0
75	0	1	0.00	1
76	0	0		0
77	0	1	0.00	1
78	0	0		0
79	0	0		0
80	0	1	0.00	1
81	0	0		0
82	0	0		0
83	0	0		0
84	0	0		0
85	0	0		0
86	0	1	0.00	1
87	0	0		0
88	0	0		0
89	0	0		0
90	0	0		0
91	0	1	0.00	1
92	0	0		0
93	0	0		0
94	0	1	0.00	1
95	0	0		0
96	0	0		0
97	0	1	0.00	1

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	9	2154	0.42	2163
2	0	21	0.00	21
3	0	9	0.00	9
4	0	45	0.00	45
5	0	55	0.00	55
6	0	82	0.00	82
7	2	71	2.74	73
8	0	100	0.00	100
9	0	101	0.00	101
10	0	49	0.00	49
11	4	74	5.13	78
12	0	31	0.00	31
13	0	40	0.00	40
14	1	41	2.38	42
15	0	60	0.00	60
16	0	40	0.00	40
17	1	57	1.72	58
18	0	48	0.00	48
19	0	46	0.00	46
20	0	56	0.00	56
21	0	31	0.00	31
22	0	51	0.00	51
23	0	26	0.00	26
24	0	17	0.00	17
25	0	38	0.00	38
26	0	15	0.00	15
27	0	15	0.00	15
28	0	26	0.00	26
29	0	20	0.00	20
30	1	22	4.35	23
31	0	27	0.00	27
32	1	21	4.55	22
33	0	18	0.00	18
34	0	22	0.00	22
35	0	30	0.00	30
36	0	13	0.00	13
37	0	7	0.00	7
38	0	6	0.00	6
39	0	19	0.00	19
40	0	20	0.00	20
41	0	7	0.00	7
42	0	4	0.00	4
43	0	10	0.00	10
44	0	2	0.00	2
45	0	6	0.00	6
46	0	3	0.00	3
47	0	9	0.00	9
48	0	1	0.00	1
49	0	3	0.00	3
50	0	9	0.00	9
51	0	5	0.00	5
52	0	7	0.00	7
53	0	2	0.00	2
54	0	1	0.00	1
55	0	5	0.00	5
56	0	7	0.00	7
57	0	1	0.00	1
58	0	2	0.00	2
59	0	0		0
60	0	1	0.00	1
61	0	0		0
62	0	0		0
63	0	0		0
64	0	0		0
65	0	0		0
66	0	1	0.00	1
67	0	1	0.00	1
68	0	1	0.00	1
69	0	0		0
70	0	1	0.00	1
71	0	0		0
72	0	2	0.00	2
73	0	0		0
74	0	0		0
75	0	1	0.00	1
76	0	1	0.00	1
77	0	0		0
78	0	1	0.00	1
79	0	0		0
80	0	0		0
81	0	1	0.00	1
82	0	0		0
83	0	0		0
84	0	0		0
85	0	0		0
86	0	0		0
87	0	1	0.00	1
88	0	0		0
89	0	1	0.00	1
90	0	0		0
