CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	217	2148	9.18	2365
2	1	17	5.56	18
3	1	17	5.56	18
4	7	200	3.38	207
5	9	209	4.13	218
6	12	298	3.87	310
7	10	220	4.35	230
8	23	267	7.93	290
9	16	230	6.50	246
10	13	256	4.83	269
11	10	243	3.95	253
12	11	286	3.70	297
13	14	282	4.73	296
14	17	261	6.12	278
15	10	253	3.80	263
16	16	286	5.30	302
17	5	236	2.07	241
18	14	237	5.58	251
19	16	318	4.79	334
20	14	229	5.76	243
21	12	217	5.24	229
22	17	267	5.99	284
23	18	256	6.57	274
24	10	234	4.10	244
25	15	317	4.52	332
26	6	306	1.92	312
27	6	259	2.26	265
28	18	270	6.25	288
29	11	276	3.83	287
30	19	241	7.31	260
31	15	297	4.81	312
32	14	284	4.70	298
33	13	223	5.51	236
34	14	271	4.91	285
35	18	273	6.19	291
36	9	215	4.02	224
37	12	266	4.32	278
38	12	252	4.55	264
39	8	277	2.81	285
40	14	256	5.19	270
41	12	246	4.65	258
42	11	284	3.73	295
43	8	243	3.19	251
44	15	261	5.43	276
45	15	286	4.98	301
46	18	229	7.29	247
47	18	255	6.59	273
48	16	256	5.88	272
49	13	230	5.35	243
50	16	251	5.99	267
51	10	198	4.81	208
52	9	262	3.32	271
53	12	216	5.26	228
54	10	248	3.88	258
55	15	272	5.23	287
56	14	213	6.17	227
57	13	228	5.39	241
58	13	243	5.08	256
59	14	276	4.83	290
60	17	260	6.14	277
61	10	253	3.80	263
62	10	219	4.37	229
63	10	213	4.48	223
64	13	249	4.96	262
65	15	236	5.98	251
66	12	254	4.51	266
67	12	226	5.04	238
68	10	222	4.31	232
69	9	178	4.81	187
70	8	222	3.48	230
71	19	254	6.96	273
72	10	223	4.29	233
73	10	243	3.95	253
74	9	180	4.76	189
75	7	173	3.89	180
76	6	186	3.12	192
77	10	217	4.41	227
78	10	201	4.74	211
79	5	193	2.53	198
80	7	193	3.50	200
81	7	160	4.19	167
82	6	213	2.74	219
83	9	141	6.00	150
84	6	168	3.45	174
85	7	180	3.74	187
86	13	162	7.43	175
87	4	162	2.41	166
88	9	141	6.00	150
89	8	148	5.13	156
90	2	138	1.43	140
91	7	136	4.90	143
92	3	140	2.10	143
93	7	139	4.79	146
94	5	121	3.97	126
95	9	102	8.11	111
96	5	89	5.32	94
97	3	132	2.22	135
98	6	86	6.52	92
99	5	51	8.93	56
100	0	8	0.00	8
101	2	6	25.00	8
102	1	1	50.00	2
103	0	5	0.00	5
104	0	7	0.00	7
105	0	3	0.00	3
106	1	2	33.33	3
107	1	3	25.00	4
108	0	4	0.00	4
109	0	7	0.00	7
110	0	4	0.00	4
111	1	2	33.33	3
112	0	2	0.00	2
113	0	6	0.00	6
114	0	3	0.00	3
115	1	5	16.67	6
116	0	1	0.00	1
117	1	3	25.00	4
118	0	4	0.00	4
119	1	2	33.33	3
120	0	1	0.00	1
121	0	2	0.00	2
122	0	7	0.00	7
123	0	2	0.00	2
124	0	4	0.00	4
125	0	1	0.00	1
126	0	2	0.00	2
127	0	1	0.00	1
128	0	2	0.00	2
129	0	4	0.00	4
130	0	0		0
131	0	5	0.00	5
132	0	2	0.00	2
133	0	3	0.00	3
134	0	2	0.00	2
135	0	0		0
136	0	2	0.00	2
137	0	0		0
138	0	3	0.00	3
139	0	0		0
140	0	1	0.00	1
141	0	1	0.00	1
142	0	1	0.00	1
143	0	1	0.00	1
144	0	1	0.00	1
145	0	0		0
146	0	0		0
147	0	0		0
148	0	1	0.00	1
149	0	2	0.00	2

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1	17	5.56	18
2	0	24	0.00	24
3	0	11	0.00	11
4	0	120	0.00	120
5	0	229	0.00	229
6	0	226	0.00	226
7	2	236	0.84	238
8	0	222	0.00	222
9	2	206	0.96	208
10	2	187	1.06	189
11	1	245	0.41	246
12	2	198	1.00	200
13	0	243	0.00	243
14	1	207	0.48	208
15	4	242	1.63	246
16	0	233	0.00	233
17	0	257	0.00	257
18	0	235	0.00	235
19	0	203	0.00	203
20	1	191	0.52	192
21	0	232	0.00	232
22	1	212	0.47	213
23	1	206	0.48	207
24	1	187	0.53	188
25	1	251	0.40	252
26	0	208	0.00	208
27	1	216	0.46	217
28	1	243	0.41	244
29	1	167	0.60	168
30	0	207	0.00	207
31	0	232	0.00	232
32	0	206	0.00	206
33	0	240	0.00	240
34	0	220	0.00	220
35	0	231	0.00	231
36	2	226	0.88	228
37	1	209	0.48	210
38	0	196	0.00	196
39	1	218	0.46	219
40	2	224	0.88	226
41	1	283	0.35	284
42	1	199	0.50	200
43	0	206	0.00	206
44	0	260	0.00	260
45	2	209	0.95	211
46	2	212	0.93	214
47	0	188	0.00	188
48	2	218	0.91	220
49	0	221	0.00	221
50	0	209	0.00	209
51	0	241	0.00	241
52	1	231	0.43	232
53	0	214	0.00	214
54	1	212	0.47	213
55	0	169	0.00	169
56	4	223	1.76	227
57	1	217	0.46	218
58	0	222	0.00	222
59	0	172	0.00	172
60	3	156	1.89	159
61	0	195	0.00	195
62	0	153	0.00	153
63	0	193	0.00	193
64	0	205	0.00	205
65	0	212	0.00	212
66	0	180	0.00	180
67	1	169	0.59	170
68	1	164	0.61	165
69	1	191	0.52	192
70	2	222	0.89	224
71	0	178	0.00	178
72	0	144	0.00	144
73	0	176	0.00	176
74	2	161	1.23	163
