CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	221	2134	9.38	2355
2	0	11	0.00	11
3	1	16	5.88	17
4	14	197	6.64	211
5	9	190	4.52	199
6	15	276	5.15	291
7	7	203	3.33	210
8	14	304	4.40	318
9	10	253	3.80	263
10	15	249	5.68	264
11	8	249	3.11	257
12	15	273	5.21	288
13	18	285	5.94	303
14	8	249	3.11	257
15	11	234	4.49	245
16	15	310	4.62	325
17	10	233	4.12	243
18	9	252	3.45	261
19	14	334	4.02	348
20	8	227	3.40	235
21	11	217	4.82	228
22	7	266	2.56	273
23	12	262	4.38	274
24	10	259	3.72	269
25	18	276	6.12	294
26	9	323	2.71	332
27	11	260	4.06	271
28	24	234	9.30	258
29	5	261	1.88	266
30	12	260	4.41	272
31	10	255	3.77	265
32	15	272	5.23	287
33	7	242	2.81	249
34	11	300	3.54	311
35	14	261	5.09	275
36	14	227	5.81	241
37	8	266	2.92	274
38	10	243	3.95	253
39	13	234	5.26	247
40	11	311	3.42	322
41	7	226	3.00	233
42	10	283	3.41	293
43	12	263	4.36	275
44	6	264	2.22	270
45	7	268	2.55	275
46	16	244	6.15	260
47	15	273	5.21	288
48	8	268	2.90	276
49	18	237	7.06	255
50	8	260	2.99	268
51	10	231	4.15	241
52	9	236	3.67	245
53	10	244	3.94	254
54	11	252	4.18	263
55	11	255	4.14	266
56	11	250	4.21	261
57	19	208	8.37	227
58	10	282	3.42	292
59	11	284	3.73	295
60	12	222	5.13	234
61	7	265	2.57	272
62	12	231	4.94	243
63	8	220	3.51	228
64	13	275	4.51	288
65	13	245	5.04	258
66	10	242	3.97	252
67	15	241	5.86	256
68	14	216	6.09	230
69	6	213	2.74	219
70	12	213	5.33	225
71	12	251	4.56	263
72	3	245	1.21	248
73	13	232	5.31	245
74	18	190	8.65	208
75	10	186	5.10	196
76	7	223	3.04	230
77	4	189	2.07	193
78	5	229	2.14	234
79	5	220	2.22	225
80	15	169	8.15	184
81	5	146	3.31	151
82	8	193	3.98	201
83	11	154	6.67	165
84	1	160	0.62	161
85	8	186	4.12	194
86	9	190	4.52	199
87	8	150	5.06	158
88	3	131	2.24	134
89	8	156	4.88	164
90	2	113	1.74	115
91	11	127	7.97	138
92	5	123	3.91	128
93	4	134	2.90	138
94	5	115	4.17	120
95	5	98	4.85	103
96	4	112	3.45	116
97	4	116	3.33	120
98	2	94	2.08	96
99	3	43	6.52	46
100	0	8	0.00	8
101	0	5	0.00	5
102	0	5	0.00	5
103	0	10	0.00	10
104	0	7	0.00	7
105	0	6	0.00	6
106	1	7	12.50	8
107	0	5	0.00	5
108	1	9	10.00	10
109	0	7	0.00	7
110	0	5	0.00	5
111	0	5	0.00	5
112	1	7	12.50	8
113	0	3	0.00	3
114	0	3	0.00	3
115	2	3	40.00	5
116	0	5	0.00	5
117	0	3	0.00	3
118	1	4	20.00	5
119	0	4	0.00	4
120	0	4	0.00	4
121	0	1	0.00	1
122	0	3	0.00	3
123	0	4	0.00	4
124	0	3	0.00	3
125	0	3	0.00	3
126	2	4	33.33	6
127	0	1	0.00	1
128	1	4	20.00	5
129	0	2	0.00	2
130	0	4	0.00	4
131	0	3	0.00	3
132	1	0	100.00	1
133	0	3	0.00	3
134	0	3	0.00	3
135	0	3	0.00	3
136	0	1	0.00	1
137	0	2	0.00	2
138	0	2	0.00	2
139	0	2	0.00	2
140	0	0		0
141	0	1	0.00	1
142	0	1	0.00	1
143	0	0		0
144	0	2	0.00	2
145	0	1	0.00	1
146	0	0		0
147	0	0		0
148	0	0		0
149	0	2	0.00	2

CHG context (R1)
================
