CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	227	2157	9.52	2384
2	0	19	0.00	19
3	2	15	11.76	17
4	16	201	7.37	217
5	19	194	8.92	213
6	13	267	4.64	280
7	10	211	4.52	221
8	15	265	5.36	280
9	9	236	3.67	245
10	15	248	5.70	263
11	9	254	3.42	263
12	13	272	4.56	285
13	13	298	4.18	311
14	17	267	5.99	284
15	12	227	5.02	239
16	15	309	4.63	324
17	8	238	3.25	246
18	6	256	2.29	262
19	20	323	5.83	343
20	14	202	6.48	216
21	13	219	5.60	232
22	18	262	6.43	280
23	5	253	1.94	258
24	10	269	3.58	279
25	13	270	4.59	283
26	14	303	4.42	317
27	10	256	3.76	266
28	20	226	8.13	246
29	7	262	2.60	269
30	14	268	4.96	282
31	14	293	4.56	307
32	9	302	2.89	311
33	8	253	3.07	261
34	12	287	4.01	299
35	8	244	3.17	252
36	11	200	5.21	211
37	12	264	4.35	276
38	9	254	3.42	263
39	14	238	5.56	252
40	10	264	3.65	274
41	15	263	5.40	278
42	10	303	3.19	313
43	15	272	5.23	287
44	9	245	3.54	254
45	18	273	6.19	291
46	16	226	6.61	242
47	24	307	7.25	331
48	11	248	4.25	259
49	11	231	4.55	242
50	10	231	4.15	241
51	12	225	5.06	237
52	15	248	5.70	263
53	8	219	3.52	227
54	15	226	6.22	241
55	9	253	3.44	262
56	12	226	5.04	238
57	10	218	4.39	228
58	22	261	7.77	283
59	7	270	2.53	277
60	10	241	3.98	251
61	8	241	3.21	249
62	19	253	6.99	272
63	12	204	5.56	216
64	13	235	5.24	248
65	8	245	3.16	253
66	16	260	5.80	276
67	11	211	4.95	222
68	13	189	6.44	202
69	6	206	2.83	212
70	10	232	4.13	242
71	12	221	5.15	233
72	7	214	3.17	221
73	6	243	2.41	249
74	4	188	2.08	192
75	5	193	2.53	198
76	12	199	5.69	211
77	14	198	6.60	212
78	2	215	0.92	217
79	8	206	3.74	214
80	9	165	5.17	174
81	6	147	3.92	153
82	6	169	3.43	175
83	6	127	4.51	133
84	4	159	2.45	163
85	3	183	1.61	186
86	10	187	5.08	197
87	4	142	2.74	146
88	1	132	0.75	133
89	5	149	3.25	154
90	3	121	2.42	124
91	6	141	4.08	147
92	7	149	4.49	156
93	7	123	5.38	130
94	2	135	1.46	137
95	2	98	2.00	100
96	6	109	5.22	115
97	4	140	2.78	144
98	3	85	3.41	88
99	3	52	5.45	55
100	0	8	0.00	8
101	1	5	16.67	6
102	0	3	0.00	3
103	0	9	0.00	9
104	1	2	33.33	3
105	0	2	0.00	2
106	3	8	27.27	11
107	0	7	0.00	7
108	0	1	0.00	1
