CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	201	2178	8.45	2379
2	0	14	0.00	14
3	3	13	18.75	16
4	12	176	6.38	188
5	13	207	5.91	220
6	7	267	2.55	274
7	14	242	5.47	256
8	14	258	5.15	272
9	13	239	5.16	252
10	15	273	5.21	288
11	10	248	3.88	258
12	17	263	6.07	280
13	21	305	6.44	326
14	7	249	2.73	256
15	12	243	4.71	255
16	17	290	5.54	307
17	12	249	4.60	261
18	16	234	6.40	250
19	21	341	5.80	362
20	7	224	3.03	231
21	10	243	3.95	253
22	12	281	4.10	293
23	15	262	5.42	277
24	15	243	5.81	258
25	18	313	5.44	331
26	20	288	6.49	308
27	17	281	5.70	298
28	15	286	4.98	301
29	7	279	2.45	286
30	15	276	5.15	291
31	15	250	5.66	265
32	14	293	4.56	307
33	13	210	5.83	223
34	9	293	2.98	302
35	16	270	5.59	286
36	9	205	4.21	214
37	14	276	4.83	290
38	22	249	8.12	271
39	14	259	5.13	273
40	8	262	2.96	270
41	15	229	6.15	244
42	18	304	5.59	322
43	15	248	5.70	263
44	16	246	6.11	262
45	14	259	5.13	273
46	14	230	5.74	244
47	14	243	5.45	257
48	11	271	3.90	282
49	13	231	5.33	244
50	19	238	7.39	257
51	15	241	5.86	256
52	14	227	5.81	241
53	16	257	5.86	273
54	11	248	4.25	259
55	15	285	5.00	300
56	16	233	6.43	249
57	17	219	7.20	236
58	15	235	6.00	250
59	10	226	4.24	236
60	13	232	5.31	245
61	15	219	6.41	234
62	30	231	11.49	261
63	19	222	7.88	241
64	16	251	5.99	267
65	19	263	6.74	282
66	12	248	4.62	260
67	12	223	5.11	235
68	13	202	6.05	215
69	11	203	5.14	214
70	10	239	4.02	249
71	12	247	4.63	259
72	8	244	3.17	252
73	16	227	6.58	243
74	22	207	9.61	229
75	11	183	5.67	194
76	11	204	5.12	215
77	5	206	2.37	211
78	5	202	2.42	207
79	9	206	4.19	215
80	7	208	3.26	215
81	7	176	3.83	183
82	9	191	4.50	200
83	15	132	10.20	147
84	8	161	4.73	169
85	5	191	2.55	196
86	11	184	5.64	195
87	10	168	5.62	178
88	4	124	3.12	128
89	10	172	5.49	182
90	5	128	3.76	133
91	12	139	7.95	151
92	8	133	5.67	141
93	18	140	11.39	158
94	6	145	3.97	151
95	5	130	3.70	135
96	7	122	5.43	129
97	8	131	5.76	139
98	5	101	4.72	106
99	5	56	8.20	61
100	2	6	25.00	8
101	1	6	14.29	7
102	0	3	0.00	3
103	0	9	0.00	9
104	0	4	0.00	4
105	1	8	11.11	9
106	0	5	0.00	5
107	1	2	33.33	3
108	0	7	0.00	7
109	0	5	0.00	5
110	0	2	0.00	2
111	0	3	0.00	3
112	0	2	0.00	2
113	1	1	50.00	2
114	0	3	0.00	3
115	0	3	0.00	3
116	0	4	0.00	4
117	0	1	0.00	1
118	1	4	20.00	5
119	0	2	0.00	2
120	0	3	0.00	3
121	0	4	0.00	4
122	0	4	0.00	4
123	0	1	0.00	1
124	0	0		0
125	1	1	50.00	2
126	0	1	0.00	1
127	0	2	0.00	2
128	0	3	0.00	3
129	0	2	0.00	2
130	0	3	0.00	3
131	1	3	25.00	4
132	0	0		0
133	0	0		0
134	0	0		0
135	0	0		0
136	0	1	0.00	1
137	0	0		0
138	1	2	33.33	3
139	0	0		0
140	1	0	100.00	1
141	0	1	0.00	1
142	1	0	100.00	1
143	0	0		0
144	0	1	0.00	1
145	1	1	50.00	2
146	0	0		0
147	0	0		0
148	1	1	50.00	2
149	0	1	0.00	1
150	0	0		0
151	0	0		0
152	0	0		0
153	0	0		0
154	0	0		0
155	0	0		0
156	0	0		0
157	0	0		0
158	0	0		0
159	0	0		0
160	1	0	100.00	1
161	0	0		0
162	0	0		0
163	0	0		0
164	0	0		0
165	0	0		0
166	0	0		0
167	0	0		0
168	0	0		0
169	0	0		0
170	1	0	100.00	1
171	0	0		0
172	0	0		0
173	0	0		0
174	0	1	0.00	1
175	0	0		0
176	0	0		0
177	0	0		0
178	0	0		0
179	0	0		0
180	0	0		0
181	0	0		0
182	0	0		0
183	0	0		0
184	0	0		0
185	0	0		0
186	0	0		0
187	0	0		0
188	0	0		0
189	0	0		0
190	0	0		0

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1	10	9.09	11
2	1	24	4.00	25
3	0	10	0.00	10
4	0	133	0.00	133
5	0	190	0.00	190
6	0	261	0.00	261
7	1	223	0.45	224
8	0	196	0.00	196
9	2	246	0.81	248
10	0	210	0.00	210
11	0	257	0.00	257
12	1	194	0.51	195
13	0	195	0.00	195
14	0	202	0.00	202
15	2	231	0.86	233
16	0	215	0.00	215
17	0	223	0.00	223
18	2	269	0.74	271
19	2	210	0.94	212
20	1	153	0.65	154
21	0	203	0.00	203
22	0	255	0.00	255
23	1	204	0.49	205
24	0	199	0.00	199
25	0	244	0.00	244
26	1	190	0.52	191
27	1	230	0.43	231
28	3	243	1.22	246
29	0	190	0.00	190
30	0	196	0.00	196
31	2	251	0.79	253
32	0	203	0.00	203
33	1	239	0.42	240
34	0	231	0.00	231
35	2	208	0.95	210
36	0	226	0.00	226
37	0	214	0.00	214
38	0	189	0.00	189
39	1	225	0.44	226
40	1	200	0.50	201
41	2	257	0.77	259
42	2	221	0.90	223
43	1	206	0.48	207
44	2	257	0.77	259
45	3	217	1.36	220
46	1	202	0.49	203
47	3	197	1.50	200
48	1	186	0.53	187
49	1	212	0.47	213
50	1	219	0.45	220
51	2	234	0.85	236
52	2	196	1.01	198
53	0	197	0.00	197
54	0	193	0.00	193
55	0	180	0.00	180
56	1	233	0.43	234
57	1	192	0.52	193
58	1	222	0.45	223
59	0	214	0.00	214
60	0	137	0.00	137
61	0	170	0.00	170
62	0	181	0.00	181
63	0	192	0.00	192
64	2	198	1.00	200
65	0	190	0.00	190
66	0	202	0.00	202
67	0	177	0.00	177
68	2	155	1.27	157
69	1	189	0.53	190
70	0	189	0.00	189
71	0	158	0.00	158
72	1	159	0.62	160
73	0	178	0.00	178
74	0	139	0.00	139
75	0	135	0.00	135
76	0	185	0.00	185
77	2	173	1.14	175
78	0	133	0.00	133
79	1	154	0.65	155
80	0	132	0.00	132
81	0	175	0.00	175
82	0	131	0.00	131
83	0	138	0.00	138
84	1	123	0.81	124
85	0	131	0.00	131
86	1	142	0.70	143
87	1	106	0.93	107
88	0	133	0.00	133
89	0	115	0.00	115
90	1	106	0.93	107
91	0	121	0.00	121
92	0	112	0.00	112
93	0	97	0.00	97
94	0	106	0.00	106
95	0	92	0.00	92
96	0	109	0.00	109
97	0	126	0.00	126
98	1	106	0.93	107
99	0	38	0.00	38
100	0	7	0.00	7
101	0	6	0.00	6
102	0	6	0.00	6
103	0	2	0.00	2
104	0	4	0.00	4
105	0	9	0.00	9
106	0	6	0.00	6
107	0	1	0.00	1
108	0	4	0.00	4
109	0	4	0.00	4
110	0	7	0.00	7
111	0	2	0.00	2
112	0	2	0.00	2
113	0	2	0.00	2
114	0	0		0
115	0	1	0.00	1
116	0	3	0.00	3
117	0	4	0.00	4
118	0	4	0.00	4
119	0	0		0
120	0	3	0.00	3
121	0	1	0.00	1
122	0	2	0.00	2
123	0	0		0
124	0	1	0.00	1
125	0	1	0.00	1
126	0	2	0.00	2
127	0	1	0.00	1
128	0	1	0.00	1
129	0	0		0
130	0	3	0.00	3
131	0	0		0
132	0	0		0
133	0	1	0.00	1
134	0	2	0.00	2
135	0	0		0
136	0	0		0
137	0	1	0.00	1
138	0	0		0
139	0	1	0.00	1
140	0	0		0
141	0	0		0
142	0	0		0
143	0	0		0
144	0	0		0
145	0	0		0
146	0	0		0
147	0	3	0.00	3
148	0	2	0.00	2
149	0	0		0
150	0	0		0
151	0	0		0
152	0	0		0
153	0	0		0
154	0	0		0
155	0	0		0
156	0	0		0
157	0	0		0
158	0	0		0
159	0	1	0.00	1
160	0	0		0
161	0	0		0
162	0	0		0
163	0	1	0.00	1
164	0	0		0
165	0	0		0
166	0	0		0
167	0	0		0
168	0	0		0
169	0	1	0.00	1
170	0	0		0
171	0	0		0
172	0	0		0
173	0	1	0.00	1
174	0	0		0
175	0	0		0
176	0	0		0
177	0	0		0
178	0	0		0
179	0	0		0
180	0	0		0
181	0	0		0
182	0	0		0
183	0	1	0.00	1
184	0	0		0
185	0	0		0
186	0	0		0
187	0	0		0
188	0	0		0
189	0	0		0
190	0	1	0.00	1

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	28	0.00	28
2	1	25	3.85	26
3	0	22	0.00	22
4	1	369	0.27	370
5	1	382	0.26	383
6	1	382	0.26	383
7	0	374	0.00	374
8	2	388	0.51	390
9	1	335	0.30	336
10	0	332	0.00	332
11	4	323	1.22	327
12	3	322	0.92	325
13	2	371	0.54	373
14	0	373	0.00	373
15	2	374	0.53	376
16	1	341	0.29	342
17	1	312	0.32	313
18	4	294	1.34	298
19	2	290	0.68	292
20	0	357	0.00	357
21	1	354	0.28	355
22	1	312	0.32	313
23	1	324	0.31	325
24	1	338	0.29	339
25	0	374	0.00	374
26	1	367	0.27	368
27	2	393	0.51	395
28	1	345	0.29	346
29	2	348	0.57	350
30	2	376	0.53	378
31	2	336	0.59	338
32	1	350	0.28	351
33	2	304	0.65	306
34	1	336	0.30	337
35	0	308	0.00	308
36	4	371	1.07	375
37	2	365	0.54	367
38	1	344	0.29	345
39	3	343	0.87	346
40	0	345	0.00	345
41	0	345	0.00	345
42	0	349	0.00	349
43	0	327	0.00	327
44	1	371	0.27	372
45	0	305	0.00	305
46	0	372	0.00	372
47	1	302	0.33	303
48	4	330	1.20	334
49	2	376	0.53	378
50	1	367	0.27	368
51	1	376	0.27	377
52	1	362	0.28	363
53	0	339	0.00	339
54	0	305	0.00	305
55	2	325	0.61	327
56	2	260	0.76	262
57	1	295	0.34	296
58	1	274	0.36	275
59	1	292	0.34	293
60	1	305	0.33	306
61	2	349	0.57	351
62	0	328	0.00	328
63	1	301	0.33	302
64	1	320	0.31	321
65	0	309	0.00	309
66	0	266	0.00	266
67	1	276	0.36	277
68	0	340	0.00	340
69	1	292	0.34	293
70	2	271	0.73	273
71	1	271	0.37	272
72	0	292	0.00	292
73	0	302	0.00	302
74	0	260	0.00	260
75	1	322	0.31	323
76	0	303	0.00	303
77	1	276	0.36	277
78	1	248	0.40	249
79	1	262	0.38	263
80	1	294	0.34	295
81	2	246	0.81	248
82	3	263	1.13	266
83	0	235	0.00	235
84	0	248	0.00	248
85	0	251	0.00	251
86	1	243	0.41	244
87	0	217	0.00	217
88	1	257	0.39	258
89	0	229	0.00	229
90	2	172	1.15	174
91	1	189	0.53	190
92	0	182	0.00	182
93	1	173	0.57	174
94	0	167	0.00	167
95	3	185	1.60	188
96	0	164	0.00	164
97	0	166	0.00	166
98	1	156	0.64	157
99	0	68	0.00	68
100	0	9	0.00	9
101	0	8	0.00	8
102	0	5	0.00	5
103	1	4	20.00	5
104	0	8	0.00	8
105	0	7	0.00	7
106	0	6	0.00	6
107	0	13	0.00	13
108	0	5	0.00	5
109	0	5	0.00	5
110	0	8	0.00	8
111	0	7	0.00	7
112	0	1	0.00	1
113	0	7	0.00	7
114	0	2	0.00	2
115	0	3	0.00	3
116	0	5	0.00	5
117	0	5	0.00	5
118	0	2	0.00	2
119	0	1	0.00	1
120	0	2	0.00	2
121	0	0		0
122	0	1	0.00	1
123	0	1	0.00	1
124	0	1	0.00	1
125	0	4	0.00	4
126	0	3	0.00	3
127	0	2	0.00	2
128	0	4	0.00	4
129	0	4	0.00	4
130	0	1	0.00	1
131	0	1	0.00	1
132	0	0		0
133	0	4	0.00	4
134	0	2	0.00	2
135	0	0		0
136	0	0		0
137	0	2	0.00	2
138	0	1	0.00	1
139	0	1	0.00	1
140	0	1	0.00	1
141	0	2	0.00	2
142	0	1	0.00	1
143	0	3	0.00	3
144	0	0		0
145	0	1	0.00	1
146	0	0		0
147	0	0		0
148	0	0		0
149	0	0		0
150	0	0		0
151	0	0		0
152	0	1	0.00	1
153	0	1	0.00	1
154	0	0		0
155	0	1	0.00	1
156	0	0		0
157	0	1	0.00	1
158	0	0		0
159	0	0		0
160	0	0		0
161	0	0		0
162	1	0	100.00	1
163	0	0		0
164	0	0		0
165	0	0		0
166	0	1	0.00	1
167	0	0		0
168	0	0		0
169	0	0		0
170	0	0		0
171	0	0		0
172	0	0		0
173	0	0		0
174	0	0		0
175	0	0		0
176	0	0		0
177	0	0		0
178	0	0		0
179	0	1	0.00	1
180	0	1	0.00	1
181	0	0		0
182	0	0		0
183	0	0		0
184	0	0		0
185	0	0		0
186	0	1	0.00	1
187	0	1	0.00	1
188	0	1	0.00	1
189	0	1	0.00	1
190	0	0		0

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	19	0.00	19
2	0	15	0.00	15
3	4	85	4.49	89
4	6	78	7.14	84
5	2	112	1.75	114
6	5	101	4.72	106
7	4	140	2.78	144
8	2	77	2.53	79
9	2	71	2.74	73
10	11	100	9.91	111
11	4	81	4.71	85
12	2	70	2.78	72
13	5	65	7.14	70
14	0	31	0.00	31
15	2	54	3.57	56
16	0	56	0.00	56
17	3	45	6.25	48
18	3	51	5.56	54
19	3	38	7.32	41
20	2	41	4.65	43
21	0	27	0.00	27
22	2	36	5.26	38
23	3	45	6.25	48
24	2	48	4.00	50
25	1	35	2.78	36
26	1	31	3.12	32
27	3	27	10.00	30
28	1	27	3.57	28
29	0	35	0.00	35
30	2	17	10.53	19
31	1	35	2.78	36
32	1	21	4.55	22
33	0	21	0.00	21
34	3	22	12.00	25
35	1	8	11.11	9
36	1	10	9.09	11
37	1	21	4.55	22
38	2	22	8.33	24
39	1	8	11.11	9
40	0	14	0.00	14
41	0	10	0.00	10
42	0	14	0.00	14
43	1	12	7.69	13
44	0	16	0.00	16
45	0	2	0.00	2
46	2	23	8.00	25
47	0	5	0.00	5
48	2	10	16.67	12
49	0	6	0.00	6
50	2	7	22.22	9
51	0	6	0.00	6
52	0	4	0.00	4
53	0	4	0.00	4
54	0	3	0.00	3
55	0	4	0.00	4
56	0	4	0.00	4
57	0	3	0.00	3
58	0	5	0.00	5
59	0	1	0.00	1
60	0	3	0.00	3
61	0	1	0.00	1
62	0	0		0
63	0	3	0.00	3
64	0	3	0.00	3
65	0	2	0.00	2
66	0	2	0.00	2
67	0	0		0
68	0	1	0.00	1
69	0	0		0
70	0	0		0
71	0	1	0.00	1
72	0	0		0
73	0	0		0
74	0	0		0
75	0	3	0.00	3
76	0	0		0
77	0	2	0.00	2
78	0	2	0.00	2
79	0	1	0.00	1
80	0	0		0
81	0	1	0.00	1

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	12	2095	0.57	2107
2	0	21	0.00	21
3	0	4	0.00	4
4	0	44	0.00	44
5	0	54	0.00	54
6	0	86	0.00	86
7	2	71	2.74	73
8	2	86	2.27	88
9	1	66	1.49	67
10	0	55	0.00	55
11	1	70	1.41	71
12	0	47	0.00	47
13	0	34	0.00	34
14	0	50	0.00	50
15	0	46	0.00	46
16	0	46	0.00	46
17	3	58	4.92	61
18	0	50	0.00	50
19	0	42	0.00	42
20	0	56	0.00	56
21	0	34	0.00	34
22	0	53	0.00	53
23	0	19	0.00	19
24	0	24	0.00	24
25	0	40	0.00	40
26	0	18	0.00	18
27	0	18	0.00	18
28	0	29	0.00	29
29	0	29	0.00	29
30	0	31	0.00	31
31	0	20	0.00	20
32	0	15	0.00	15
33	0	22	0.00	22
34	0	19	0.00	19
35	0	30	0.00	30
36	0	21	0.00	21
37	0	9	0.00	9
38	0	11	0.00	11
39	0	14	0.00	14
40	0	8	0.00	8
41	0	24	0.00	24
42	0	6	0.00	6
43	0	5	0.00	5
44	0	2	0.00	2
45	0	11	0.00	11
46	0	2	0.00	2
47	0	6	0.00	6
48	0	4	0.00	4
49	0	12	0.00	12
50	0	9	0.00	9
51	0	2	0.00	2
52	0	7	0.00	7
53	0	7	0.00	7
54	0	3	0.00	3
55	0	1	0.00	1
56	0	5	0.00	5
57	0	0		0
58	0	5	0.00	5
59	0	1	0.00	1
60	0	3	0.00	3
61	0	1	0.00	1
62	0	2	0.00	2
63	0	2	0.00	2
64	0	1	0.00	1
65	0	2	0.00	2
66	0	0		0
67	0	2	0.00	2
68	0	1	0.00	1
69	0	1	0.00	1
70	0	3	0.00	3
71	0	0		0
72	0	0		0
73	0	1	0.00	1
74	0	0		0
75	0	0		0
76	0	0		0
77	0	0		0
78	0	0		0
79	0	0		0
80	0	0		0
81	0	0		0

CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	14	0.00	14
2	4	968	0.41	972
3	0	222	0.00	222
4	0	178	0.00	178
5	0	141	0.00	141
6	1	90	1.10	91
7	0	115	0.00	115
8	1	120	0.83	121
9	0	90	0.00	90
10	0	107	0.00	107
11	0	76	0.00	76
12	0	76	0.00	76
13	0	55	0.00	55
14	0	82	0.00	82
15	0	85	0.00	85
16	0	64	0.00	64
17	0	71	0.00	71
18	0	83	0.00	83
19	1	73	1.35	74
20	0	54	0.00	54
21	0	58	0.00	58
22	0	47	0.00	47
23	0	50	0.00	50
24	0	40	0.00	40
25	0	39	0.00	39
26	0	28	0.00	28
27	0	33	0.00	33
28	0	27	0.00	27
29	0	36	0.00	36
30	0	23	0.00	23
31	0	26	0.00	26
32	0	22	0.00	22
33	0	22	0.00	22
34	0	34	0.00	34
35	0	31	0.00	31
36	0	31	0.00	31
37	0	22	0.00	22
38	0	20	0.00	20
39	0	6	0.00	6
40	0	7	0.00	7
41	0	8	0.00	8
42	0	20	0.00	20
43	0	17	0.00	17
44	0	23	0.00	23
45	0	16	0.00	16
46	0	10	0.00	10
47	0	14	0.00	14
48	0	11	0.00	11
49	0	9	0.00	9
50	0	6	0.00	6
51	0	20	0.00	20
52	0	17	0.00	17
53	0	13	0.00	13
54	0	7	0.00	7
55	1	11	8.33	12
56	0	9	0.00	9
57	0	4	0.00	4
58	0	2	0.00	2
59	1	2	33.33	3
60	0	3	0.00	3
61	0	1	0.00	1
62	0	3	0.00	3
63	0	1	0.00	1
64	0	0		0
65	0	1	0.00	1
66	0	0		0
67	0	2	0.00	2
68	0	1	0.00	1
69	0	2	0.00	2
70	0	1	0.00	1
71	0	2	0.00	2
72	0	0		0
73	0	0		0
74	0	1	0.00	1
75	0	0		0
76	0	0		0
77	0	0		0
78	0	0		0
79	0	0		0
80	0	0		0
81	0	0		0

