CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	207	2169	8.71	2376
2	0	15	0.00	15
3	0	20	0.00	20
4	11	174	5.95	185
5	7	203	3.33	210
6	5	271	1.81	276
7	14	231	5.71	245
8	13	296	4.21	309
9	4	232	1.69	236
10	20	227	8.10	247
11	11	233	4.51	244
12	17	273	5.86	290
13	17	311	5.18	328
14	7	227	2.99	234
15	6	231	2.53	237
16	16	275	5.50	291
17	8	214	3.60	222
18	10	252	3.82	262
19	14	310	4.32	324
20	10	238	4.03	248
21	14	242	5.47	256
22	7	293	2.33	300
23	17	244	6.51	261
24	17	261	6.12	278
25	14	291	4.59	305
26	17	292	5.50	309
27	4	260	1.52	264
28	18	277	6.10	295
29	11	243	4.33	254
30	10	281	3.44	291
31	8	280	2.78	288
32	17	276	5.80	293
33	9	230	3.77	239
34	19	243	7.25	262
35	16	281	5.39	297
36	10	201	4.74	211
37	12	293	3.93	305
38	19	246	7.17	265
39	10	246	3.91	256
40	11	238	4.42	249
41	13	256	4.83	269
42	11	281	3.77	292
43	13	245	5.04	258
44	7	232	2.93	239
45	15	261	5.43	276
46	20	224	8.20	244
47	17	272	5.88	289
48	12	269	4.27	281
49	14	233	5.67	247
50	9	201	4.29	210
51	17	237	6.69	254
52	18	225	7.41	243
53	16	232	6.45	248
54	7	235	2.89	242
55	17	278	5.76	295
56	12	229	4.98	241
57	14	214	6.14	228
58	14	237	5.58	251
59	10	274	3.52	284
60	16	240	6.25	256
61	15	252	5.62	267
62	13	252	4.91	265
63	18	237	7.06	255
64	13	243	5.08	256
65	13	262	4.73	275
66	16	253	5.95	269
67	7	227	2.99	234
68	14	203	6.45	217
69	11	199	5.24	210
70	12	190	5.94	202
71	12	258	4.44	270
72	9	220	3.93	229
73	8	197	3.90	205
74	9	197	4.37	206
75	7	166	4.05	173
76	5	180	2.70	185
77	8	223	3.46	231
78	5	196	2.49	201
79	15	207	6.76	222
80	4	197	1.99	201
81	9	167	5.11	176
82	6	184	3.16	190
83	9	176	4.86	185
84	4	161	2.42	165
85	8	196	3.92	204
86	4	183	2.14	187
87	8	176	4.35	184
88	5	106	4.50	111
89	4	132	2.94	136
90	6	121	4.72	127
91	11	165	6.25	176
92	4	137	2.84	141
93	6	169	3.43	175
94	4	143	2.72	147
95	5	114	4.20	119
96	4	112	3.45	116
97	6	136	4.23	142
98	4	89	4.30	93
99	1	70	1.41	71
100	1	7	12.50	8
101	0	6	0.00	6
102	0	5	0.00	5
103	2	4	33.33	6
104	0	6	0.00	6
105	0	6	0.00	6
106	0	5	0.00	5
107	1	4	20.00	5
108	3	7	30.00	10
109	0	10	0.00	10
110	0	2	0.00	2
111	0	8	0.00	8
112	0	2	0.00	2
113	0	2	0.00	2
114	0	2	0.00	2
115	0	2	0.00	2
116	1	3	25.00	4
117	0	7	0.00	7
118	0	2	0.00	2
119	0	3	0.00	3
120	0	0		0
121	1	4	20.00	5
122	0	0		0
123	0	1	0.00	1
124	0	3	0.00	3
125	0	2	0.00	2
126	0	1	0.00	1
127	0	2	0.00	2
128	1	3	25.00	4
129	0	4	0.00	4
130	0	2	0.00	2
131	0	2	0.00	2
132	0	3	0.00	3
133	0	1	0.00	1
134	0	0		0
135	0	0		0
136	0	1	0.00	1
137	0	1	0.00	1
138	0	2	0.00	2
139	0	3	0.00	3
140	0	1	0.00	1
141	0	1	0.00	1
142	0	1	0.00	1
