CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	222	2144	9.38	2366
2	0	28	0.00	28
3	1	13	7.14	14
4	12	174	6.45	186
5	12	200	5.66	212
6	10	239	4.02	249
7	14	222	5.93	236
8	14	278	4.79	292
9	12	212	5.36	224
10	13	252	4.91	265
11	13	272	4.56	285
12	22	265	7.67	287
13	14	270	4.93	284
14	14	242	5.47	256
15	11	215	4.87	226
16	14	247	5.36	261
17	5	221	2.21	226
18	11	252	4.18	263
19	20	292	6.41	312
20	12	230	4.96	242
21	17	230	6.88	247
22	12	286	4.03	298
23	12	251	4.56	263
24	14	243	5.45	257
25	25	312	7.42	337
26	14	286	4.67	300
27	12	250	4.58	262
28	22	273	7.46	295
29	14	265	5.02	279
30	11	258	4.09	269
31	17	300	5.36	317
32	13	317	3.94	330
33	10	224	4.27	234
34	18	260	6.47	278
35	16	285	5.32	301
36	17	217	7.26	234
37	18	290	5.84	308
38	13	249	4.96	262
39	22	240	8.40	262
40	15	243	5.81	258
41	19	220	7.95	239
42	16	291	5.21	307
43	13	217	5.65	230
44	19	265	6.69	284
45	16	259	5.82	275
46	19	223	7.85	242
47	15	273	5.21	288
48	11	227	4.62	238
49	16	242	6.20	258
50	13	231	5.33	244
51	24	234	9.30	258
52	16	230	6.50	246
53	11	232	4.53	243
54	14	240	5.51	254
55	12	283	4.07	295
56	15	232	6.07	247
57	19	216	8.09	235
58	14	256	5.19	270
59	13	257	4.81	270
60	13	229	5.37	242
61	16	248	6.06	264
62	7	235	2.89	242
63	16	216	6.90	232
64	9	225	3.85	234
65	17	244	6.51	261
66	16	288	5.26	304
67	13	229	5.37	242
68	10	183	5.18	193
69	8	183	4.19	191
70	12	233	4.90	245
71	19	252	7.01	271
72	10	232	4.13	242
73	14	217	6.06	231
74	9	199	4.33	208
75	7	166	4.05	173
76	11	186	5.58	197
77	9	221	3.91	230
78	12	184	6.12	196
79	9	222	3.90	231
80	4	181	2.16	185
81	11	150	6.83	161
82	8	184	4.17	192
83	4	141	2.76	145
84	9	168	5.08	177
85	8	176	4.35	184
86	14	148	8.64	162
87	11	168	6.15	179
88	3	114	2.56	117
89	14	152	8.43	166
90	10	116	7.94	126
91	7	147	4.55	154
92	7	131	5.07	138
93	12	125	8.76	137
94	8	136	5.56	144
95	11	94	10.48	105
96	3	118	2.48	121
97	8	142	5.33	150
98	9	96	8.57	105
99	5	46	9.80	51
100	0	9	0.00	9
101	1	6	14.29	7
102	1	8	11.11	9
103	0	3	0.00	3
104	0	8	0.00	8
105	0	2	0.00	2
106	0	4	0.00	4
107	1	2	33.33	3
108	0	4	0.00	4
109	0	5	0.00	5
110	1	1	50.00	2
111	0	5	0.00	5
112	1	2	33.33	3
