CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	200	2180	8.40	2380
2	0	20	0.00	20
3	0	15	0.00	15
4	16	188	7.84	204
5	11	215	4.87	226
6	10	242	3.97	252
7	10	229	4.18	239
8	12	305	3.79	317
9	6	271	2.17	277
10	9	247	3.52	256
11	7	265	2.57	272
12	14	273	4.88	287
13	14	292	4.58	306
14	13	278	4.47	291
15	8	220	3.51	228
16	12	338	3.43	350
17	10	228	4.20	238
18	10	256	3.76	266
19	16	309	4.92	325
20	15	204	6.85	219
21	9	238	3.64	247
22	13	296	4.21	309
23	10	240	4.00	250
24	22	259	7.83	281
25	10	293	3.30	303
26	10	282	3.42	292
27	6	269	2.18	275
28	20	260	7.14	280
29	10	256	3.76	266
30	9	280	3.11	289
31	17	271	5.90	288
32	15	304	4.70	319
33	10	230	4.17	240
34	15	282	5.05	297
35	17	268	5.96	285
36	20	229	8.03	249
37	17	282	5.69	299
38	13	247	5.00	260
39	9	261	3.33	270
40	8	285	2.73	293
41	10	253	3.80	263
42	11	267	3.96	278
43	11	263	4.01	274
44	20	248	7.46	268
45	15	267	5.32	282
46	13	223	5.51	236
47	14	296	4.52	310
48	11	253	4.17	264
49	17	251	6.34	268
50	9	248	3.50	257
51	6	229	2.55	235
52	9	226	3.83	235
53	9	239	3.63	248
54	11	255	4.14	266
55	15	287	4.97	302
56	7	246	2.77	253
57	10	242	3.97	252
58	18	252	6.67	270
59	8	249	3.11	257
60	7	242	2.81	249
61	8	236	3.28	244
62	18	236	7.09	254
63	10	204	4.67	214
64	7	266	2.56	273
65	12	234	4.88	246
66	9	242	3.59	251
67	16	234	6.40	250
68	9	196	4.39	205
69	8	188	4.08	196
70	8	207	3.72	215
71	10	235	4.08	245
72	12	228	5.00	240
73	11	227	4.62	238
74	10	198	4.81	208
75	9	170	5.03	179
76	12	196	5.77	208
77	9	188	4.57	197
78	9	174	4.92	183
79	8	200	3.85	208
80	7	187	3.61	194
81	6	185	3.14	191
82	9	174	4.92	183
83	8	135	5.59	143
84	6	166	3.49	172
85	6	192	3.03	198
86	5	171	2.84	176
87	4	165	2.37	169
88	2	109	1.80	111
89	5	167	2.91	172
90	3	124	2.36	127
91	5	119	4.03	124
92	6	153	3.77	159
93	8	136	5.56	144
94	1	119	0.83	120
95	5	115	4.17	120
96	5	107	4.46	112
97	4	117	3.31	121
98	7	101	6.48	108
99	3	50	5.66	53
100	0	7	0.00	7
101	0	5	0.00	5
102	0	3	0.00	3
103	1	9	10.00	10
104	0	4	0.00	4
105	0	4	0.00	4
106	0	4	0.00	4
107	0	5	0.00	5
108	0	3	0.00	3
109	0	6	0.00	6
110	0	3	0.00	3
111	0	5	0.00	5
112	0	3	0.00	3
113	0	4	0.00	4
114	0	4	0.00	4
115	1	2	33.33	3
116	2	2	50.00	4
117	0	2	0.00	2
118	0	2	0.00	2
119	0	2	0.00	2
120	0	1	0.00	1
121	0	1	0.00	1
122	0	0		0
123	0	2	0.00	2
124	0	0		0
125	0	6	0.00	6
126	0	1	0.00	1
127	0	1	0.00	1
128	0	2	0.00	2
129	0	1	0.00	1
130	0	0		0
131	0	0		0
132	0	0		0
133	0	1	0.00	1
134	0	1	0.00	1
135	0	1	0.00	1
136	0	2	0.00	2
137	0	0		0
138	0	2	0.00	2
139	0	0		0
140	0	1	0.00	1
141	0	2	0.00	2
142	0	0		0
143	0	1	0.00	1
144	0	1	0.00	1
145	0	0		0
146	0	0		0
147	0	0		0
148	0	2	0.00	2
149	0	1	0.00	1

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1	15	6.25	16
2	2	21	8.70	23
3	0	14	0.00	14
4	1	141	0.70	142
5	0	198	0.00	198
6	0	234	0.00	234
7	3	277	1.07	280
8	1	232	0.43	233
9	0	239	0.00	239
10	0	207	0.00	207
11	2	239	0.83	241
12	1	205	0.49	206
13	1	210	0.47	211
14	2	186	1.06	188
15	4	252	1.56	256
16	2	204	0.97	206
17	3	234	1.27	237
18	0	269	0.00	269
19	1	196	0.51	197
20	1	174	0.57	175
21	0	207	0.00	207
22	0	243	0.00	243
23	0	238	0.00	238
24	0	210	0.00	210
25	0	238	0.00	238
26	0	203	0.00	203
27	0	210	0.00	210
28	1	243	0.41	244
29	1	206	0.48	207
30	1	180	0.55	181
31	1	246	0.40	247
32	1	206	0.48	207
33	0	249	0.00	249
34	1	237	0.42	238
35	0	242	0.00	242
36	0	233	0.00	233
37	1	207	0.48	208
38	2	191	1.04	193
39	1	184	0.54	185
40	0	210	0.00	210
41	1	285	0.35	286
42	0	224	0.00	224
43	1	223	0.45	224
44	0	259	0.00	259
45	3	217	1.36	220
46	1	221	0.45	222
47	1	205	0.49	206
48	0	227	0.00	227
49	0	208	0.00	208
50	0	213	0.00	213
51	1	187	0.53	188
52	0	222	0.00	222
53	0	215	0.00	215
54	3	210	1.41	213
55	1	167	0.60	168
56	0	206	0.00	206
57	1	220	0.45	221
58	1	223	0.45	224
59	0	199	0.00	199
60	0	130	0.00	130
61	1	178	0.56	179
62	1	168	0.59	169
63	0	199	0.00	199
64	1	214	0.47	215
65	1	170	0.58	171
66	1	198	0.50	199
67	0	173	0.00	173
68	1	192	0.52	193
69	1	180	0.55	181
70	0	184	0.00	184
71	0	174	0.00	174
72	0	156	0.00	156
73	0	163	0.00	163
74	0	149	0.00	149
75	3	148	1.99	151
76	0	205	0.00	205
77	1	195	0.51	196
78	1	138	0.72	139
79	1	144	0.69	145
80	1	151	0.66	152
81	0	188	0.00	188
82	0	119	0.00	119
83	0	139	0.00	139
84	0	109	0.00	109
85	0	142	0.00	142
86	0	150	0.00	150
87	0	103	0.00	103
88	2	142	1.39	144
89	0	96	0.00	96
90	1	89	1.11	90
91	0	120	0.00	120
92	0	113	0.00	113
93	0	77	0.00	77
94	0	99	0.00	99
95	1	87	1.14	88
96	0	112	0.00	112
97	1	114	0.87	115
98	0	99	0.00	99
99	2	48	4.00	50
100	0	4	0.00	4
101	0	2	0.00	2
102	0	8	0.00	8
103	0	4	0.00	4
104	0	1	0.00	1
105	0	4	0.00	4
106	0	7	0.00	7
107	0	3	0.00	3
108	0	2	0.00	2
109	0	6	0.00	6
110	0	1	0.00	1
111	0	2	0.00	2
112	0	5	0.00	5
113	0	1	0.00	1
114	0	2	0.00	2
115	0	3	0.00	3
116	0	2	0.00	2
117	0	1	0.00	1
118	0	0		0
119	0	1	0.00	1
120	0	3	0.00	3
121	0	0		0
122	0	0		0
123	0	1	0.00	1
124	0	5	0.00	5
125	0	0		0
126	0	0		0
127	0	1	0.00	1
128	0	0		0
129	0	0		0
130	0	2	0.00	2
131	0	1	0.00	1
132	0	2	0.00	2
133	0	2	0.00	2
134	0	0		0
135	0	1	0.00	1
136	0	1	0.00	1
137	0	0		0
138	0	0		0
139	0	0		0
140	0	1	0.00	1
141	0	0		0
142	0	1	0.00	1
143	0	0		0
144	0	0		0
145	0	0		0
146	0	0		0
147	0	0		0
148	0	1	0.00	1
149	0	0		0

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1	30	3.23	31
2	0	30	0.00	30
3	0	18	0.00	18
4	1	304	0.33	305
5	1	406	0.25	407
6	2	424	0.47	426
7	1	405	0.25	406
8	2	354	0.56	356
9	1	333	0.30	334
10	3	348	0.85	351
11	0	299	0.00	299
12	2	366	0.54	368
13	3	366	0.81	369
14	3	369	0.81	372
15	0	367	0.00	367
16	2	341	0.58	343
17	0	324	0.00	324
18	2	275	0.72	277
19	0	326	0.00	326
20	0	330	0.00	330
21	1	377	0.26	378
22	0	326	0.00	326
23	0	366	0.00	366
24	2	362	0.55	364
25	1	346	0.29	347
26	1	370	0.27	371
27	1	450	0.22	451
28	1	389	0.26	390
29	0	363	0.00	363
30	0	389	0.00	389
31	2	364	0.55	366
32	0	385	0.00	385
33	5	324	1.52	329
34	0	325	0.00	325
35	1	298	0.33	299
36	3	366	0.81	369
37	3	341	0.87	344
38	0	355	0.00	355
39	1	375	0.27	376
40	2	306	0.65	308
41	1	325	0.31	326
42	1	349	0.29	350
43	2	330	0.60	332
44	0	335	0.00	335
45	1	306	0.33	307
46	2	315	0.63	317
47	1	303	0.33	304
48	1	334	0.30	335
49	0	397	0.00	397
50	0	360	0.00	360
51	0	431	0.00	431
52	0	367	0.00	367
53	3	370	0.80	373
54	2	294	0.68	296
55	1	307	0.32	308
56	1	288	0.35	289
57	0	288	0.00	288
58	1	281	0.35	282
59	3	291	1.02	294
60	0	278	0.00	278
61	0	337	0.00	337
62	1	350	0.28	351
63	1	354	0.28	355
64	2	348	0.57	350
65	0	313	0.00	313
