CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	206	2166	8.68	2372
2	0	16	0.00	16
3	0	6	0.00	6
4	14	168	7.69	182
5	11	195	5.34	206
6	12	246	4.65	258
7	12	207	5.48	219
8	8	285	2.73	293
9	5	244	2.01	249
10	14	217	6.06	231
11	8	238	3.25	246
12	20	292	6.41	312
13	14	268	4.96	282
14	12	284	4.05	296
15	16	238	6.30	254
16	14	289	4.62	303
17	8	200	3.85	208
18	9	249	3.49	258
19	13	296	4.21	309
20	10	240	4.00	250
21	9	240	3.61	249
22	9	293	2.98	302
23	13	254	4.87	267
24	16	246	6.11	262
25	12	292	3.95	304
26	12	283	4.07	295
27	10	283	3.41	293
28	14	265	5.02	279
29	9	290	3.01	299
30	10	268	3.60	278
31	17	261	6.12	278
32	19	298	5.99	317
33	9	194	4.43	203
34	12	286	4.03	298
35	12	268	4.29	280
36	13	235	5.24	248
37	9	245	3.54	254
38	11	242	4.35	253
39	10	235	4.08	245
40	17	249	6.39	266
41	9	250	3.47	259
42	15	269	5.28	284
43	11	260	4.06	271
44	12	235	4.86	247
45	16	256	5.88	272
46	16	222	6.72	238
47	17	263	6.07	280
48	10	265	3.64	275
49	11	230	4.56	241
50	7	260	2.62	267
51	14	231	5.71	245
52	15	234	6.02	249
53	8	221	3.49	229
54	15	232	6.07	247
55	14	282	4.73	296
56	9	236	3.67	245
57	20	220	8.33	240
58	13	221	5.56	234
59	16	286	5.30	302
60	16	241	6.23	257
61	12	231	4.94	243
62	14	232	5.69	246
63	9	210	4.11	219
64	12	251	4.56	263
65	14	262	5.07	276
66	12	264	4.35	276
67	9	230	3.77	239
68	15	181	7.65	196
69	9	198	4.35	207
70	10	220	4.35	230
71	8	248	3.12	256
72	11	240	4.38	251
73	15	229	6.15	244
74	6	207	2.82	213
75	4	164	2.38	168
76	6	204	2.86	210
77	6	224	2.61	230
78	11	205	5.09	216
79	12	222	5.13	234
80	10	187	5.08	197
81	5	156	3.11	161
82	8	206	3.74	214
83	6	143	4.03	149
84	6	170	3.41	176
85	10	193	4.93	203
86	6	156	3.70	162
87	6	177	3.28	183
88	3	121	2.42	124
89	8	163	4.68	171
90	3	127	2.31	130
91	6	125	4.58	131
92	5	132	3.65	137
93	9	137	6.16	146
94	7	114	5.79	121
95	6	111	5.13	117
96	7	98	6.67	105
97	4	127	3.05	131
98	6	100	5.66	106
99	2	64	3.03	66
100	1	13	7.14	14
101	0	4	0.00	4
102	0	4	0.00	4
103	0	8	0.00	8
104	0	5	0.00	5
105	2	8	20.00	10
106	0	5	0.00	5
107	0	2	0.00	2
108	0	7	0.00	7
109	1	4	20.00	5
110	0	4	0.00	4
111	0	4	0.00	4
112	0	5	0.00	5
113	0	2	0.00	2
114	0	3	0.00	3
115	0	5	0.00	5
116	1	3	25.00	4
117	0	7	0.00	7
118	1	4	20.00	5
119	0	1	0.00	1
120	0	0		0
121	0	1	0.00	1
122	0	4	0.00	4
123	0	1	0.00	1
124	0	0		0
125	0	2	0.00	2
126	0	2	0.00	2
127	0	0		0
128	0	2	0.00	2
129	0	2	0.00	2
130	0	3	0.00	3
131	0	1	0.00	1
132	0	1	0.00	1
133	0	1	0.00	1
134	0	0		0
135	1	2	33.33	3
136	1	1	50.00	2
137	0	3	0.00	3
138	1	1	50.00	2
139	0	0		0
140	0	1	0.00	1
141	0	1	0.00	1
142	0	2	0.00	2
143	0	0		0
144	0	0		0
145	0	1	0.00	1
146	0	0		0
147	0	1	0.00	1
148	0	0		0
149	0	1	0.00	1

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	17	0.00	17
2	0	15	0.00	15
3	0	19	0.00	19
4	0	144	0.00	144
5	1	201	0.50	202
6	1	225	0.44	226
7	2	256	0.78	258
8	0	240	0.00	240
9	0	244	0.00	244
10	0	221	0.00	221
11	1	274	0.36	275
12	0	206	0.00	206
13	0	204	0.00	204
14	0	204	0.00	204
15	0	254	0.00	254
16	3	208	1.42	211
17	0	226	0.00	226
18	0	255	0.00	255
19	1	203	0.49	204
20	0	192	0.00	192
21	0	225	0.00	225
22	0	233	0.00	233
23	0	218	0.00	218
24	0	190	0.00	190
25	2	248	0.80	250
26	4	206	1.90	210
27	2	242	0.82	244
28	1	271	0.37	272
29	0	191	0.00	191
30	1	178	0.56	179
31	1	242	0.41	243
32	2	164	1.20	166
33	1	280	0.36	281
34	1	229	0.43	230
35	0	233	0.00	233
36	1	205	0.49	206
37	0	187	0.00	187
38	2	210	0.94	212
39	2	217	0.91	219
40	0	211	0.00	211
41	1	238	0.42	239
42	0	214	0.00	214
43	0	200	0.00	200
44	2	271	0.73	273
45	2	213	0.93	215
46	1	202	0.49	203
47	1	189	0.53	190
48	1	194	0.51	195
49	1	229	0.43	230
50	0	223	0.00	223
51	1	217	0.46	218
52	1	221	0.45	222
53	1	203	0.49	204
54	1	209	0.48	210
55	2	182	1.09	184
56	0	232	0.00	232
57	1	191	0.52	192
58	1	233	0.43	234
59	0	185	0.00	185
60	0	152	0.00	152
61	0	207	0.00	207
62	3	152	1.94	155
63	0	199	0.00	199
64	1	203	0.49	204
65	1	210	0.47	211
66	0	165	0.00	165
67	0	175	0.00	175
68	0	180	0.00	180
69	0	207	0.00	207
70	2	187	1.06	189
71	1	159	0.62	160
72	1	166	0.60	167
73	1	146	0.68	147
74	1	150	0.66	151
75	0	146	0.00	146
76	1	180	0.55	181
77	0	158	0.00	158
78	1	178	0.56	179
79	0	153	0.00	153
80	0	150	0.00	150
81	0	176	0.00	176
82	1	106	0.93	107
83	2	116	1.69	118
84	0	127	0.00	127
85	0	124	0.00	124
86	0	173	0.00	173
87	1	110	0.90	111
88	1	117	0.85	118
89	0	133	0.00	133
90	0	110	0.00	110
91	0	126	0.00	126
92	2	90	2.17	92
93	0	88	0.00	88
94	0	115	0.00	115
95	0	109	0.00	109
96	0	108	0.00	108
97	0	125	0.00	125
98	0	89	0.00	89
99	0	47	0.00	47
100	0	7	0.00	7
101	1	2	33.33	3
102	0	6	0.00	6
103	0	5	0.00	5
104	0	6	0.00	6
105	0	5	0.00	5
106	0	8	0.00	8
107	0	4	0.00	4
108	0	5	0.00	5
109	0	4	0.00	4
110	0	2	0.00	2
111	0	3	0.00	3
112	0	7	0.00	7
113	0	2	0.00	2
114	0	2	0.00	2
115	0	2	0.00	2
116	0	1	0.00	1
117	0	2	0.00	2
118	0	2	0.00	2
119	0	0		0
120	0	3	0.00	3
121	0	3	0.00	3
122	0	2	0.00	2
123	0	2	0.00	2
124	0	4	0.00	4
125	0	1	0.00	1
126	0	0		0
127	0	2	0.00	2
128	0	1	0.00	1
129	0	1	0.00	1
130	0	3	0.00	3
131	0	0		0
132	0	1	0.00	1
133	0	0		0
134	0	2	0.00	2
135	0	2	0.00	2
136	0	3	0.00	3
137	0	0		0
138	0	0		0
139	0	3	0.00	3
140	0	0		0
141	0	1	0.00	1
142	0	1	0.00	1
143	0	1	0.00	1
144	0	0		0
145	0	0		0
146	0	0		0
147	0	1	0.00	1
148	0	2	0.00	2
149	0	0		0

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	3	31	8.82	34
2	0	34	0.00	34
3	0	22	0.00	22
4	2	331	0.60	333
5	0	391	0.00	391
6	5	445	1.11	450
7	1	394	0.25	395
8	1	336	0.30	337
9	2	325	0.61	327
10	0	320	0.00	320
11	1	320	0.31	321
12	0	329	0.00	329
13	2	365	0.54	367
14	2	348	0.57	350
15	0	340	0.00	340
16	1	379	0.26	380
17	2	333	0.60	335
18	2	298	0.67	300
19	1	354	0.28	355
20	1	361	0.28	362
21	2	326	0.61	328
22	1	335	0.30	336
23	1	354	0.28	355
24	1	368	0.27	369
25	1	377	0.26	378
26	2	353	0.56	355
27	0	369	0.00	369
28	1	338	0.29	339
29	2	310	0.64	312
30	0	369	0.00	369
31	2	357	0.56	359
32	1	366	0.27	367
33	1	300	0.33	301
34	1	321	0.31	322
35	1	306	0.33	307
36	2	363	0.55	365
37	1	368	0.27	369
38	1	358	0.28	359
39	1	352	0.28	353
40	3	351	0.85	354
41	1	331	0.30	332
42	0	376	0.00	376
43	0	368	0.00	368
44	0	313	0.00	313
45	2	299	0.66	301
46	2	349	0.57	351
47	2	319	0.62	321
48	3	344	0.86	347
49	2	404	0.49	406
50	1	376	0.27	377
51	2	413	0.48	415
52	2	343	0.58	345
53	2	343	0.58	345
54	1	331	0.30	332
55	0	324	0.00	324
56	1	272	0.37	273
57	1	286	0.35	287
58	0	278	0.00	278
59	1	299	0.33	300
60	2	313	0.63	315
61	1	328	0.30	329
62	0	331	0.00	331
63	0	299	0.00	299
64	1	350	0.28	351
65	0	319	0.00	319
66	2	319	0.62	321
67	0	328	0.00	328
68	2	359	0.55	361
