CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	186	2181	7.86	2367
2	0	21	0.00	21
3	0	17	0.00	17
4	5	211	2.31	216
5	19	191	9.05	210
6	14	278	4.79	292
7	10	201	4.74	211
8	21	291	6.73	312
9	7	271	2.52	278
10	17	249	6.39	266
11	9	265	3.28	274
12	10	278	3.47	288
13	9	297	2.94	306
14	12	242	4.72	254
15	10	257	3.75	267
16	10	279	3.46	289
17	7	224	3.03	231
18	11	231	4.55	242
19	22	290	7.05	312
20	15	209	6.70	224
21	17	254	6.27	271
22	13	312	4.00	325
23	10	251	3.83	261
24	17	200	7.83	217
25	16	273	5.54	289
26	12	295	3.91	307
27	5	283	1.74	288
28	20	278	6.71	298
29	10	276	3.50	286
30	15	272	5.23	287
31	10	285	3.39	295
32	14	258	5.15	272
33	10	252	3.82	262
34	8	231	3.35	239
35	17	266	6.01	283
36	15	231	6.10	246
37	10	243	3.95	253
38	15	233	6.05	248
39	11	245	4.30	256
40	9	277	3.15	286
41	11	272	3.89	283
42	8	287	2.71	295
43	13	251	4.92	264
44	11	228	4.60	239
45	14	257	5.17	271
46	11	232	4.53	243
47	10	258	3.73	268
48	11	243	4.33	254
49	9	219	3.95	228
50	12	229	4.98	241
51	12	235	4.86	247
52	7	223	3.04	230
53	6	253	2.32	259
54	13	243	5.08	256
55	13	255	4.85	268
56	13	241	5.12	254
57	11	218	4.80	229
58	13	257	4.81	270
59	12	235	4.86	247
60	7	252	2.70	259
61	11	266	3.97	277
62	13	221	5.56	234
63	11	199	5.24	210
64	14	255	5.20	269
65	5	243	2.02	248
66	12	225	5.06	237
67	19	222	7.88	241
68	10	204	4.67	214
69	3	192	1.54	195
70	7	214	3.17	221
71	15	262	5.42	277
72	6	206	2.83	212
73	11	249	4.23	260
74	5	199	2.45	204
75	11	181	5.73	192
76	6	211	2.76	217
77	9	204	4.23	213
78	7	184	3.66	191
79	6	217	2.69	223
80	9	169	5.06	178
81	5	176	2.76	181
82	8	201	3.83	209
83	7	127	5.22	134
84	4	156	2.50	160
85	7	192	3.52	199
86	6	168	3.45	174
87	8	155	4.91	163
