CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	201	2151	8.55	2352
2	0	22	0.00	22
3	1	16	5.88	17
4	13	198	6.16	211
5	11	202	5.16	213
6	13	238	5.18	251
7	12	223	5.11	235
8	12	277	4.15	289
9	13	249	4.96	262
10	18	277	6.10	295
11	10	235	4.08	245
12	17	284	5.65	301
13	8	309	2.52	317
14	6	251	2.33	257
15	13	228	5.39	241
16	18	291	5.83	309
17	6	211	2.76	217
18	8	255	3.04	263
19	14	296	4.52	310
20	11	226	4.64	237
21	16	212	7.02	228
22	14	292	4.58	306
23	12	235	4.86	247
24	21	246	7.87	267
25	9	274	3.18	283
26	20	271	6.87	291
27	11	291	3.64	302
28	19	284	6.27	303
29	4	260	1.52	264
30	7	276	2.47	283
31	12	280	4.11	292
32	10	282	3.42	292
33	8	223	3.46	231
34	12	257	4.46	269
35	10	265	3.64	275
36	9	209	4.13	218
37	18	252	6.67	270
38	15	215	6.52	230
39	18	243	6.90	261
40	14	276	4.83	290
41	11	245	4.30	256
42	12	283	4.07	295
43	9	237	3.66	246
44	11	239	4.40	250
45	16	272	5.56	288
46	21	232	8.30	253
47	15	257	5.51	272
48	13	230	5.35	243
49	13	221	5.56	234
50	13	266	4.66	279
51	7	219	3.10	226
52	11	229	4.58	240
53	10	226	4.24	236
54	13	258	4.80	271
55	8	263	2.95	271
56	6	232	2.52	238
57	14	223	5.91	237
58	11	222	4.72	233
59	14	237	5.58	251
60	15	196	7.11	211
61	10	221	4.33	231
62	15	221	6.36	236
63	15	223	6.30	238
64	20	233	7.91	253
65	15	270	5.26	285
66	13	224	5.49	237
67	14	211	6.22	225
68	9	182	4.71	191
69	9	197	4.37	206
70	13	226	5.44	239
71	10	237	4.05	247
72	6	269	2.18	275
73	15	259	5.47	274
74	13	186	6.53	199
75	6	186	3.12	192
76	9	174	4.92	183
77	6	209	2.79	215
78	10	198	4.81	208
79	8	205	3.76	213
80	9	166	5.14	175
81	9	174	4.92	183
82	7	214	3.17	221
83	8	143	5.30	151
84	5	162	2.99	167
85	12	183	6.15	195
86	10	181	5.24	191
87	7	175	3.85	182
88	5	128	3.76	133
89	8	147	5.16	155
90	7	137	4.86	144
91	8	133	5.67	141
92	4	137	2.84	141
93	6	124	4.62	130
94	5	118	4.07	123
95	6	107	5.31	113
96	10	103	8.85	113
97	4	131	2.96	135
98	5	106	4.50	111
99	1	50	1.96	51
100	0	7	0.00	7
101	0	7	0.00	7
102	1	4	20.00	5
103	0	7	0.00	7
104	0	6	0.00	6
105	0	5	0.00	5
106	0	6	0.00	6
107	1	2	33.33	3
108	0	2	0.00	2
109	1	3	25.00	4
110	0	3	0.00	3
111	0	6	0.00	6
112	1	6	14.29	7
113	1	3	25.00	4
114	0	1	0.00	1
115	0	2	0.00	2
116	0	0		0
117	0	3	0.00	3
118	0	2	0.00	2
119	0	4	0.00	4
120	0	0		0
121	0	1	0.00	1
122	0	3	0.00	3
123	0	4	0.00	4
124	0	5	0.00	5
125	0	3	0.00	3
126	1	2	33.33	3
127	0	1	0.00	1
128	1	2	33.33	3
129	0	2	0.00	2
130	0	0		0
131	0	0		0
132	1	0	100.00	1
133	0	2	0.00	2
134	0	1	0.00	1
135	0	0		0
136	1	1	50.00	2
137	0	0		0
138	1	0	100.00	1
139	0	1	0.00	1
140	0	0		0
141	0	2	0.00	2
142	0	1	0.00	1
143	0	3	0.00	3
144	0	2	0.00	2
145	0	0		0
146	0	1	0.00	1
147	0	1	0.00	1
148	0	0		0
149	0	0		0

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	20	0.00	20
2	1	25	3.85	26
3	0	16	0.00	16
4	0	134	0.00	134
5	0	191	0.00	191
6	4	244	1.61	248
7	0	256	0.00	256
8	0	227	0.00	227
9	0	244	0.00	244
10	0	193	0.00	193
11	1	212	0.47	213
12	0	218	0.00	218
13	0	210	0.00	210
14	0	184	0.00	184
15	3	226	1.31	229
16	0	237	0.00	237
17	1	248	0.40	249
18	0	270	0.00	270
19	0	190	0.00	190
20	0	169	0.00	169
21	1	240	0.41	241
22	2	247	0.80	249
23	0	211	0.00	211
24	1	226	0.44	227
25	0	218	0.00	218
26	0	201	0.00	201
27	0	234	0.00	234
28	1	238	0.42	239
29	1	187	0.53	188
30	3	212	1.40	215
31	1	238	0.42	239
32	2	189	1.05	191
33	1	255	0.39	256
34	1	232	0.43	233
35	0	219	0.00	219
36	2	235	0.84	237
37	2	198	1.00	200
38	0	185	0.00	185
39	0	221	0.00	221
40	1	217	0.46	218
41	1	240	0.41	241
42	2	212	0.93	214
43	1	221	0.45	222
44	2	240	0.83	242
45	0	203	0.00	203
46	1	224	0.44	225
47	2	172	1.15	174
48	1	213	0.47	214
49	0	214	0.00	214
50	1	207	0.48	208
51	4	230	1.71	234
52	0	221	0.00	221
53	0	199	0.00	199
54	2	205	0.97	207
55	0	160	0.00	160
56	1	219	0.45	220
57	0	201	0.00	201
58	1	207	0.48	208
59	0	185	0.00	185
60	0	186	0.00	186
61	0	182	0.00	182
62	0	178	0.00	178
63	0	163	0.00	163
64	1	171	0.58	172
65	0	191	0.00	191
66	0	175	0.00	175
67	0	196	0.00	196
68	0	210	0.00	210
69	0	194	0.00	194
70	3	172	1.71	175
71	1	177	0.56	178
72	1	169	0.59	170
73	0	172	0.00	172
74	0	146	0.00	146
75	1	156	0.64	157
76	0	193	0.00	193
77	0	162	0.00	162
78	0	163	0.00	163
79	1	141	0.70	142
80	2	130	1.52	132
81	1	194	0.51	195
82	0	103	0.00	103
83	0	119	0.00	119
84	1	125	0.79	126
85	0	131	0.00	131
86	0	149	0.00	149
87	1	112	0.88	113
88	0	130	0.00	130
89	0	119	0.00	119
90	0	105	0.00	105
