CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	175	2222	7.30	2397
2	0	13	0.00	13
3	1	19	5.00	20
4	12	172	6.52	184
5	10	196	4.85	206
6	10	245	3.92	255
7	11	219	4.78	230
8	14	274	4.86	288
9	14	245	5.41	259
10	10	252	3.82	262
11	7	238	2.86	245
12	16	261	5.78	277
13	14	277	4.81	291
14	11	239	4.40	250
15	13	228	5.39	241
16	14	275	4.84	289
17	8	237	3.27	245
18	6	278	2.11	284
19	14	322	4.17	336
20	12	238	4.80	250
21	9	237	3.66	246
22	15	272	5.23	287
23	8	261	2.97	269
24	15	230	6.12	245
25	9	287	3.04	296
26	15	276	5.15	291
27	18	285	5.94	303
28	19	251	7.04	270
29	9	285	3.06	294
30	16	274	5.52	290
31	17	280	5.72	297
32	13	300	4.15	313
33	6	209	2.79	215
34	15	264	5.38	279
35	16	266	5.67	282
36	16	231	6.48	247
37	11	266	3.97	277
38	12	234	4.88	246
39	12	241	4.74	253
40	14	257	5.17	271
41	18	236	7.09	254
42	15	285	5.00	300
43	16	247	6.08	263
44	18	261	6.45	279
45	17	268	5.96	285
46	18	237	7.06	255
47	16	268	5.63	284
48	13	252	4.91	265
49	11	213	4.91	224
50	13	252	4.91	265
51	15	208	6.73	223
52	13	219	5.60	232
53	7	237	2.87	244
54	20	242	7.63	262
55	20	274	6.80	294
56	12	224	5.08	236
57	8	225	3.43	233
58	10	237	4.05	247
59	11	290	3.65	301
60	11	235	4.47	246
61	17	244	6.51	261
62	12	218	5.22	230
63	12	222	5.13	234
64	11	237	4.44	248
65	10	242	3.97	252
66	12	260	4.41	272
67	14	220	5.98	234
68	9	193	4.46	202
69	10	199	4.78	209
70	12	193	5.85	205
71	10	267	3.61	277
72	11	242	4.35	253
73	10	224	4.27	234
74	9	181	4.74	190
75	13	168	7.18	181
76	6	197	2.96	203
77	7	237	2.87	244
78	5	213	2.29	218
79	9	201	4.29	210
80	11	165	6.25	176
81	12	167	6.70	179
82	4	194	2.02	198
83	8	132	5.71	140
84	4	166	2.35	170
85	6	207	2.82	213
86	9	199	4.33	208
87	13	189	6.44	202
88	3	124	2.36	127
89	8	145	5.23	153
90	5	107	4.46	112
91	2	142	1.39	144
92	8	138	5.48	146
93	8	132	5.71	140
94	8	132	5.71	140
95	6	146	3.95	152
96	6	105	5.41	111
97	5	132	3.65	137
98	3	83	3.49	86
99	3	45	6.25	48
100	2	13	13.33	15
101	0	6	0.00	6
102	1	8	11.11	9
103	0	8	0.00	8
104	0	7	0.00	7
105	1	5	16.67	6
106	2	2	50.00	4
107	1	3	25.00	4
108	0	6	0.00	6
109	0	3	0.00	3
110	0	4	0.00	4
111	1	8	11.11	9
112	0	3	0.00	3
113	1	2	33.33	3
114	0	2	0.00	2
115	0	4	0.00	4
116	0	3	0.00	3
117	1	8	11.11	9
118	0	1	0.00	1
119	0	3	0.00	3
120	0	2	0.00	2
121	1	4	20.00	5
122	1	0	100.00	1
123	0	1	0.00	1
