CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	205	2167	8.64	2372
2	1	13	7.14	14
3	1	20	4.76	21
4	7	184	3.66	191
5	10	216	4.42	226
6	10	250	3.85	260
7	8	205	3.76	213
8	20	299	6.27	319
9	2	240	0.83	242
10	20	240	7.69	260
11	6	257	2.28	263
12	13	280	4.44	293
13	18	263	6.41	281
14	15	284	5.02	299
15	5	262	1.87	267
16	9	311	2.81	320
17	9	231	3.75	240
18	14	233	5.67	247
19	15	293	4.87	308
20	16	204	7.27	220
21	11	206	5.07	217
22	12	296	3.90	308
23	9	256	3.40	265
24	20	252	7.35	272
25	10	282	3.42	292
26	9	304	2.88	313
27	10	285	3.39	295
28	23	252	8.36	275
29	3	268	1.11	271
30	9	269	3.24	278
31	8	290	2.68	298
32	18	300	5.66	318
33	9	259	3.36	268
34	15	285	5.00	300
35	12	286	4.03	298
36	18	223	7.47	241
37	21	265	7.34	286
38	13	240	5.14	253
39	14	247	5.36	261
40	16	262	5.76	278
41	6	232	2.52	238
42	22	290	7.05	312
43	15	265	5.36	280
44	11	215	4.87	226
45	17	276	5.80	293
46	12	235	4.86	247
47	18	293	5.79	311
48	14	285	4.68	299
49	15	239	5.91	254
50	15	279	5.10	294
51	16	233	6.43	249
52	8	256	3.03	264
53	11	219	4.78	230
54	16	240	6.25	256
55	12	267	4.30	279
56	9	236	3.67	245
57	16	243	6.18	259
58	14	259	5.13	273
59	12	279	4.12	291
60	11	230	4.56	241
61	10	242	3.97	252
62	19	261	6.79	280
63	18	218	7.63	236
64	15	257	5.51	272
65	9	260	3.35	269
66	18	216	7.69	234
67	11	220	4.76	231
68	11	207	5.05	218
69	11	189	5.50	200
70	12	232	4.92	244
71	8	246	3.15	254
72	11	250	4.21	261
73	13	215	5.70	228
74	5	200	2.44	205
75	12	195	5.80	207
76	8	177	4.32	185
77	10	229	4.18	239
78	2	204	0.97	206
79	11	198	5.26	209
80	11	169	6.11	180
81	14	184	7.07	198
82	3	185	1.60	188
83	9	144	5.88	153
84	4	171	2.29	175
85	10	182	5.21	192
86	7	170	3.95	177
87	10	183	5.18	193
88	5	128	3.76	133
89	14	155	8.28	169
90	5	109	4.39	114
91	6	138	4.17	144
92	4	138	2.82	142
93	8	131	5.76	139
94	7	113	5.83	120
95	6	94	6.00	100
96	9	112	7.44	121
97	4	110	3.51	114
98	7	98	6.67	105
99	2	50	3.85	52
100	0	9	0.00	9
101	0	4	0.00	4
102	0	6	0.00	6
103	0	8	0.00	8
104	0	5	0.00	5
105	0	5	0.00	5
106	2	6	25.00	8
107	0	3	0.00	3
108	0	5	0.00	5
109	0	8	0.00	8
110	0	1	0.00	1
111	1	6	14.29	7
112	0	7	0.00	7
113	0	2	0.00	2
114	0	5	0.00	5
115	0	2	0.00	2
116	0	0		0
117	0	5	0.00	5
118	0	4	0.00	4
119	0	0		0
120	0	5	0.00	5
121	1	1	50.00	2
122	0	2	0.00	2
123	0	1	0.00	1
124	0	2	0.00	2
125	0	2	0.00	2
126	0	1	0.00	1
127	0	2	0.00	2
128	0	2	0.00	2
129	0	2	0.00	2
130	0	3	0.00	3
131	0	2	0.00	2
132	0	0		0
133	0	3	0.00	3
134	0	1	0.00	1
135	0	2	0.00	2
136	0	0		0
137	0	1	0.00	1
138	0	1	0.00	1
139	0	1	0.00	1
140	0	1	0.00	1
141	0	2	0.00	2
142	0	1	0.00	1
143	0	0		0
144	0	0		0
145	0	0		0
