CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	211	2167	8.87	2378
2	1	15	6.25	16
3	0	19	0.00	19
4	9	158	5.39	167
5	18	176	9.28	194
6	11	282	3.75	293
7	8	219	3.52	227
8	16	285	5.32	301
9	10	227	4.22	237
10	13	261	4.74	274
11	13	235	5.24	248
12	14	287	4.65	301
13	12	256	4.48	268
14	9	270	3.23	279
15	10	229	4.18	239
16	13	285	4.36	298
17	8	206	3.74	214
18	11	275	3.85	286
19	18	293	5.79	311
20	7	226	3.00	233
21	9	219	3.95	228
22	14	289	4.62	303
23	16	261	5.78	277
24	15	248	5.70	263
25	23	324	6.63	347
26	14	294	4.55	308
27	18	281	6.02	299
28	19	264	6.71	283
29	9	255	3.41	264
30	13	264	4.69	277
31	15	287	4.97	302
32	14	274	4.86	288
33	9	228	3.80	237
34	13	251	4.92	264
35	11	273	3.87	284
36	17	213	7.39	230
37	16	269	5.61	285
38	20	230	8.00	250
39	9	260	3.35	269
40	10	262	3.68	272
41	18	247	6.79	265
42	12	273	4.21	285
43	16	267	5.65	283
44	14	258	5.15	272
45	12	260	4.41	272
46	14	231	5.71	245
47	16	285	5.32	301
48	11	268	3.94	279
49	9	232	3.73	241
50	12	265	4.33	277
51	14	265	5.02	279
52	9	243	3.57	252
53	9	232	3.73	241
54	13	267	4.64	280
55	14	296	4.52	310
56	11	257	4.10	268
57	11	246	4.28	257
58	16	244	6.15	260
59	8	269	2.89	277
60	6	238	2.46	244
61	11	233	4.51	244
62	10	215	4.44	225
63	13	211	5.80	224
64	7	241	2.82	248
65	17	266	6.01	283
66	10	255	3.77	265
67	11	254	4.15	265
68	12	196	5.77	208
69	3	195	1.52	198
70	11	217	4.82	228
71	11	255	4.14	266
72	14	245	5.41	259
73	11	223	4.70	234
74	9	192	4.48	201
75	13	187	6.50	200
76	12	200	5.66	212
77	7	234	2.90	241
78	7	227	2.99	234
79	9	205	4.21	214
80	8	189	4.06	197
81	4	147	2.65	151
82	7	221	3.07	228
83	7	141	4.73	148
84	4	176	2.22	180
85	6	183	3.17	189
86	11	167	6.18	178
87	7	195	3.47	202
88	6	116	4.92	122
89	9	158	5.39	167
90	6	112	5.08	118
91	8	156	4.88	164
92	5	166	2.92	171
93	4	145	2.68	149
94	5	136	3.55	141
95	3	128	2.29	131
96	8	87	8.42	95
