CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	190	2180	8.02	2370
2	2	22	8.33	24
3	3	16	15.79	19
4	15	172	8.02	187
5	13	229	5.37	242
6	5	255	1.92	260
7	19	251	7.04	270
8	9	290	3.01	299
9	14	246	5.38	260
10	10	253	3.80	263
11	6	240	2.44	246
12	8	293	2.66	301
13	9	274	3.18	283
14	13	246	5.02	259
15	12	243	4.71	255
16	15	302	4.73	317
17	7	240	2.83	247
18	7	230	2.95	237
19	9	305	2.87	314
20	8	233	3.32	241
21	10	252	3.82	262
22	19	267	6.64	286
23	14	278	4.79	292
24	10	234	4.10	244
25	12	306	3.77	318
26	15	288	4.95	303
27	12	258	4.44	270
28	20	275	6.78	295
29	8	260	2.99	268
30	16	273	5.54	289
31	20	283	6.60	303
32	11	271	3.90	282
33	5	223	2.19	228
34	11	245	4.30	256
35	8	293	2.66	301
36	9	213	4.05	222
37	13	264	4.69	277
38	11	248	4.25	259
39	12	229	4.98	241
40	17	265	6.03	282
41	15	240	5.88	255
42	18	266	6.34	284
43	15	237	5.95	252
44	19	218	8.02	237
45	15	280	5.08	295
46	19	223	7.85	242
47	18	251	6.69	269
48	16	257	5.86	273
49	15	213	6.58	228
50	11	248	4.25	259
51	13	224	5.49	237
52	11	251	4.20	262
53	8	207	3.72	215
54	13	237	5.20	250
55	18	259	6.50	277
56	12	244	4.69	256
57	13	243	5.08	256
58	13	237	5.20	250
59	8	245	3.16	253
60	5	238	2.06	243
61	8	260	2.99	268
62	9	233	3.72	242
63	7	205	3.30	212
64	9	218	3.96	227
65	11	251	4.20	262
66	13	240	5.14	253
67	11	224	4.68	235
68	8	217	3.56	225
69	10	202	4.72	212
70	14	237	5.58	251
71	14	259	5.13	273
72	12	218	5.22	230
73	8	228	3.39	236
74	9	204	4.23	213
75	9	200	4.31	209
76	12	199	5.69	211
77	10	208	4.59	218
78	13	225	5.46	238
79	10	198	4.81	208
80	6	183	3.17	189
81	10	169	5.59	179
82	6	206	2.83	212
83	7	133	5.00	140
84	6	188	3.09	194
85	6	192	3.03	198
86	18	184	8.91	202
87	4	168	2.33	172
88	8	124	6.06	132
89	9	168	5.08	177
90	8	127	5.93	135
91	6	134	4.29	140
92	3	126	2.33	129
93	8	119	6.30	127
94	5	113	4.24	118
95	4	108	3.57	112
96	11	109	9.17	120
97	2	127	1.55	129
98	3	98	2.97	101
99	3	53	5.36	56
100	0	8	0.00	8
101	0	7	0.00	7
102	1	6	14.29	7
103	0	5	0.00	5
104	0	6	0.00	6
105	0	4	0.00	4
106	1	6	14.29	7
107	0	3	0.00	3
108	0	7	0.00	7
109	0	4	0.00	4
110	0	3	0.00	3
111	0	3	0.00	3
112	1	4	20.00	5
113	0	3	0.00	3
114	0	0		0
115	1	2	33.33	3
116	0	4	0.00	4
117	0	1	0.00	1
118	0	2	0.00	2
119	0	2	0.00	2
120	0	2	0.00	2
121	1	2	33.33	3
122	0	4	0.00	4
123	0	1	0.00	1
124	0	1	0.00	1
125	0	6	0.00	6
126	0	2	0.00	2
127	0	2	0.00	2
128	0	2	0.00	2
129	0	5	0.00	5
130	0	1	0.00	1
131	0	3	0.00	3
132	0	1	0.00	1
133	0	1	0.00	1
134	0	3	0.00	3
135	0	2	0.00	2
136	0	0		0
137	0	2	0.00	2
138	0	0		0
139	0	0		0
140	0	2	0.00	2
141	0	1	0.00	1
142	0	1	0.00	1
143	0	0		0
144	0	0		0
145	0	0		0
146	0	0		0
147	0	0		0
148	0	2	0.00	2

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	15	0.00	15
2	0	20	0.00	20
3	0	12	0.00	12
4	1	124	0.80	125
5	1	198	0.50	199
6	2	217	0.91	219
7	1	244	0.41	245
8	1	231	0.43	232
9	3	236	1.26	239
10	2	195	1.02	197
11	0	229	0.00	229
12	0	198	0.00	198
13	0	216	0.00	216
14	0	207	0.00	207
15	0	250	0.00	250
16	4	200	1.96	204
17	1	228	0.44	229
18	0	258	0.00	258
19	1	195	0.51	196
20	0	170	0.00	170
21	1	214	0.47	215
22	0	241	0.00	241
23	1	201	0.50	202
24	0	204	0.00	204
25	0	243	0.00	243
26	0	185	0.00	185
27	0	239	0.00	239
28	0	237	0.00	237
29	0	180	0.00	180
30	0	163	0.00	163
31	1	244	0.41	245
32	1	212	0.47	213
33	2	223	0.89	225
34	2	197	1.01	199
35	0	228	0.00	228
36	0	226	0.00	226
37	0	197	0.00	197
38	0	204	0.00	204
39	1	233	0.43	234
40	0	217	0.00	217
41	0	252	0.00	252
42	0	224	0.00	224
43	1	198	0.50	199
44	0	252	0.00	252
45	0	215	0.00	215
46	2	216	0.92	218
47	1	210	0.47	211
48	1	220	0.45	221
49	0	204	0.00	204
50	0	194	0.00	194
51	0	224	0.00	224
52	2	224	0.88	226
53	1	213	0.47	214
54	1	215	0.46	216
55	1	164	0.61	165
56	0	224	0.00	224
57	1	221	0.45	222
58	1	196	0.51	197
59	0	162	0.00	162
60	0	161	0.00	161
61	2	204	0.97	206
62	0	173	0.00	173
63	1	168	0.59	169
64	2	181	1.09	183
65	0	219	0.00	219
66	1	195	0.51	196
67	1	182	0.55	183
68	0	192	0.00	192
69	0	197	0.00	197
70	0	189	0.00	189
71	1	174	0.57	175
72	0	156	0.00	156
73	0	157	0.00	157
74	1	151	0.66	152
75	0	149	0.00	149
76	1	172	0.58	173
77	0	181	0.00	181
78	0	141	0.00	141
79	1	155	0.64	156
80	2	143	1.38	145
81	1	170	0.58	171
82	0	112	0.00	112
83	0	135	0.00	135
84	1	141	0.70	142
85	0	127	0.00	127
86	0	146	0.00	146
87	2	100	1.96	102
88	0	138	0.00	138
89	1	115	0.86	116
90	1	97	1.02	98
91	0	120	0.00	120
92	0	115	0.00	115
93	0	75	0.00	75
94	0	86	0.00	86
95	1	114	0.87	115
96	0	111	0.00	111
97	0	107	0.00	107
98	0	92	0.00	92
99	0	58	0.00	58
100	0	3	0.00	3
101	1	5	16.67	6
102	0	6	0.00	6
103	0	4	0.00	4
104	0	2	0.00	2
105	0	9	0.00	9
106	0	9	0.00	9
107	0	2	0.00	2
108	0	5	0.00	5
109	0	4	0.00	4
110	0	2	0.00	2
111	0	3	0.00	3
112	0	5	0.00	5
113	0	1	0.00	1
114	0	4	0.00	4
115	0	2	0.00	2
116	0	2	0.00	2
117	0	3	0.00	3
118	0	0		0
119	0	2	0.00	2
120	0	3	0.00	3
121	0	3	0.00	3
122	0	0		0
123	0	2	0.00	2
124	0	4	0.00	4
125	0	0		0
126	0	0		0
127	0	1	0.00	1
128	0	3	0.00	3
129	0	1	0.00	1
130	0	3	0.00	3
131	0	3	0.00	3
132	0	1	0.00	1
133	0	0		0
134	0	2	0.00	2
135	0	1	0.00	1
136	0	2	0.00	2
137	0	1	0.00	1
138	0	0		0
139	0	1	0.00	1
140	0	0		0
141	0	0		0
142	0	0		0
143	0	1	0.00	1
144	0	0		0
145	0	0		0
146	0	1	0.00	1
147	0	1	0.00	1
148	0	1	0.00	1

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	36	0.00	36
2	0	24	0.00	24
3	0	21	0.00	21
4	3	329	0.90	332
5	2	385	0.52	387
6	0	399	0.00	399
7	0	361	0.00	361
8	2	321	0.62	323
9	0	288	0.00	288
10	4	300	1.32	304
11	0	308	0.00	308
12	1	338	0.29	339
13	1	385	0.26	386
14	1	380	0.26	381
15	0	351	0.00	351
16	0	350	0.00	350
17	2	306	0.65	308
18	0	312	0.00	312
19	1	325	0.31	326
20	3	342	0.87	345
21	1	346	0.29	347
22	0	323	0.00	323
23	0	339	0.00	339
24	0	349	0.00	349
25	0	374	0.00	374
26	0	377	0.00	377
27	0	400	0.00	400
28	4	394	1.01	398
29	3	345	0.86	348
30	0	364	0.00	364
31	2	335	0.59	337
32	0	375	0.00	375
33	0	306	0.00	306
34	1	354	0.28	355
35	1	353	0.28	354
36	1	360	0.28	361
37	2	352	0.56	354
38	1	341	0.29	342
39	1	333	0.30	334
40	1	322	0.31	323
41	1	324	0.31	325
42	1	325	0.31	326
43	0	351	0.00	351
44	1	363	0.27	364
45	0	317	0.00	317
46	2	342	0.58	344
47	0	311	0.00	311
48	5	311	1.58	316
49	1	393	0.25	394
50	1	434	0.23	435
51	0	414	0.00	414
52	0	366	0.00	366
53	1	334	0.30	335
54	1	294	0.34	295
55	1	326	0.31	327
56	1	286	0.35	287
57	1	274	0.36	275
58	0	298	0.00	298
59	0	326	0.00	326
60	0	326	0.00	326
61	1	314	0.32	315
62	2	335	0.59	337
63	0	322	0.00	322
64	1	350	0.28	351
65	0	320	0.00	320
66	1	267	0.37	268
67	0	318	0.00	318
68	0	309	0.00	309
69	0	295	0.00	295
70	1	266	0.37	267
71	1	273	0.36	274
72	0	255	0.00	255
73	2	295	0.67	297
74	1	242	0.41	243
75	0	321	0.00	321
76	0	322	0.00	322
77	1	291	0.34	292
78	2	277	0.72	279
79	2	283	0.70	285
80	2	303	0.66	305
81	1	246	0.40	247
82	2	276	0.72	278
83	0	258	0.00	258
84	1	243	0.41	244
85	1	231	0.43	232
86	0	257	0.00	257
87	0	217	0.00	217
88	0	256	0.00	256
89	0	232	0.00	232
90	0	170	0.00	170
91	0	200	0.00	200
92	2	197	1.01	199
93	3	175	1.69	178
94	0	181	0.00	181
95	1	196	0.51	197
96	2	159	1.24	161
97	0	156	0.00	156
98	0	161	0.00	161
99	0	73	0.00	73
100	0	8	0.00	8
101	0	8	0.00	8
102	0	3	0.00	3
103	0	4	0.00	4
104	0	7	0.00	7
105	0	6	0.00	6
106	0	5	0.00	5
107	0	3	0.00	3
108	0	4	0.00	4
109	0	3	0.00	3
110	0	6	0.00	6
111	0	6	0.00	6
112	0	2	0.00	2
113	0	3	0.00	3
114	0	2	0.00	2
115	0	2	0.00	2
116	0	1	0.00	1
117	0	1	0.00	1
118	0	0		0
119	0	4	0.00	4
120	0	4	0.00	4
121	0	3	0.00	3
122	0	3	0.00	3
123	0	3	0.00	3
124	0	2	0.00	2
125	0	1	0.00	1
126	0	2	0.00	2
127	0	6	0.00	6
128	0	3	0.00	3
129	0	2	0.00	2
130	0	0		0
131	0	1	0.00	1
132	0	2	0.00	2
133	0	3	0.00	3
134	0	2	0.00	2
135	0	0		0
136	0	1	0.00	1
137	0	1	0.00	1
138	0	1	0.00	1
139	0	2	0.00	2
140	0	0		0
141	0	0		0
142	0	0		0
143	0	0		0
144	0	1	0.00	1
145	0	1	0.00	1
146	0	1	0.00	1
147	0	0		0
148	0	0		0

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1	18	5.26	19
2	0	13	0.00	13
3	3	68	4.23	71
4	3	84	3.45	87
5	5	109	4.39	114
6	5	85	5.56	90
7	5	129	3.73	134
8	1	78	1.27	79
9	6	84	6.67	90
10	5	100	4.76	105
11	0	71	0.00	71
12	1	62	1.59	63
13	5	80	5.88	85
14	2	47	4.08	49
15	3	64	4.48	67
16	0	53	0.00	53
17	0	41	0.00	41
18	5	50	9.09	55
19	2	38	5.00	40
20	3	44	6.38	47
21	3	38	7.32	41
22	1	31	3.12	32
23	5	41	10.87	46
24	2	52	3.70	54
25	1	20	4.76	21
26	0	27	0.00	27
27	1	29	3.33	30
28	1	23	4.17	24
29	1	36	2.70	37
30	0	22	0.00	22
31	2	28	6.67	30
32	0	33	0.00	33
33	1	11	8.33	12
34	2	17	10.53	19
35	0	11	0.00	11
36	0	19	0.00	19
37	0	28	0.00	28
38	0	23	0.00	23
39	0	14	0.00	14
40	0	6	0.00	6
41	0	9	0.00	9
42	1	8	11.11	9
43	0	11	0.00	11
44	0	15	0.00	15
45	0	0		0
46	5	15	25.00	20
47	0	1	0.00	1
48	0	11	0.00	11
49	0	7	0.00	7
50	0	7	0.00	7
51	0	3	0.00	3
52	4	8	33.33	12
53	0	3	0.00	3
54	0	7	0.00	7
55	0	6	0.00	6
56	1	9	10.00	10
57	0	2	0.00	2
58	0	6	0.00	6
59	0	2	0.00	2
60	0	2	0.00	2
61	0	2	0.00	2
62	0	1	0.00	1
63	0	2	0.00	2
64	0	0		0
65	0	1	0.00	1
66	0	1	0.00	1
67	0	2	0.00	2
68	0	0		0
69	0	1	0.00	1
70	0	0		0
71	0	1	0.00	1
72	0	1	0.00	1
73	0	2	0.00	2
74	0	0		0
75	0	0		0
76	0	0		0
77	0	1	0.00	1
78	0	0		0
79	0	1	0.00	1
80	0	1	0.00	1
81	0	0		0
82	0	0		0
83	0	0		0
84	0	0		0
85	0	0		0
86	0	2	0.00	2
87	0	0		0
88	0	1	0.00	1
89	0	0		0

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	10	2090	0.48	2100
2	0	18	0.00	18
3	0	3	0.00	3
4	0	42	0.00	42
5	0	62	0.00	62
6	1	58	1.69	59
7	0	67	0.00	67
8	1	89	1.11	90
9	1	67	1.47	68
10	0	60	0.00	60
11	1	66	1.49	67
12	0	34	0.00	34
13	0	41	0.00	41
14	1	53	1.85	54
15	1	37	2.63	38
16	0	51	0.00	51
17	0	47	0.00	47
18	0	38	0.00	38
