CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	193	2191	8.10	2384
2	0	10	0.00	10
3	0	11	0.00	11
4	12	175	6.42	187
5	14	182	7.14	196
6	7	262	2.60	269
7	14	231	5.71	245
8	12	303	3.81	315
9	11	243	4.33	254
10	18	246	6.82	264
11	9	234	3.70	243
12	11	289	3.67	300
13	12	276	4.17	288
14	16	258	5.84	274
15	9	247	3.52	256
16	12	299	3.86	311
17	10	238	4.03	248
18	12	266	4.32	278
19	22	304	6.75	326
20	10	212	4.50	222
21	19	225	7.79	244
22	16	268	5.63	284
23	7	265	2.57	272
24	18	222	7.50	240
25	14	282	4.73	296
26	14	285	4.68	299
27	16	244	6.15	260
28	16	262	5.76	278
29	6	236	2.48	242
30	8	278	2.80	286
31	16	288	5.26	304
32	8	279	2.79	287
33	16	231	6.48	247
34	17	275	5.82	292
35	11	270	3.91	281
36	14	192	6.80	206
37	14	299	4.47	313
38	17	220	7.17	237
39	7	245	2.78	252
40	12	244	4.69	256
41	10	250	3.85	260
42	8	276	2.82	284
43	11	262	4.03	273
44	15	242	5.84	257
45	11	291	3.64	302
46	20	248	7.46	268
47	12	254	4.51	266
48	8	270	2.88	278
49	15	203	6.88	218
50	16	229	6.53	245
51	10	236	4.07	246
52	14	227	5.81	241
53	17	259	6.16	276
54	10	263	3.66	273
55	14	271	4.91	285
56	9	207	4.17	216
57	14	249	5.32	263
58	12	247	4.63	259
59	14	238	5.56	252
60	9	245	3.54	254
61	11	233	4.51	244
62	12	238	4.80	250
63	15	229	6.15	244
64	11	265	3.99	276
65	14	264	5.04	278
66	7	221	3.07	228
67	11	228	4.60	239
68	9	214	4.04	223
69	15	203	6.88	218
70	11	198	5.26	209
71	6	266	2.21	272
72	8	250	3.10	258
73	8	216	3.57	224
74	8	186	4.12	194
75	10	176	5.38	186
76	19	203	8.56	222
77	7	196	3.45	203
78	9	247	3.52	256
79	12	201	5.63	213
80	7	195	3.47	202
81	5	158	3.07	163
82	8	192	4.00	200
83	3	157	1.88	160
84	3	162	1.82	165
85	5	179	2.72	184
86	12	177	6.35	189
87	10	175	5.41	185
88	1	117	0.85	118
89	4	146	2.67	150
90	6	129	4.44	135
91	5	145	3.33	150
92	2	127	1.55	129
93	9	122	6.87	131
94	2	139	1.42	141
95	5	116	4.13	121
96	4	116	3.33	120
97	3	132	2.22	135
98	5	87	5.43	92
99	4	46	8.00	50
100	0	13	0.00	13
101	0	5	0.00	5
102	0	5	0.00	5
103	0	5	0.00	5
104	0	3	0.00	3
105	0	3	0.00	3
106	0	5	0.00	5
107	1	0	100.00	1
108	0	5	0.00	5
109	0	8	0.00	8
