CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	211	2178	8.83	2389
2	1	14	6.67	15
3	2	19	9.52	21
4	5	182	2.67	187
5	8	185	4.15	193
6	12	246	4.65	258
7	15	229	6.15	244
8	13	302	4.13	315
9	10	205	4.65	215
10	10	250	3.85	260
11	12	236	4.84	248
12	18	287	5.90	305
13	19	282	6.31	301
14	8	275	2.83	283
15	4	211	1.86	215
16	12	302	3.82	314
17	13	214	5.73	227
18	10	238	4.03	248
19	15	325	4.41	340
20	12	226	5.04	238
21	15	223	6.30	238
22	13	267	4.64	280
23	18	252	6.67	270
24	13	215	5.70	228
25	12	281	4.10	293
26	12	258	4.44	270
27	19	259	6.83	278
28	16	266	5.67	282
29	8	291	2.68	299
30	13	222	5.53	235
31	12	273	4.21	285
32	20	297	6.31	317
33	9	213	4.05	222
34	17	261	6.12	278
35	20	233	7.91	253
36	14	229	5.76	243
37	15	293	4.87	308
38	16	227	6.58	243
39	12	261	4.40	273
40	9	269	3.24	278
41	6	225	2.60	231
42	13	288	4.32	301
43	16	258	5.84	274
44	14	239	5.53	253
45	16	273	5.54	289
46	18	252	6.67	270
47	16	253	5.95	269
48	16	257	5.86	273
49	13	228	5.39	241
50	12	250	4.58	262
51	14	259	5.13	273
52	11	223	4.70	234
53	11	247	4.26	258
54	14	246	5.38	260
55	9	289	3.02	298
56	13	234	5.26	247
57	18	209	7.93	227
58	13	246	5.02	259
59	13	278	4.47	291
60	8	242	3.20	250
61	7	255	2.67	262
62	17	231	6.85	248
63	14	211	6.22	225
64	10	250	3.85	260
65	12	238	4.80	250
66	10	238	4.03	248
67	16	226	6.61	242
68	7	224	3.03	231
69	6	214	2.73	220
70	4	207	1.90	211
71	9	246	3.53	255
72	5	259	1.89	264
73	9	244	3.56	253
74	11	205	5.09	216
75	11	164	6.29	175
76	7	204	3.32	211
77	7	243	2.80	250
78	4	184	2.13	188
79	10	223	4.29	233
80	7	192	3.52	199
81	6	175	3.31	181
82	6	199	2.93	205
83	8	132	5.71	140
84	5	171	2.84	176
85	10	179	5.29	189
86	8	153	4.97	161
87	12	175	6.42	187
88	4	123	3.15	127
89	11	162	6.36	173
90	4	133	2.92	137
91	6	135	4.26	141
92	6	159	3.64	165
93	5	126	3.82	131
94	2	129	1.53	131
95	3	113	2.59	116
96	7	94	6.93	101
97	4	125	3.10	129
98	4	102	3.77	106
99	2	51	3.77	53
100	0	14	0.00	14
101	0	6	0.00	6
102	1	7	12.50	8
103	0	9	0.00	9
104	1	4	20.00	5
105	0	5	0.00	5
106	0	11	0.00	11
107	1	5	16.67	6
108	0	3	0.00	3
109	1	13	7.14	14
110	0	7	0.00	7
111	0	4	0.00	4
112	0	10	0.00	10
113	0	2	0.00	2
114	2	6	25.00	8
115	0	4	0.00	4
116	0	4	0.00	4
117	1	2	33.33	3
118	0	4	0.00	4
119	0	2	0.00	2
120	0	1	0.00	1
