CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	228	2141	9.62	2369
2	1	11	8.33	12
3	0	21	0.00	21
4	11	181	5.73	192
5	7	196	3.45	203
6	12	243	4.71	255
7	14	201	6.51	215
8	17	297	5.41	314
9	14	254	5.22	268
10	18	246	6.82	264
11	10	226	4.24	236
12	15	297	4.81	312
13	21	274	7.12	295
14	20	248	7.46	268
15	10	241	3.98	251
16	15	248	5.70	263
17	13	251	4.92	264
18	14	254	5.22	268
19	23	282	7.54	305
20	13	221	5.56	234
21	14	212	6.19	226
22	10	308	3.14	318
23	16	272	5.56	288
24	14	225	5.86	239
25	11	275	3.85	286
26	12	280	4.11	292
27	8	252	3.08	260
28	23	261	8.10	284
29	8	270	2.88	278
30	19	261	6.79	280
31	16	283	5.35	299
32	22	306	6.71	328
33	10	200	4.76	210
34	21	249	7.78	270
35	19	297	6.01	316
36	12	183	6.15	195
37	21	275	7.09	296
38	18	213	7.79	231
39	6	239	2.45	245
40	9	274	3.18	283
41	10	242	3.97	252
42	18	278	6.08	296
43	10	258	3.73	268
44	10	261	3.69	271
45	18	265	6.36	283
46	16	229	6.53	245
47	17	257	6.20	274
48	10	243	3.95	253
49	8	251	3.09	259
50	10	239	4.02	249
51	6	221	2.64	227
52	15	240	5.88	255
53	8	226	3.42	234
54	8	233	3.32	241
55	17	255	6.25	272
56	15	233	6.05	248
57	14	226	5.83	240
58	8	232	3.33	240
59	11	258	4.09	269
60	9	255	3.41	264
61	12	236	4.84	248
62	14	243	5.45	257
63	8	215	3.59	223
64	15	229	6.15	244
65	11	261	4.04	272
66	11	240	4.38	251
67	10	217	4.41	227
68	8	193	3.98	201
69	11	208	5.02	219
70	15	194	7.18	209
71	13	248	4.98	261
72	16	244	6.15	260
73	12	195	5.80	207
74	5	211	2.31	216
75	11	164	6.29	175
76	13	200	6.10	213
77	8	181	4.23	189
78	12	191	5.91	203
79	8	204	3.77	212
80	8	197	3.90	205
81	11	166	6.21	177
82	7	201	3.37	208
83	7	151	4.43	158
84	7	173	3.89	180
85	5	206	2.37	211
86	15	170	8.11	185
87	9	175	4.89	184
88	5	121	3.97	126
89	10	151	6.21	161
90	3	116	2.52	119
91	9	137	6.16	146
92	5	116	4.13	121
93	7	142	4.70	149
94	4	121	3.20	125
95	6	115	4.96	121
96	9	96	8.57	105
97	6	123	4.65	129
98	5	91	5.21	96
99	1	62	1.59	63
100	0	12	0.00	12
101	0	4	0.00	4
102	1	5	16.67	6
103	2	4	33.33	6
104	0	7	0.00	7
105	0	6	0.00	6
106	0	6	0.00	6
107	0	5	0.00	5
108	1	9	10.00	10
109	1	6	14.29	7
110	1	4	20.00	5
111	0	2	0.00	2
112	0	4	0.00	4
113	0	0		0
114	0	8	0.00	8
115	0	1	0.00	1
116	1	2	33.33	3
117	0	3	0.00	3
118	0	2	0.00	2
119	0	1	0.00	1
120	1	4	20.00	5
121	0	1	0.00	1
122	1	3	25.00	4
123	1	2	33.33	3
124	0	3	0.00	3
125	0	4	0.00	4
126	0	4	0.00	4
127	0	0		0
128	0	0		0
129	0	3	0.00	3
130	0	2	0.00	2
131	0	0		0
132	0	3	0.00	3
133	0	0		0
134	1	1	50.00	2
135	0	1	0.00	1
136	0	1	0.00	1
137	0	4	0.00	4
138	0	0		0
139	0	1	0.00	1
140	0	0		0
141	0	3	0.00	3
142	0	0		0
143	0	0		0
144	0	2	0.00	2
145	1	0	100.00	1
146	0	0		0
147	0	0		0
148	0	1	0.00	1
149	0	0		0

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	13	0.00	13
2	0	30	0.00	30
3	0	14	0.00	14
4	0	144	0.00	144
5	1	195	0.51	196
6	2	225	0.88	227
7	1	254	0.39	255
8	0	203	0.00	203
9	0	224	0.00	224
10	0	205	0.00	205
11	0	263	0.00	263
12	0	198	0.00	198
13	0	192	0.00	192
14	2	177	1.12	179
15	2	238	0.83	240
16	0	199	0.00	199
17	2	241	0.82	243
18	1	221	0.45	222
19	1	222	0.45	223
20	2	158	1.25	160
21	0	212	0.00	212
22	1	232	0.43	233
23	1	172	0.58	173
24	1	199	0.50	200
25	2	242	0.82	244
26	1	212	0.47	213
27	0	217	0.00	217
28	1	243	0.41	244
29	1	194	0.51	195
30	1	194	0.51	195
31	1	237	0.42	238
32	0	184	0.00	184
33	0	233	0.00	233
34	1	234	0.43	235
35	1	198	0.50	199
