CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	185	2192	7.78	2377
2	0	25	0.00	25
3	2	20	9.09	22
4	4	184	2.13	188
5	15	206	6.79	221
6	9	275	3.17	284
7	9	215	4.02	224
8	10	288	3.36	298
9	7	243	2.80	250
10	11	244	4.31	255
11	9	239	3.63	248
12	16	263	5.73	279
13	12	299	3.86	311
14	16	272	5.56	288
15	12	230	4.96	242
16	13	264	4.69	277
17	10	222	4.31	232
18	10	250	3.85	260
19	13	308	4.05	321
20	13	210	5.83	223
21	10	214	4.46	224
22	12	278	4.14	290
23	17	276	5.80	293
24	16	233	6.43	249
25	7	309	2.22	316
26	15	307	4.66	322
27	11	267	3.96	278
28	20	275	6.78	295
29	12	265	4.33	277
30	9	257	3.38	266
31	10	267	3.61	277
32	14	297	4.50	311
33	14	226	5.83	240
34	17	257	6.20	274
35	20	246	7.52	266
36	17	239	6.64	256
37	18	277	6.10	295
38	20	221	8.30	241
39	21	240	8.05	261
40	5	257	1.91	262
41	16	248	6.06	264
42	18	266	6.34	284
43	16	236	6.35	252
44	13	246	5.02	259
45	19	266	6.67	285
46	16	223	6.69	239
47	19	265	6.69	284
48	10	263	3.66	273
49	14	219	6.01	233
50	9	250	3.47	259
51	15	212	6.61	227
52	11	252	4.18	263
53	14	236	5.60	250
54	9	270	3.23	279
55	20	287	6.51	307
56	18	214	7.76	232
57	13	261	4.74	274
58	16	258	5.84	274
59	8	256	3.03	264
60	9	227	3.81	236
61	15	260	5.45	275
62	10	223	4.29	233
63	10	191	4.98	201
64	11	229	4.58	240
65	8	253	3.07	261
66	13	230	5.35	243
67	9	220	3.93	229
68	6	202	2.88	208
69	7	200	3.38	207
70	9	194	4.43	203
71	12	237	4.82	249
72	14	235	5.62	249
73	17	237	6.69	254
74	5	179	2.72	184
75	8	177	4.32	185
76	8	203	3.79	211
77	12	210	5.41	222
78	8	183	4.19	191
79	11	238	4.42	249
80	10	187	5.08	197
81	4	158	2.47	162
82	8	207	3.72	215
83	4	154	2.53	158
84	8	168	4.55	176
85	3	195	1.52	198
86	11	161	6.40	172
87	7	175	3.85	182
88	2	133	1.48	135
89	11	168	6.15	179
90	3	112	2.61	115
91	8	135	5.59	143
92	8	180	4.26	188
93	5	130	3.70	135
94	9	137	6.16	146
95	7	124	5.34	131
96	4	112	3.45	116
97	6	154	3.75	160
98	9	91	9.00	100
99	3	56	5.08	59
100	0	8	0.00	8
101	0	4	0.00	4
102	0	4	0.00	4
103	2	10	16.67	12
104	0	1	0.00	1
105	0	5	0.00	5
106	1	8	11.11	9
107	1	2	33.33	3
108	0	6	0.00	6
109	1	8	11.11	9
110	0	3	0.00	3
111	0	4	0.00	4
112	1	5	16.67	6
113	0	2	0.00	2
114	0	2	0.00	2
115	1	3	25.00	4
116	0	3	0.00	3
117	1	3	25.00	4
118	1	1	50.00	2
119	0	4	0.00	4
120	0	1	0.00	1
121	1	3	25.00	4
122	0	4	0.00	4
123	0	3	0.00	3
124	0	2	0.00	2
125	0	4	0.00	4
126	0	2	0.00	2
127	0	4	0.00	4
128	0	2	0.00	2
129	0	2	0.00	2
130	0	0		0
131	0	2	0.00	2
132	0	2	0.00	2
133	0	1	0.00	1
134	0	1	0.00	1
135	0	0		0
136	0	2	0.00	2
137	0	1	0.00	1
138	0	3	0.00	3
139	0	1	0.00	1
140	0	1	0.00	1
141	0	1	0.00	1
142	0	0		0
143	0	1	0.00	1
144	0	2	0.00	2
145	0	0		0
146	0	1	0.00	1
147	0	0		0
148	0	0		0
149	0	2	0.00	2

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	0	14	0.00	14
2	0	18	0.00	18
3	0	8	0.00	8
4	0	143	0.00	143
5	0	230	0.00	230
6	1	204	0.49	205
7	0	264	0.00	264
8	1	206	0.48	207
9	0	210	0.00	210
10	0	215	0.00	215
11	0	235	0.00	235
12	2	212	0.93	214
13	1	193	0.52	194
14	0	190	0.00	190
15	0	240	0.00	240
16	0	256	0.00	256
17	0	221	0.00	221
18	0	237	0.00	237
19	2	221	0.90	223
20	0	173	0.00	173
21	2	243	0.82	245
22	0	240	0.00	240
23	0	201	0.00	201
