CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	206	2182	8.63	2388
2	0	16	0.00	16
3	1	11	8.33	12
4	6	213	2.74	219
5	15	199	7.01	214
6	9	272	3.20	281
7	15	195	7.14	210
8	14	294	4.55	308
9	11	219	4.78	230
10	19	245	7.20	264
11	12	265	4.33	277
12	10	270	3.57	280
13	11	277	3.82	288
14	16	223	6.69	239
15	12	231	4.94	243
16	9	282	3.09	291
17	9	237	3.66	246
18	8	226	3.42	234
19	17	314	5.14	331
20	6	217	2.69	223
21	17	220	7.17	237
22	17	302	5.33	319
23	17	234	6.77	251
24	12	228	5.00	240
25	17	290	5.54	307
26	13	311	4.01	324
27	9	255	3.41	264
28	14	254	5.22	268
29	6	266	2.21	272
30	18	258	6.52	276
31	18	282	6.00	300
32	17	281	5.70	298
33	13	240	5.14	253
34	17	261	6.12	278
35	11	254	4.15	265
36	15	209	6.70	224
37	15	255	5.56	270
38	10	210	4.55	220
39	9	249	3.49	258
40	12	274	4.20	286
41	10	241	3.98	251
42	13	296	4.21	309
43	14	230	5.74	244
44	13	253	4.89	266
45	17	292	5.50	309
46	11	227	4.62	238
47	17	300	5.36	317
48	13	222	5.53	235
49	20	235	7.84	255
50	10	227	4.22	237
51	10	240	4.00	250
52	12	253	4.53	265
53	15	237	5.95	252
54	12	258	4.44	270
55	8	287	2.71	295
56	11	225	4.66	236
57	13	235	5.24	248
58	12	267	4.30	279
59	11	260	4.06	271
60	10	225	4.26	235
61	11	244	4.31	255
62	17	233	6.80	250
63	13	232	5.31	245
64	10	238	4.03	248
65	10	254	3.79	264
66	13	245	5.04	258
67	18	231	7.23	249
68	9	203	4.25	212
69	8	185	4.15	193
70	8	222	3.48	230
71	12	234	4.88	246
72	5	248	1.98	253
73	12	187	6.03	199
74	3	218	1.36	221
75	7	168	4.00	175
76	12	174	6.45	186
77	13	222	5.53	235
78	7	206	3.29	213
79	7	205	3.30	212
80	4	189	2.07	193
81	8	156	4.88	164
