1_216079.0,1_474387.0,1_1189902.0,1_2399980.0,2_473693.0,2_552235.0,2_552236.0,2_746481.0,2_1096150.0,2_2084071.0,2_2194487.0,2_2238379.0,3_486563.0,3_486564.0,3_623706.0,3_623773.0,4_135422.0,4_248001.0,4_484835.0,5_36023.0,5_406817.0,5_558218.0,5_558219.0,5_733817.0,5_734370.0,5_1350282.0,6_13122.0,6_13135.0,6_13136.0,6_47759.0,6_1099793.0,6_1369236.0,6_1591694.0,6_1697251.0,7_503039.0,7_1297831.0,7_1307333.0,8_389001.0,8_389002.0,8_389744.0,8_389745.0,8_989744.0,10_263919.0,10_297354.0,10_356400.0,10_752341.0,10_753963.0,10_753964.0,10_753966.0,10_926902.0,10_930630.0,10_1035845.0,10_1299589.0,11_6370.0,11_656410.0,12_308231.0,12_572363.0,12_576197.0,12_576198.0,13_309065.0,14_695719.0,14_746119.0,15_414953.0,15_741334.0,15_749562.0,17_49010.0,17_287118.0,17_487550.0,18_58904.0,19_152335.0,19_516015.0,21_265732.0,22_166016.0,22_197240.0,22_197241.0,22_197242.0,8_1445809.0,9_885356.0,9_978545.0,9_1074880.0,Type
0.6500224216483541,-0.0,0.37123232664087563,0.39045213081320695,-0.0,0.3095434291503252,0.23519338181924143,1.3778903318832147,1.8423709931771088,1.0529407605626346,-0.0,-0.0,-0.0,0.35335933502142136,0.24988229283318544,1.1567796494470395,0.23519338181924143,0.2761954276479391,-0.0,0.8929953573519601,-0.0,1.4263445470433744,1.145235779471061,0.35335933502142136,0.3372900666170139,1.7534343861887849,-0.0,0.4394969869215134,0.17556502585750278,-0.0,0.8812908992306927,0.8658566174572235,0.8424240244940003,0.9219280948873623,-0.0,0.8030717273241024,1.6737949406953985,1.2567796494470393,1.1567796494470395,0.8708644692353644,0.8524051786494786,0.7195563653739032,0.3372900666170139,0.28639695711595625,0.7416847557897408,0.26676498780302604,0.8030717273241024,0.6840384356390417,-0.0,0.2580186686648155,0.8030717273241024,0.8453509366224364,0.2580186686648155,0.35335933502142136,-0.0,-0.0,1.8322628970242685,-0.0,0.3372900666170139,0.9864267287308424,0.6840384356390417,-0.0,1.275162982784857,0.3227569588973982,1.0389205950315936,0.8904916402194913,0.6998428398862386,-0.0,0.8658566174572235,-0.0,0.45502065977946415,-0.0,-0.0,0.4689955935892812,-0.0,0.2974722489192896,1.0975378398419535,-0.0,1.516934002924965,1.3609640474436813,0
0.6500224216483541,-0.0,-0.0,0.20062232431271465,0.409633443977211,0.3095434291503252,0.24988229283318544,0.7228578977329688,1.7534343861887849,0.5916727785823275,0.24229218908241482,-0.0,-0.0,-0.0,0.6143694458867568,1.4299111709758698,-0.0,0.3227569588973982,1.0911564760544912,1.542242258969757,0.21084230031853213,1.3056334087653163,1.4643814577244938,-0.0,-0.0,0.6998578570269279,-0.0,0.3372900666170139,0.16866093149667025,-0.0,0.2974722489192896,-0.0,0.39045213081320695,0.4689955935892812,0.24229218908241482,0.6143694458867568,-0.0,0.3227569588973982,-0.0,1.0910034050828827,0.35335933502142136,0.5916727785823275,0.4689955935892812,0.2761954276479391,0.24988229283318544,-0.0,-0.0,-0.0,0.8166890883150209,0.8888857761841272,0.20062232431271465,0.4394969869215134,0.49715018363696706,0.6274918436613969,-0.0,0.8166890883150209,0.7742433029172697,-0.0,-0.0,1.0238995733215064,0.5665095065529053,0.20062232431271465,0.37123232664087563,0.3372900666170139,-0.0,0.5435644431995964,-0.0,0.222284830685688,0.4394969869215134,0.39124356362925566,0.24229218908241482,-0.0,0.41381685030363374,-0.0,-0.0,0.3095434291503252,-0.0,0.5159469300074474,0.9698024945677542,-0.0,0
0.9182958340544896,0.6685644431995964,-0.0,0.32984607020714635,0.5131851787372753,0.5907239186406502,0.23519338181924143,-0.0,2.610577243331642,0.6500224216483541,-0.0,-0.0,0.4689955935892812,-0.0,0.4394969869215134,0.9219280948873623,0.39124356362925566,0.2761954276479391,-0.0,0.8451064151274781,0.5489544344250401,0.26676498780302604,0.48217919020227284,0.28639695711595625,0.37123232664087563,0.7793498372920851,0.6962122601251458,-0.0,-0.0,-0.0,0.8997437586982626,0.4394969869215134,0.8630653023129399,0.37123232664087563,0.21084230031853213,0.4689955935892812,0.8524051786494786,0.28639695711595625,-0.0,0.3997900666170139,0.35335933502142136,1.4289531786810294,1.0957952550009336,0.28639695711595625,1.1241854163060885,-0.0,0.3095434291503252,0.9917601481809735,-0.0,-0.0,-0.0,1.5530900835303274,0.24988229283318544,1.2867841337767103,0.7345299214394703,-0.0,1.2674438038072338,-0.0,0.3372900666170139,0.6722948170756379,0.5665095065529053,-0.0,0.6500224216483541,1.2332247882202196,-0.0,1.5709505944546687,0.41381685030363374,0.3809465857053901,0.37123232664087563,1.022420703848328,0.6052912052261445,0.3095434291503252,-0.0,0.6685644431995964,-0.0,-0.0,1.1400677626718572,0.8841837197791889,0.6449742087569881,0.7219280948873623,0
0.5435644431995964,-0.0,-0.0,0.3095434291503252,0.8058576010107721,0.5032583347756457,0.23519338181924143,1.3787834934861753,1.2916919971380596,1.0529407605626346,-0.0,0.37123232664087563,0.6402064333604701,0.5665095065529053,-0.0,1.1981174211304033,0.39124356362925566,-0.0,0.4537163391869448,1.419556298571613,0.21639693245126462,0.6998578570269279,1.058277043226334,0.7441942138263227,0.3372900666170139,0.8315435491770659,1.0529407605626346,0.26676498780302604,1.0030559073332754,0.26676498780302604,1.4355205042826666,1.2516291673878228,0.928604024021932,0.7345299214394703,0.24229218908241482,0.6143694458867568,2.1156351273037877,0.7871265862012691,1.1567796494470395,0.6395563653739031,0.8569957178540346,0.2761954276479391,0.8812908992306927,-0.0,0.6500224216483541,0.26676498780302604,0.3095434291503252,-0.0,-0.0,-0.0,0.20062232431271465,1.2433003685389579,0.39124356362925566,0.420026001688088,-0.0,-0.0,1.7582975708748245,-0.0,-0.0,0.24988229283318544,0.5665095065529053,-0.0,-0.0,-0.0,0.4262286569981449,0.954434002924965,-0.0,-0.0,-0.0,0.74959525725948,0.228538143953528,0.2761954276479391,-0.0,0.4394969869215134,-0.0,0.5608251769947302,0.9444885341662053,0.23519338181924143,0.5689955935892812,1.3609640474436813,0
-0.0,-0.0,-0.0,0.5349547231656377,0.24988229283318544,0.228538143953528,0.23519338181924143,1.158938532350277,1.41379956460568,1.0529407605626346,-0.0,0.222284830685688,-0.0,-0.0,-0.0,0.8841837197791889,0.23519338181924143,0.41381685030363374,-0.0,1.5275070675902451,-0.0,0.7793498372920851,0.2974722489192896,0.6998428398862386,0.37123232664087563,1.2406705316766884,0.3095434291503252,-0.0,0.17556502585750278,-0.0,1.7387586809150082,0.4394969869215134,0.18312206830137276,0.37123232664087563,-0.0,0.6143694458867568,2.362205914663769,0.7219280948873623,-0.0,0.8585085628439117,0.5032583347756457,1.0211191885631823,0.8112781244591328,-0.0,0.6583514224564075,0.2974722489192896,0.7642045065086203,0.6722948170756379,-0.0,-0.0,-0.0,0.222284830685688,0.5435644431995964,0.4689955935892812,-0.0,-0.0,1.0214554656116668,0.3372900666170139,-0.0,0.8886865525783176,-0.0,0.20062232431271465,0.3095434291503252,0.4394969869215134,-0.0,1.4237949406953985,-0.0,0.46816664055233254,-0.0,-0.0,1.0884595991813413,-0.0,-0.0,-0.0,-0.0,0.21639693245126462,0.6143694458867568,0.6219041416291193,0.6685644431995964,0.37123232664087563,0
0.6500224216483541,-0.0,-0.0,-0.0,0.547553154980007,0.6052912052261445,0.23519338181924143,0.7024665512903903,1.5216406363433184,0.39124356362925566,0.8663137138648348,-0.0,-0.0,-0.0,0.49715018363696706,0.9917601481809735,0.6988272185521962,-0.0,0.5489544344250401,0.6962122601251458,0.26676498780302604,0.8274087988556427,1.106313713864835,1.4256051990169438,-0.0,1.6225562489182659,0.8166890883150209,0.5489544344250401,1.6224203349859605,0.24229218908241482,0.4854607607459134,-0.0,-0.0,-0.0,0.21084230031853213,0.41381685030363374,1.949137865273585,-0.0,-0.0,1.0910034050828827,-0.0,1.2594585543875696,1.0957952550009336,-0.0,0.5435644431995964,-0.0,-0.0,-0.0,-0.0,0.222284830685688,0.4488644887230294,1.341097121631489,0.24988229283318544,0.26676498780302604,0.3095434291503252,0.39124356362925566,-0.0,-0.0,0.8166890883150209,0.4689955935892812,-0.0,-0.0,0.6143694458867568,1.0529407605626346,0.5131851787372753,1.014097655573916,0.3372900666170139,0.37123232664087563,1.0957952550009336,0.6402064333604701,0.3372900666170139,0.7219280948873623,0.23519338181924143,0.4689955935892812,-0.0,0.4689955935892812,1.3355055565170972,-0.0,0.6449742087569881,0.5916727785823275,0
-0.0,0.8112781244591328,0.37123232664087563,0.205592508185083,0.5617526078313282,-0.0,0.49715018363696706,0.5032583347756457,1.1488348542809166,0.5916727785823275,-0.0,-0.0,-0.0,0.39124356362925566,0.24988229283318544,0.747584679824574,0.23519338181924143,-0.0,-0.0,0.39124356362925566,0.21084230031853213,0.9938972639364229,0.7950402793845223,0.6685644431995964,-0.0,0.9567657083663145,0.7871265862012691,-0.0,0.3363969571159562,0.20062232431271465,0.6098403047164004,1.3516441151533922,0.1792560669283215,1.0892300788425848,0.21084230031853213,0.8112781244591328,1.945530556036326,0.7871265862012691,0.9219280948873623,-0.0,0.3095434291503252,1.2415101887362598,0.9219280948873623,0.28639695711595625,0.6583514224564075,0.5907239186406502,0.39124356362925566,-0.0,-0.0,0.4426608980694471,-0.0,1.2987949406953985,-0.0,0.5608251769947302,0.6143694458867568,1.1488348542809166,-0.0,-0.0,0.39124356362925566,0.8076702057269436,1.2366407419411674,-0.0,-0.0,0.4394969869215134,-0.0,0.8683927290103626,0.35335933502142136,0.4537163391869448,1.1401156785146092,0.3227569588973982,-0.0,0.6998578570269279,0.7062740891876007,-0.0,0.20062232431271465,-0.0,1.404678473063571,0.23519338181924143,0.20062232431271465,0.7642045065086203,0
0.8112781244591328,-0.0,-0.0,0.19590927087360493,0.17556502585750278,-0.0,0.23519338181924143,0.2761954276479391,1.950212064914747,0.9612366047228759,-0.0,0.222284830685688,-0.0,-0.0,0.3095434291503252,1.4166422780956525,-0.0,0.5489544344250401,0.4426608980694471,1.3784188527203236,0.39124356362925566,0.6395563653739031,0.4021791902022728,-0.0,-0.0,0.4394969869215134,0.6500224216483541,-0.0,0.4531837316805838,-0.0,1.058277043226334,1.1567796494470395,0.1792560669283215,0.6840384356390417,-0.0,2.0524212838293647,1.5739889616503064,-0.0,-0.0,-0.0,-0.0,-0.0,1.3250112108241772,-0.0,0.747584679824574,0.5304060778306042,0.5032583347756457,0.37123232664087563,-0.0,-0.0,0.3372900666170139,1.2550327083958783,0.41381685030363374,-0.0,0.8524051786494786,-0.0,0.9055872616982603,-0.0,0.6685644431995964,1.457518749639422,0.6840384356390417,-0.0,0.9141828384352135,0.6143694458867568,0.5131851787372753,0.9709505944546686,-0.0,0.228538143953528,-0.0,1.2577148214953864,1.1904924696318402,-0.0,-0.0,0.3372900666170139,-0.0,0.420026001688088,1.2332247882202196,0.23519338181924143,0.3997900666170139,0.5435644431995964,0
-0.0,0.2974722489192896,-0.0,0.26676498780302604,-0.0,0.45502065977946415,-0.0,0.8569957178540346,1.2916919971380596,-0.0,-0.0,0.222284830685688,-0.0,-0.0,1.1400677626718572,0.9917601481809735,-0.0,0.3372900666170139,0.4426608980694471,0.5159469300074474,0.39124356362925566,0.24988229283318544,0.4021791902022728,0.3372900666170139,0.3372900666170139,0.5916727785823275,-0.0,0.4537163391869448,1.1208799701545797,-0.0,1.383807735464083,0.8658566174572235,0.5344875115070162,-0.0,-0.0,-0.0,2.1283310497671026,1.2567796494470393,1.5709505944546687,1.076597655573916,1.2086489509530647,0.6395563653739031,-0.0,0.28639695711595625,1.176065103715944,0.26676498780302604,-0.0,-0.0,-0.0,0.4426608980694471,-0.0,0.8453509366224364,-0.0,0.420026001688088,0.28639695711595625,0.41381685030363374,0.4854607607459134,0.8658566174572235,0.3372900666170139,2.197159723424149,0.39124356362925566,0.20062232431271465,0.5907239186406502,0.8658566174572235,0.5131851787372753,1.3787834934861753,-0.0,-0.0,0.9463729359854419,0.3227569588973982,0.3809465857053901,-0.0,0.46816664055233254,-0.0,0.5435644431995964,-0.0,0.5032583347756457,1.010119068061316,0.9308927290103626,0.9219280948873623,0
1.811278124459133,0.2974722489192896,0.7345299214394703,0.3372900666170139,-0.0,0.6793652793002186,0.2761954276479391,1.2060026902433667,2.038159681645953,1.2389012566026305,-0.0,-0.0,-0.0,-0.0,0.8886865525783176,0.6098403047164004,0.23519338181924143,0.6722948170756379,0.28639695711595625,1.010119068061316,0.4537163391869448,0.26676498780302604,0.24229218908241482,0.46816664055233254,-0.0,1.4237949406953985,0.4537163391869448,0.35335933502142136,0.34310030788093704,0.3372900666170139,0.28639695711595625,-0.0,0.3815804883091629,0.37123232664087563,-0.0,1.0389205950315936,1.6960736118322672,1.1567796494470395,0.5916727785823275,0.4262286569981449,0.39124356362925566,0.37123232664087563,0.9933927290103626,0.28639695711595625,0.5435644431995964,-0.0,0.6143694458867568,0.3227569588973982,-0.0,-0.0,0.20062232431271465,0.222284830685688,-0.0,1.1829860594599402,0.3372900666170139,0.41381685030363374,1.0214554656116668,0.3372900666170139,-0.0,1.383099991189334,1.0957952550009336,-0.0,-0.0,0.6402064333604701,0.6500224216483541,-0.0,0.6998428398862386,0.45502065977946415,0.9912642605354288,0.5225593745369408,0.6685644431995964,-0.0,0.23519338181924143,-0.0,-0.0,0.5608251769947302,0.3095434291503252,1.010119068061316,1.0214554656116668,0.39124356362925566,0
